VR,Price,개인_level,외국인_level,금융투자_level,연기금_level,Cap_Type,Signal_Count,Monthly_Signals,Avg_Return_10D,Median_Return_10D,Std_Return_10D,Win_Rate_10D,Sharpe_Ratio,Max_Gain,Max_Loss,Yearly_Return_Std,Yearly_Count,Avg_개인_비중,Avg_외국인_비중,Avg_금융투자_비중,Avg_연기금_비중,Avg_Inst_Ratio,Expectancy
3.0,5,-1,2,-1,-1,All,16,1.6,1.2579047790396232,-3.322429235677934,16.23179954067422,37.5,0.07749632293619205,42.9585798816568,-21.26582278481013,6.3177300102571134,3,-5.408575331679019,4.494149044713219,-0.39101194742105283,-0.8285005274514798,-1.219512474872533,1.257904779039622
3.0,5,-1,2,-1,0,All,25,1.7857142857142858,1.0507668907161483,-3.7709497206703912,16.79521504132384,36.0,0.06256346751921815,44.7787610619469,-18.165955796820477,8.57297887091758,3,-6.838239260258221,4.356707343672988,-0.49183351601578645,0.47747859767918444,-0.014354918336601893,1.0507668907161474
3.0,5,-1,2,-1,1,All,8,1.0,-0.23122598824970653,0.9566950853378646,14.592005556023935,62.5,-0.015846073205081176,21.88183807439825,-28.688524590163933,1.9706639319614416,3,-9.085196558524196,4.697328276504204,-0.44200551749287426,2.660723147085281,2.2187176295924065,-0.2312259882497072
3.0,5,-1,2,-1,3,All,6,1.2,6.3097093238658495,4.277918002592264,5.4819291872793565,100.0,1.1510016106204601,16.875712656784494,2.272727272727273,4.023737194432419,3,-20.569557322530247,4.863379491081829,-2.4599987430203196,12.04082592608028,9.580827183059961,6.3097093238658495
3.0,5,-1,2,0,-1,All,19,1.4615384615384615,0.36953344716895914,-2.333333333333333,10.035440935049266,42.10526315789473,0.03682284112483245,29.603729603729604,-9.964047252182844,2.0649567999102265,3,-4.916609748202921,4.530463682165849,0.4157833732296826,-0.8209819655285806,-0.405198592298898,0.36953344716895886
3.0,5,-1,2,0,0,All,35,1.4583333333333333,-0.526542783595349,-6.57439446366782,19.930383218929634,37.142857142857146,-0.026419099814159373,50.20325203252033,-40.73394495412844,6.282604959794214,3,-6.743669574836662,4.644527572296978,0.38535109039207327,0.27030748302028584,0.6556585734123592,-0.5265427835953496
3.0,5,-1,2,1,1,All,6,1.0,1.837738412974543,2.7664621255092037,11.99387761247741,50.0,0.15322304198458023,13.893653516295029,-12.08267090620032,12.299540423457378,3,-18.973106353448316,4.64170010870806,2.2888442438034704,2.797728767067246,5.0865730108707154,1.8377384129745433
3.0,5,-1,2,1,3,All,9,1.2857142857142858,-0.11078237411529404,-1.3197969543147208,7.3011265587368435,44.44444444444444,-0.015173326092084662,14.273281114012184,-11.15485564304462,4.36557796557354,2,-24.364157105483248,4.776354607834318,2.5423226410569275,12.1281611900931,14.670483831150026,-0.11078237411529424
3.0,5,-1,3,-1,-1,All,56,2.4347826086956523,2.818473669648642,1.772496971886817,12.070086462192872,55.35714285714286,0.23350898756831162,45.56519444536069,-17.37327188940092,3.090019517583365,3,-14.123757494685856,14.939419044628272,-1.4990037675510088,-1.5090401692748345,-3.0080439368258434,2.8184736696486397
3.0,5,-1,3,-1,0,All,99,3.413793103448276,1.8643265261287503,0.312588803637397,14.136078623564897,51.515151515151516,0.13188427821990964,73.58024691358025,-33.5,2.4508717889169525,3,-14.86606002101311,14.032052949772002,-1.3225224629917254,0.399387465869297,-0.9231349971224284,1.8643265261287505
3.0,5,-1,3,-1,1,All,42,1.9090909090909092,-1.5881563885036978,-3.437529483561459,11.62898322804721,35.714285714285715,-0.13656880892848172,31.12128146453089,-24.03733955659277,1.6523960951934626,3,-18.576952964509093,15.515712553379238,-1.2304402448330618,2.3249115329072167,1.0944712880741547,-1.588156388503697
3.0,5,-1,3,-1,2,All,22,1.375,0.19314191152018648,-0.587963428112127,8.244043205726786,40.909090909090914,0.02342805668291731,14.593140551445863,-16.42487046632124,1.2106103685676495,3,-22.899033435450505,14.800696560492776,-2.527445576277072,4.341671102926254,1.8142255266491818,0.19314191152018623
3.0,5,-1,3,-1,3,All,32,1.7777777777777777,0.5811964556101872,0.08164234851814044,7.787466994269992,50.0,0.07463228493139436,24.6641590542719,-14.19753086419753,3.1371362025248026,3,-30.648302110454473,15.867553125524697,-2.1113705640544693,9.631727807920875,7.520357243866405,0.5811964556101872
3.0,5,-1,3,0,-1,All,52,2.4761904761904763,5.202264487021663,2.963180496700429,12.373757166627724,59.61538461538461,0.4204272329711041,54.48520169123528,-10.964912280701752,5.329058217579527,3,-14.111083993106892,13.95800104102396,0.6191333991099832,-2.524794394216159,-1.9056609951061754,5.202264487021662
3.0,5,-1,3,0,0,All,96,3.2,1.1584760664644698,-1.965018094089264,16.195502438715554,38.54166666666667,0.07153072717862201,49.46298597550151,-27.684210526315788,6.099770287335098,3,-15.646455111279023,11.760325884256437,0.4314488980131684,0.3893446832649685,0.820793581278137,1.1584760664644715
3.0,5,-1,3,0,1,All,32,1.6842105263157894,-1.8846223484998834,-1.1315403678103177,10.093683135899429,37.5,-0.18671304846067455,23.96694214876033,-18.30238726790451,1.2315488892730866,3,-20.088923777585727,12.389618299611875,0.5746889463209643,2.4977621076191596,3.072451053940124,-1.8846223484998825
3.0,5,-1,3,0,2,All,20,1.4285714285714286,-1.0208097464739272,-1.6298888940398375,7.886457108599828,40.0,-0.12943831842574532,15.837104072398189,-12.808875441250631,4.091147673675904,3,-22.808339028015364,15.857232270960717,0.627806382623858,4.409472234593823,5.0372786172176784,-1.0208097464739274
3.0,5,-1,3,0,3,All,25,1.5625,-1.239333834420154,0.1333333333333333,6.49296667095602,52.0,-0.19087327830649028,11.430734292202876,-15.394736842105264,3.309918830858024,3,-37.92061710337374,16.608923581840692,0.8604306935187784,9.753750622937316,10.614181316456092,-1.2393338344201545
3.0,5,-1,3,1,-1,All,24,1.411764705882353,1.511542867066075,-0.9362064825193764,11.736645566342444,45.83333333333333,0.12878832018245273,36.93820224719101,-24.930232558139533,8.961601549770801,3,-25.51817792402042,19.114516406392088,2.340697024190858,-1.9127227063048278,0.42797431788602985,1.5115428670660735
3.0,5,-1,3,1,0,All,23,1.7692307692307692,3.253334920350948,4.581961816984858,12.072664386743675,60.86956521739131,0.26947944680076213,27.943067033976128,-17.81045751633987,6.669702392593758,3,-22.269523762750797,15.427524037820856,2.299235437490139,0.6610481811853848,2.960283618675524,3.253334920350947
3.0,5,-1,3,1,1,All,18,1.125,-1.9423142387388879,-2.856189440379672,5.979991370123734,38.88888888888889,-0.3248021808932307,10.20408163265306,-12.1580547112462,3.190677007478629,3,-29.200695266957123,17.095078131366105,2.6353218363217503,2.4707265563943,5.106048392716049,-1.9423142387388874
3.0,5,-1,3,1,2,All,15,1.25,2.5008784086973943,-0.5995203836930456,11.866517174467646,46.666666666666664,0.2107508354749917,21.394230769230766,-13.45707656612529,3.303933768216876,3,-26.761557194837344,13.750190213741954,2.5295346536455225,4.48382638422692,7.013361037872443,2.5008784086973943
3.0,5,-1,3,1,3,All,27,1.35,-0.36468913061222685,-1.5789473684210529,9.334718238567001,37.03703703703704,-0.03906803840157593,18.695652173913043,-15.77490774907749,3.004575414760961,3,-38.29667964680813,16.96801040305808,2.304689325840075,10.87214686549695,13.17683619133702,-0.36468913061222574
3.0,5,-1,3,2,0,All,9,1.5,7.475468104007053,3.1847133757961785,25.831573623042242,66.66666666666666,0.28939267166204685,68.27111984282908,-24.14431082331175,20.002763513835863,3,-24.698252024911856,14.787939111900235,4.145787208078954,0.6720192267015768,4.817806434780532,7.47546810400705
3.0,5,-1,3,2,3,All,14,1.1666666666666667,5.04655659544394,3.7535683900135135,9.367401912426496,64.28571428571429,0.5387359955965314,30.205949656750576,-6.980802792321117,3.635495954336609,3,-40.37615878749273,16.809947880828958,4.429094162334904,10.41023798393706,14.839332146271962,5.04655659544394
3.0,5,-1,3,3,-1,All,6,1.0,0.04688442844057349,-4.018901431617866,18.796971845029493,50.0,0.002494254331341737,25.37878787878788,-23.33333333333333,18.990185741722303,3,-21.875956865762685,17.799845691482847,9.127681325034665,-9.051820529418885,0.07586079561577819,0.046884428440574055
3.0,5,-1,3,3,0,All,5,1.25,-0.9042196640286022,-7.215007215007215,19.95639351477324,20.0,-0.045309773199212075,33.75796178343949,-17.549788774894388,24.327723672483856,3,-27.03170420448265,17.50144755619349,6.97054732188015,0.2964013314522769,7.2669486533324275,-0.9042196640286022
3.0,5,-1,3,3,1,All,6,1.0,3.890539983441363,2.4861506316411672,7.424458324449722,83.33333333333334,0.5240166775035023,17.777668081745485,-4.693140794223827,2.547146438934896,3,-27.51914046056432,11.969683402583854,8.580014420448924,2.36228477984195,10.942299200290874,3.890539983441365
3.0,5,-1,3,3,2,All,5,1.0,-3.4347311017884032,-3.303964757709251,7.341252704708787,40.0,-0.4678671665375742,3.8095238095238098,-13.182674199623351,4.78376806623279,3,-40.76755735412362,17.729880933107975,6.864068013785451,4.39023306817168,11.254301081957133,-3.434731101788403
3.0,5,-1,3,3,3,All,19,1.4615384615384615,0.5944182895446245,1.4023732470334414,7.623670922136235,57.89473684210527,0.07797008758846874,14.363143631436316,-12.470862470862471,3.2273601400455134,3,-43.86164667824935,18.074705761652197,8.312680869369487,10.818993423008068,19.131674292377557,0.5944182895446253
3.0,5,0,-1,-1,-1,All,12,1.2,-11.107761243263669,-12.662141497873916,16.062835139784017,33.33333333333333,-0.6915193455327354,15.456238361266294,-38.29268292682927,9.360444315434377,3,0.7891878778522935,-0.4293447610944435,-0.2623410952567277,-0.17988819184036642,-0.44222928709709414,-11.107761243263672
3.0,5,0,-1,-1,0,All,38,1.4615384615384615,5.888160766363019,0.3070077588557547,20.342542757604953,50.0,0.28945057835317867,94.73684210526316,-24.819793493083967,4.171198132110163,3,0.8650001579121297,-0.9907136183870469,-0.12832336149530418,0.11969392449299888,-0.008629437002305297,5.888160766363019
3.0,5,0,-1,0,-1,All,9,1.125,9.673339201342582,1.539292465568458,20.72306812533684,66.66666666666666,0.46679087974987526,47.63231197771588,-14.615384615384617,12.748247873501041,3,0.7435201246976375,-1.1354133926647443,0.17799164693790143,-0.10389354172032482,0.07409810521757662,9.673339201342579
3.0,5,0,-1,0,0,All,34,1.619047619047619,4.312591726428962,1.428721386208396,20.08889120631896,55.88235294117647,0.21467544834293475,77.45901639344262,-25.199362041467303,2.126286063969233,3,0.6698924550448094,-1.120262151661527,0.1155548446217077,0.06485200150614906,0.1804068461278568,4.312591726428962
3.0,5,0,0,-1,-1,All,5,1.0,3.658582435739935,6.0708080833270985,14.371664404121008,60.0,0.25456915308228695,23.03240740740741,-16.651162790697676,10.678262442579337,3,0.797558724287887,0.42220675677816455,-1.2140622393703482,-0.3892902541884682,-1.6033524935588161,3.658582435739934
3.0,5,0,0,-1,0,All,13,1.0833333333333333,-5.234617011034308,-3.970588235294117,13.039675499254335,38.46153846153847,-0.4014376746824448,10.75050709939148,-39.04255319148936,6.195321975825276,3,0.520807606785997,0.5407492553590623,-0.607674721953134,0.10908164273064849,-0.49859307922248547,-5.234617011034306
3.0,5,0,0,0,-1,All,7,1.1666666666666667,-5.352107744246814,-2.6094648385670056,7.493672977884495,14.285714285714285,-0.7142168813667317,3.1578947368421053,-19.94535519125683,2.9902791747875286,3,0.4205149695113901,0.47527836099211707,0.19304126219602366,-0.2218295391932134,-0.02878827699718976,-5.352107744246815
3.0,5,0,0,0,0,All,286,8.666666666666666,1.3131815185693556,-0.48267401208577676,14.298444859807109,46.15384615384615,0.09184086321588059,81.71428571428572,-38.752362948960304,1.9528193763759911,3,0.015615725661727487,0.0103791085373192,0.002160857994033727,0.0032336706401789135,0.005394528634212641,1.3131815185693547
3.0,5,1,-1,-1,-1,All,11,1.2222222222222223,5.3738796526811266,6.178861788617886,16.69960190127881,72.72727272727273,0.321796871832592,45.24236983842011,-16.898954703832754,13.177213887825014,3,2.338531323154571,-1.4922700198529524,-0.30684896846491055,-0.3792478738720689,-0.6860968423369793,5.373879652681129
3.0,5,1,-1,-1,0,All,31,1.7222222222222223,11.07455265775379,0.6430868167202572,40.314284373886416,51.61290322580645,0.2747054258744906,203.59858084135837,-24.525547445255476,17.323126248340248,3,2.4148478232549153,-2.093210612338022,-0.39989083402134823,0.2359714688886972,-0.16391936513265107,11.07455265775379
3.0,5,1,-1,0,-1,All,8,1.1428571428571428,0.6647656113750635,-0.9525215648376821,19.300186385406853,50.0,0.034443481430713144,39.66480446927375,-24.248849589461337,9.430392554728474,3,2.5835673612674883,-2.0293391158221756,0.2951703002591221,-0.6690983845927858,-0.37392808433366365,0.6647656113750644
3.0,5,1,-1,0,0,All,27,1.5,2.564098900696505,-0.49813200498132,21.8522816482763,44.44444444444444,0.11733781130808188,88.7709991158267,-36.173393124065775,7.307154023250898,3,2.427770524855308,-2.3474188020441265,0.09249261277421063,0.016888453293284627,0.10938106606749524,2.5640989006965036
3.0,5,2,-1,-1,-1,All,11,1.0,0.45661307190887224,-7.907742998352553,20.209113808815708,36.36363636363637,0.02259441340320853,56.032719836400815,-14.019924728802302,8.231934820142667,3,4.353345108620039,-3.8667001405324744,-0.37720457116409284,-1.0451916684248739,-1.422396239588967,0.45661307190887257
3.0,5,2,-1,-1,0,All,15,1.25,6.573884251874273,-1.8932874354561104,23.198450097085146,46.666666666666664,0.28337601108533855,66.97142857142858,-13.523809523809524,37.03933000101924,3,4.308389134172846,-3.824991586061669,-0.578167882797863,0.14477687018290297,-0.4333910126149601,6.573884251874265
3.0,5,2,-1,0,0,All,12,1.0909090909090908,1.3089446568284766,-3.2890729766538493,20.496212282711454,41.66666666666667,0.06386275858064619,55.70672713529856,-23.639912173700903,12.690828757593033,3,4.8421781828099215,-4.099208120429478,0.14807333562747999,0.12447882757838309,0.2725521632058631,1.308944656828479
3.0,5,3,-1,-1,-1,All,25,1.7857142857142858,-6.199643276704333,-3.418803418803419,11.14355137206409,28.000000000000004,-0.5563435811178021,16.93548387096774,-26.559356136820927,2.6140610062407887,3,10.247459217625947,-5.151425676331108,-1.5214193828260079,-1.658672376443422,-3.1800917592694304,-6.199643276704333
3.0,5,3,-1,-1,0,All,18,1.6363636363636365,4.830845149802563,3.1319119881522517,17.042502228475513,66.66666666666666,0.28345867790065077,51.09649122807017,-18.006430868167204,4.496703948729739,3,9.304760214484116,-6.37350765911966,-1.215548725326813,0.11813811567157534,-1.0974106096552378,4.830845149802558
3.0,5,3,-1,0,-1,All,5,1.0,-6.80737993550124,-6.839622641509433,7.140651941197467,20.0,-0.9533275100872179,3.721841332027424,-16.216216216216218,7.5694321280992,3,8.734318790395566,-8.811063710501184,0.6277685342291903,-1.1489408555358693,-0.521172321306679,-6.80737993550124
3.0,5,3,-1,0,0,All,17,1.8888888888888888,-3.0969645772251497,-6.40495867768595,21.259750940612527,41.17647058823529,-0.14567266502210122,54.2761940022214,-29.204204204204203,9.92162337395475,2,8.836597542895575,-8.290035085794205,0.20656986379081232,0.08874975287065183,0.29531961666146417,-3.0969645772251537
3.0,7,-1,-1,-1,0,All,22,1.2222222222222223,2.8344702044763546,0.5055870902552825,17.574333607626077,54.54545454545454,0.16128464770046164,62.08393632416788,-16.849015317286653,6.82862458500785,3,-4.575542573641349,-2.5207242321773298,-0.8065379628333769,0.4592455061235574,-0.34729245670981956,2.8344702044763537
3.0,7,-1,-1,-1,3,All,10,1.0,0.513869047986506,-3.935031501930763,15.461158361428213,30.0,0.03323612862464968,33.726812816188875,-14.668367346938776,11.466578368968596,3,-70.62505951294406,-85.17540065555856,-37.61086699806641,45.21326346295338,7.602396464886967,0.5138690479865069
3.0,7,-1,-1,0,-1,All,9,1.5,-6.783235567343557,-2.881466928618205,16.87562525363888,22.22222222222222,-0.401954621852064,21.243523316062177,-37.27598566308244,8.62901234183057,3,-3.6238713624332823,-2.384857950900226,0.4284499687031884,-0.39499734454953095,0.03345262415365746,-6.783235567343558
3.0,7,-1,-1,0,0,All,28,1.4,-1.2245449038467815,-2.7477246794785404,15.279825689304129,39.285714285714285,-0.08014128752162156,47.64868603042876,-24.842105263157897,6.812552089022536,3,-3.5793761773399937,-1.7837112663116736,0.5401552223157433,0.40896611543472716,0.9491213377504706,-1.2245449038467822
3.0,7,-1,-1,0,1,All,10,1.1111111111111112,-3.3547157055096535,0.016143069095794355,10.793368650218122,50.0,-0.3108126678728664,14.77013918177984,-20.046082949308754,10.786373915636283,3,-7.378723125027554,-2.908395570343731,0.6137796474879378,2.159864512126487,2.773644159614425,-3.354715705509653
3.0,7,-1,-1,1,0,All,5,1.0,13.76344941711142,9.312320916905444,19.379782878473296,80.0,0.7101962650159308,37.98677443056576,-10.147058823529411,,1,-4.120023097402757,-4.8779028700446805,2.0400521308804924,0.5312975515801617,2.5713496824606548,13.763449417111422
3.0,7,-1,0,-1,-1,All,19,1.4615384615384615,3.5813103270034436,0.5172732311102901,26.04540029135887,52.63157894736842,0.13750260264541303,68.06930693069307,-54.29864253393665,12.343089140677657,3,-3.2137132019152532,0.76745679556497,-0.27783933169993036,-0.6166323703039127,-0.8944717020038434,3.5813103270034423
3.0,7,-1,0,-1,0,All,33,1.65,6.5323988696443545,3.8377192982456143,17.48289276582765,60.60606060606061,0.37364519459918494,46.09581743822388,-35.769828926905134,12.3468644357202,3,-2.0334059594405653,0.7533781798708283,-0.16869110778979307,0.2907461011865773,0.1220549933967842,6.532398869644354
3.0,7,-1,0,0,-1,All,21,1.6153846153846154,0.5137891311145817,-2.224469160768453,16.679086884167358,38.095238095238095,0.03080439203193411,49.77973568281938,-18.91025641025641,10.314113353704325,3,-1.8212064344693828,0.8126244370178338,0.24849242555517748,-0.4629558868327731,-0.21446346127759558,0.5137891311145806
3.0,7,-1,0,0,0,All,55,2.2,3.352128413358106,-2.6869158878504678,19.51590696087521,49.09090909090909,0.17176390623701643,51.52542372881356,-25.427350427350422,3.055897317726961,3,-2.0409982196657848,0.7134727158230133,0.20223563218356438,0.20039961948752125,0.40263525167108566,3.3521284133581064
3.0,7,-1,1,-1,-1,All,21,1.2352941176470589,1.7059798503661496,-2.733087807714673,16.23552453899783,38.095238095238095,0.10507697772673594,39.75308641975309,-23.41292952824694,11.916584395367359,3,-3.6194376468595744,2.4484874092566473,-0.7266919161718184,-1.1444299690449808,-1.8711218852167997,1.7059798503661492
3.0,7,-1,1,-1,0,All,22,1.375,-6.425865611557694,-7.277356076092463,18.74505074948318,13.636363636363635,-0.3428033189899399,56.65236051502146,-39.285714285714285,1.9234444739756682,3,-3.950727386496404,2.3665261272448634,-0.42660499304516736,0.37849517673825345,-0.04810981630691382,-6.425865611557694
3.0,7,-1,1,0,-1,All,16,1.1428571428571428,5.7087742809443345,5.7728171124358445,22.339178647725692,62.5,0.25554987365327925,72.70992366412213,-22.98994974874372,9.300275717291054,3,-3.595403850912942,2.550614847426303,0.3917981225930657,-0.557548948574009,-0.16575082598094337,5.708774280944335
3.0,7,-1,1,0,0,All,35,1.8421052631578947,-0.43855583158523037,-4.37956204379562,20.038474801114734,34.285714285714285,-0.02188568920229566,92.19105382865808,-23.75,7.811187912646294,3,-3.7869326607482807,2.5188523014568296,0.24250913584907252,0.22265671514091587,0.46516585098998836,-0.43855583158523004
3.0,7,-1,1,0,1,All,6,1.2,-0.6010072856575831,1.0050909635397167,5.542686642253112,50.0,-0.10843248490289406,3.603603603603604,-11.20689655172414,0.2830453581862209,2,-8.458743978572828,2.2584620624892877,0.23016609925619447,2.2479774384205045,2.4781435376766985,-0.6010072856575834
3.0,7,-1,2,-1,-1,All,12,1.5,1.5910512241497876,-3.322429235677934,17.92993927449565,41.66666666666667,0.08873712285311364,42.9585798816568,-21.26582278481013,6.607508373050736,3,-5.208204600154193,4.370903342590878,-0.39508482998564726,-0.6256830291769814,-1.0207678591626286,1.5910512241497896
3.0,7,-1,2,-1,0,All,22,1.5714285714285714,1.7666409040484596,-4.105869597177301,17.61805979191722,36.36363636363637,0.10027443004018842,44.7787610619469,-18.165955796820477,9.032995819711712,3,-5.8759252133632796,4.3080238012651435,-0.47076915410344483,0.4659321945108655,-0.004836959592579276,1.7666409040484607
3.0,7,-1,2,0,-1,All,16,1.3333333333333333,1.0117991708894127,-2.325480136030351,10.791035757217267,43.75,0.09376293375848566,29.603729603729604,-9.964047252182844,1.6359275111206963,3,-5.055907576174178,4.5840122225525946,0.41724923531370184,-0.7871804419578272,-0.3699312066441254,1.0117991708894127
