Strategy,Signals,Monthly,Avg_1D,Avg_10D,WinRate_10D,Sharpe_10D
"Stage 3-3 (VR 6.5, ZS 3.0, Price 10%)",62,2.5833333333333335,1.9061517693150727,3.848321874789947,41.935483870967744,2.874519320719045
"Stage 5 (VR 4.0, ZS 2.0, Price 7%)",199,6.21875,0.4703370682957344,3.909153747282848,51.256281407035175,3.460219618165726
