Period,Investor,Duration,Threshold,Direction,Signal_Count,Avg_Return_10D,Avg_Return_20D,Win_Rate_10D,Win_Rate_20D,Median_Return_20D,Std_Return_20D,Composite_Score
IS,개인,5,-4.0,SELL,2721,1.4458252910817357,2.4174657183486374,46.67401690554943,45.05696435134141,-1.7964071856287456,22.556808471193374,8.614905885121988
OOS,개인,5,-4.0,SELL,1018,5.261344435182091,8.927119671681776,54.654377880184335,56.581532416502945,2.793918918918925,25.706545559489065,34.98684094719472
IS,개인,5,-3.5,SELL,2721,1.4458252910817357,2.4174657183486374,46.67401690554943,45.05696435134141,-1.7964071856287456,22.556808471193374,8.614905885121988
OOS,개인,5,-3.5,SELL,1018,5.261344435182091,8.927119671681776,54.654377880184335,56.581532416502945,2.793918918918925,25.706545559489065,34.98684094719472
IS,개인,5,-3.0,SELL,2721,1.4458252910817357,2.4174657183486374,46.67401690554943,45.05696435134141,-1.7964071856287456,22.556808471193374,8.614905885121988
OOS,개인,5,-3.0,SELL,1018,5.261344435182091,8.927119671681776,54.654377880184335,56.581532416502945,2.793918918918925,25.706545559489065,34.98684094719472
IS,개인,5,-2.5,SELL,2721,1.4458252910817357,2.4174657183486374,46.67401690554943,45.05696435134141,-1.7964071856287456,22.556808471193374,8.614905885121988
OOS,개인,5,-2.5,SELL,1018,5.261344435182091,8.927119671681776,54.654377880184335,56.581532416502945,2.793918918918925,25.706545559489065,34.98684094719472
IS,개인,5,-2.0,SELL,2721,1.4458252910817357,2.4174657183486374,46.67401690554943,45.05696435134141,-1.7964071856287456,22.556808471193374,8.614905885121988
OOS,개인,5,-2.0,SELL,1018,5.261344435182091,8.927119671681776,54.654377880184335,56.581532416502945,2.793918918918925,25.706545559489065,34.98684094719472
IS,개인,5,-1.5,SELL,2721,1.4458252910817357,2.4174657183486374,46.67401690554943,45.05696435134141,-1.7964071856287456,22.556808471193374,8.614905885121988
OOS,개인,5,-1.5,SELL,1018,5.261344435182091,8.927119671681776,54.654377880184335,56.581532416502945,2.793918918918925,25.706545559489065,34.98684094719472
IS,개인,5,-1.0,SELL,2721,1.4458252910817357,2.4174657183486374,46.67401690554943,45.05696435134141,-1.7964071856287456,22.556808471193374,8.614905885121988
OOS,개인,5,-1.0,SELL,1018,5.261344435182091,8.927119671681776,54.654377880184335,56.581532416502945,2.793918918918925,25.706545559489065,34.98684094719472
IS,개인,5,-0.5,SELL,2721,1.4458252910817357,2.4174657183486374,46.67401690554943,45.05696435134141,-1.7964071856287456,22.556808471193374,8.614905885121988
OOS,개인,5,-0.5,SELL,1018,5.261344435182091,8.927119671681776,54.654377880184335,56.581532416502945,2.793918918918925,25.706545559489065,34.98684094719472
IS,개인,5,0.0,BUY,1158,1.9111486420523272,3.06919510384696,47.06390328151986,46.200345423143354,-1.3667709646787762,23.95383449948534,10.004283613699924
OOS,개인,5,0.0,BUY,351,3.5938439058893454,7.678918627615917,47.12328767123288,52.70655270655271,0.8896797153024938,27.474950997051575,23.731835134066625
IS,개인,5,0.5,BUY,1158,1.9111486420523272,3.06919510384696,47.06390328151986,46.200345423143354,-1.3667709646787762,23.95383449948534,10.004283613699924
OOS,개인,5,0.5,BUY,351,3.5938439058893454,7.678918627615917,47.12328767123288,52.70655270655271,0.8896797153024938,27.474950997051575,23.731835134066625
IS,개인,5,1.0,BUY,1158,1.9111486420523272,3.06919510384696,47.06390328151986,46.200345423143354,-1.3667709646787762,23.95383449948534,10.004283613699924
OOS,개인,5,1.0,BUY,351,3.5938439058893454,7.678918627615917,47.12328767123288,52.70655270655271,0.8896797153024938,27.474950997051575,23.731835134066625
IS,개인,5,1.5,BUY,1158,1.9111486420523272,3.06919510384696,47.06390328151986,46.200345423143354,-1.3667709646787762,23.95383449948534,10.004283613699924
OOS,개인,5,1.5,BUY,351,3.5938439058893454,7.678918627615917,47.12328767123288,52.70655270655271,0.8896797153024938,27.474950997051575,23.731835134066625
IS,개인,5,2.0,BUY,1158,1.9111486420523272,3.06919510384696,47.06390328151986,46.200345423143354,-1.3667709646787762,23.95383449948534,10.004283613699924
OOS,개인,5,2.0,BUY,351,3.5938439058893454,7.678918627615917,47.12328767123288,52.70655270655271,0.8896797153024938,27.474950997051575,23.731835134066625
IS,개인,5,2.5,BUY,1158,1.9111486420523272,3.06919510384696,47.06390328151986,46.200345423143354,-1.3667709646787762,23.95383449948534,10.004283613699924
OOS,개인,5,2.5,BUY,351,3.5938439058893454,7.678918627615917,47.12328767123288,52.70655270655271,0.8896797153024938,27.474950997051575,23.731835134066625
IS,개인,5,3.0,BUY,1158,1.9111486420523272,3.06919510384696,47.06390328151986,46.200345423143354,-1.3667709646787762,23.95383449948534,10.004283613699924
OOS,개인,5,3.0,BUY,351,3.5938439058893454,7.678918627615917,47.12328767123288,52.70655270655271,0.8896797153024938,27.474950997051575,23.731835134066625
IS,개인,5,3.5,BUY,1158,1.9111486420523272,3.06919510384696,47.06390328151986,46.200345423143354,-1.3667709646787762,23.95383449948534,10.004283613699924
OOS,개인,5,3.5,BUY,351,3.5938439058893454,7.678918627615917,47.12328767123288,52.70655270655271,0.8896797153024938,27.474950997051575,23.731835134066625
IS,개인,5,4.0,BUY,1158,1.9111486420523272,3.06919510384696,47.06390328151986,46.200345423143354,-1.3667709646787762,23.95383449948534,10.004283613699924
OOS,개인,5,4.0,BUY,351,3.5938439058893454,7.678918627615917,47.12328767123288,52.70655270655271,0.8896797153024938,27.474950997051575,23.731835134066625
IS,개인,5,4.5,BUY,1158,1.9111486420523272,3.06919510384696,47.06390328151986,46.200345423143354,-1.3667709646787762,23.95383449948534,10.004283613699924
OOS,개인,5,4.5,BUY,351,3.5938439058893454,7.678918627615917,47.12328767123288,52.70655270655271,0.8896797153024938,27.474950997051575,23.731835134066625
IS,개인,5,5.0,BUY,1158,1.9111486420523272,3.06919510384696,47.06390328151986,46.200345423143354,-1.3667709646787762,23.95383449948534,10.004283613699924
OOS,개인,5,5.0,BUY,351,3.5938439058893454,7.678918627615917,47.12328767123288,52.70655270655271,0.8896797153024938,27.474950997051575,23.731835134066625
IS,개인,10,-5.0,SELL,2573,1.5015436788343568,2.5902805158235207,46.94908666925768,45.044694908666926,-1.929824561403504,23.210203008991083,9.163006881801676
OOS,개인,10,-5.0,SELL,1003,5.307791997347148,8.974775000855525,54.53695042095417,56.63010967098704,2.9515285599356345,25.51848326796064,35.12843675899969
IS,개인,10,-4.5,SELL,2573,1.5015436788343568,2.5902805158235207,46.94908666925768,45.044694908666926,-1.929824561403504,23.210203008991083,9.163006881801676
OOS,개인,10,-4.5,SELL,1003,5.307791997347148,8.974775000855525,54.53695042095417,56.63010967098704,2.9515285599356345,25.51848326796064,35.12843675899969
IS,개인,10,-4.0,SELL,2573,1.5015436788343568,2.5902805158235207,46.94908666925768,45.044694908666926,-1.929824561403504,23.210203008991083,9.163006881801676
OOS,개인,10,-4.0,SELL,1003,5.307791997347148,8.974775000855525,54.53695042095417,56.63010967098704,2.9515285599356345,25.51848326796064,35.12843675899969
IS,개인,10,-3.5,SELL,2573,1.5015436788343568,2.5902805158235207,46.94908666925768,45.044694908666926,-1.929824561403504,23.210203008991083,9.163006881801676
OOS,개인,10,-3.5,SELL,1003,5.307791997347148,8.974775000855525,54.53695042095417,56.63010967098704,2.9515285599356345,25.51848326796064,35.12843675899969
IS,개인,10,-3.0,SELL,2573,1.5015436788343568,2.5902805158235207,46.94908666925768,45.044694908666926,-1.929824561403504,23.210203008991083,9.163006881801676
OOS,개인,10,-3.0,SELL,1003,5.307791997347148,8.974775000855525,54.53695042095417,56.63010967098704,2.9515285599356345,25.51848326796064,35.12843675899969
IS,개인,10,-2.5,SELL,2573,1.5015436788343568,2.5902805158235207,46.94908666925768,45.044694908666926,-1.929824561403504,23.210203008991083,9.163006881801676
OOS,개인,10,-2.5,SELL,1003,5.307791997347148,8.974775000855525,54.53695042095417,56.63010967098704,2.9515285599356345,25.51848326796064,35.12843675899969
IS,개인,10,-2.0,SELL,2573,1.5015436788343568,2.5902805158235207,46.94908666925768,45.044694908666926,-1.929824561403504,23.210203008991083,9.163006881801676
OOS,개인,10,-2.0,SELL,1003,5.307791997347148,8.974775000855525,54.53695042095417,56.63010967098704,2.9515285599356345,25.51848326796064,35.12843675899969
IS,개인,10,-1.5,SELL,2573,1.5015436788343568,2.5902805158235207,46.94908666925768,45.044694908666926,-1.929824561403504,23.210203008991083,9.163006881801676
OOS,개인,10,-1.5,SELL,1003,5.307791997347148,8.974775000855525,54.53695042095417,56.63010967098704,2.9515285599356345,25.51848326796064,35.12843675899969
IS,개인,10,-1.0,SELL,2573,1.5015436788343568,2.5902805158235207,46.94908666925768,45.044694908666926,-1.929824561403504,23.210203008991083,9.163006881801676
OOS,개인,10,-1.0,SELL,1003,5.307791997347148,8.974775000855525,54.53695042095417,56.63010967098704,2.9515285599356345,25.51848326796064,35.12843675899969
IS,개인,10,-0.5,SELL,2573,1.5015436788343568,2.5902805158235207,46.94908666925768,45.044694908666926,-1.929824561403504,23.210203008991083,9.163006881801676
OOS,개인,10,-0.5,SELL,1003,5.307791997347148,8.974775000855525,54.53695042095417,56.63010967098704,2.9515285599356345,25.51848326796064,35.12843675899969
IS,개인,10,0.0,BUY,1306,1.7486438429473186,2.6548701245539847,46.477794793261864,46.094946401225116,-1.2759617121184785,22.53312559525158,8.781084187126122
OOS,개인,10,0.0,BUY,366,3.5335487996275012,7.5994779732435624,47.76902887139108,52.732240437158474,0.5694986252861023,27.87792103200278,23.66499941706682
IS,개인,10,0.5,BUY,1306,1.7486438429473186,2.6548701245539847,46.477794793261864,46.094946401225116,-1.2759617121184785,22.53312559525158,8.781084187126122
OOS,개인,10,0.5,BUY,366,3.5335487996275012,7.5994779732435624,47.76902887139108,52.732240437158474,0.5694986252861023,27.87792103200278,23.66499941706682
IS,개인,10,1.0,BUY,1306,1.7486438429473186,2.6548701245539847,46.477794793261864,46.094946401225116,-1.2759617121184785,22.53312559525158,8.781084187126122
OOS,개인,10,1.0,BUY,366,3.5335487996275012,7.5994779732435624,47.76902887139108,52.732240437158474,0.5694986252861023,27.87792103200278,23.66499941706682
IS,개인,10,1.5,BUY,1306,1.7486438429473186,2.6548701245539847,46.477794793261864,46.094946401225116,-1.2759617121184785,22.53312559525158,8.781084187126122
OOS,개인,10,1.5,BUY,366,3.5335487996275012,7.5994779732435624,47.76902887139108,52.732240437158474,0.5694986252861023,27.87792103200278,23.66499941706682
IS,개인,10,2.0,BUY,1306,1.7486438429473186,2.6548701245539847,46.477794793261864,46.094946401225116,-1.2759617121184785,22.53312559525158,8.781084187126122
OOS,개인,10,2.0,BUY,366,3.5335487996275012,7.5994779732435624,47.76902887139108,52.732240437158474,0.5694986252861023,27.87792103200278,23.66499941706682
IS,개인,10,2.5,BUY,1306,1.7486438429473186,2.6548701245539847,46.477794793261864,46.094946401225116,-1.2759617121184785,22.53312559525158,8.781084187126122
OOS,개인,10,2.5,BUY,366,3.5335487996275012,7.5994779732435624,47.76902887139108,52.732240437158474,0.5694986252861023,27.87792103200278,23.66499941706682
IS,개인,10,3.0,BUY,1306,1.7486438429473186,2.6548701245539847,46.477794793261864,46.094946401225116,-1.2759617121184785,22.53312559525158,8.781084187126122
OOS,개인,10,3.0,BUY,366,3.5335487996275012,7.5994779732435624,47.76902887139108,52.732240437158474,0.5694986252861023,27.87792103200278,23.66499941706682
IS,개인,10,3.5,BUY,1306,1.7486438429473186,2.6548701245539847,46.477794793261864,46.094946401225116,-1.2759617121184785,22.53312559525158,8.781084187126122
OOS,개인,10,3.5,BUY,366,3.5335487996275012,7.5994779732435624,47.76902887139108,52.732240437158474,0.5694986252861023,27.87792103200278,23.66499941706682
IS,개인,10,4.0,BUY,1306,1.7486438429473186,2.6548701245539847,46.477794793261864,46.094946401225116,-1.2759617121184785,22.53312559525158,8.781084187126122
OOS,개인,10,4.0,BUY,366,3.5335487996275012,7.5994779732435624,47.76902887139108,52.732240437158474,0.5694986252861023,27.87792103200278,23.66499941706682
IS,개인,10,4.5,BUY,1306,1.7486438429473186,2.6548701245539847,46.477794793261864,46.094946401225116,-1.2759617121184785,22.53312559525158,8.781084187126122
OOS,개인,10,4.5,BUY,366,3.5335487996275012,7.5994779732435624,47.76902887139108,52.732240437158474,0.5694986252861023,27.87792103200278,23.66499941706682
IS,개인,10,5.0,BUY,1306,1.7486438429473186,2.6548701245539847,46.477794793261864,46.094946401225116,-1.2759617121184785,22.53312559525158,8.781084187126122
OOS,개인,10,5.0,BUY,366,3.5335487996275012,7.5994779732435624,47.76902887139108,52.732240437158474,0.5694986252861023,27.87792103200278,23.66499941706682
IS,개인,20,-5.0,SELL,2464,1.497700297860041,2.5864672713815353,47.07792207792208,45.3327922077922,-1.7972354047092576,23.080419138050274,9.15730223881894
OOS,개인,20,-5.0,SELL,949,5.424726892525745,9.749985408548287,54.89614243323442,57.007376185458384,3.084223013048626,26.446571473924372,38.1096614631172
IS,개인,20,-4.5,SELL,2464,1.497700297860041,2.5864672713815353,47.07792207792208,45.3327922077922,-1.7972354047092576,23.080419138050274,9.15730223881894
OOS,개인,20,-4.5,SELL,949,5.424726892525745,9.749985408548287,54.89614243323442,57.007376185458384,3.084223013048626,26.446571473924372,38.1096614631172
IS,개인,20,-4.0,SELL,2464,1.497700297860041,2.5864672713815353,47.07792207792208,45.3327922077922,-1.7972354047092576,23.080419138050274,9.15730223881894
OOS,개인,20,-4.0,SELL,949,5.424726892525745,9.749985408548287,54.89614243323442,57.007376185458384,3.084223013048626,26.446571473924372,38.1096614631172
IS,개인,20,-3.5,SELL,2464,1.497700297860041,2.5864672713815353,47.07792207792208,45.3327922077922,-1.7972354047092576,23.080419138050274,9.15730223881894
