Period,Investor,Duration,Threshold,Direction,Signal_Count,Avg_Return_10D,Avg_Return_20D,Win_Rate_10D,Win_Rate_20D,Median_Return_20D,Std_Return_20D,Composite_Score
OOS,외국인,5,3.0,BUY,956,5.340622082914324,9.417168366551065,53.58898721730581,55.962343096234314,2.83334607592034,27.33034567183798,36.17271110056059
IS,외국인,5,3.5,BUY,2606,1.5722158824713313,2.6050019425770863,46.93016116653876,45.203376822716805,-1.9574036511156192,22.938269114211742,9.262546707324772
OOS,외국인,5,3.5,BUY,956,5.340622082914324,9.417168366551065,53.58898721730581,55.962343096234314,2.83334607592034,27.33034567183798,36.17271110056059
IS,외국인,5,4.0,BUY,2606,1.5722158824713313,2.6050019425770863,46.93016116653876,45.203376822716805,-1.9574036511156192,22.938269114211742,9.262546707324772
OOS,외국인,5,4.0,BUY,956,5.340622082914324,9.417168366551065,53.58898721730581,55.962343096234314,2.83334607592034,27.33034567183798,36.17271110056059
IS,외국인,5,4.5,BUY,2606,1.5722158824713313,2.6050019425770863,46.93016116653876,45.203376822716805,-1.9574036511156192,22.938269114211742,9.262546707324772
OOS,외국인,5,4.5,BUY,956,5.340622082914324,9.417168366551065,53.58898721730581,55.962343096234314,2.83334607592034,27.33034567183798,36.17271110056059
IS,외국인,5,5.0,BUY,2606,1.5722158824713313,2.6050019425770863,46.93016116653876,45.203376822716805,-1.9574036511156192,22.938269114211742,9.262546707324772
OOS,외국인,5,5.0,BUY,956,5.340622082914324,9.417168366551065,53.58898721730581,55.962343096234314,2.83334607592034,27.33034567183798,36.17271110056059
IS,외국인,10,-5.0,SELL,1390,1.4503465182150033,2.282580939812177,46.043165467625904,46.043165467625904,-1.284064208700236,21.870747717518626,7.606705978692463
OOS,외국인,10,-5.0,SELL,428,4.373835008471778,7.920776486711382,51.5625,55.60747663551402,2.1244883030399175,26.42793465711753,26.697953304674897
IS,외국인,10,-4.5,SELL,1390,1.4503465182150033,2.282580939812177,46.043165467625904,46.043165467625904,-1.284064208700236,21.870747717518626,7.606705978692463
OOS,외국인,10,-4.5,SELL,428,4.373835008471778,7.920776486711382,51.5625,55.60747663551402,2.1244883030399175,26.42793465711753,26.697953304674897
IS,외국인,10,-4.0,SELL,1390,1.4503465182150033,2.282580939812177,46.043165467625904,46.043165467625904,-1.284064208700236,21.870747717518626,7.606705978692463
OOS,외국인,10,-4.0,SELL,428,4.373835008471778,7.920776486711382,51.5625,55.60747663551402,2.1244883030399175,26.42793465711753,26.697953304674897
IS,외국인,10,-3.5,SELL,1390,1.4503465182150033,2.282580939812177,46.043165467625904,46.043165467625904,-1.284064208700236,21.870747717518626,7.606705978692463
OOS,외국인,10,-3.5,SELL,428,4.373835008471778,7.920776486711382,51.5625,55.60747663551402,2.1244883030399175,26.42793465711753,26.697953304674897
IS,외국인,10,-3.0,SELL,1390,1.4503465182150033,2.282580939812177,46.043165467625904,46.043165467625904,-1.284064208700236,21.870747717518626,7.606705978692463
OOS,외국인,10,-3.0,SELL,428,4.373835008471778,7.920776486711382,51.5625,55.60747663551402,2.1244883030399175,26.42793465711753,26.697953304674897
IS,외국인,10,-2.5,SELL,1390,1.4503465182150033,2.282580939812177,46.043165467625904,46.043165467625904,-1.284064208700236,21.870747717518626,7.606705978692463
OOS,외국인,10,-2.5,SELL,428,4.373835008471778,7.920776486711382,51.5625,55.60747663551402,2.1244883030399175,26.42793465711753,26.697953304674897
IS,외국인,10,-2.0,SELL,1390,1.4503465182150033,2.282580939812177,46.043165467625904,46.043165467625904,-1.284064208700236,21.870747717518626,7.606705978692463
OOS,외국인,10,-2.0,SELL,428,4.373835008471778,7.920776486711382,51.5625,55.60747663551402,2.1244883030399175,26.42793465711753,26.697953304674897
IS,외국인,10,-1.5,SELL,1390,1.4503465182150033,2.282580939812177,46.043165467625904,46.043165467625904,-1.284064208700236,21.870747717518626,7.606705978692463
OOS,외국인,10,-1.5,SELL,428,4.373835008471778,7.920776486711382,51.5625,55.60747663551402,2.1244883030399175,26.42793465711753,26.697953304674897
IS,외국인,10,-1.0,SELL,1390,1.4503465182150033,2.282580939812177,46.043165467625904,46.043165467625904,-1.284064208700236,21.870747717518626,7.606705978692463
OOS,외국인,10,-1.0,SELL,428,4.373835008471778,7.920776486711382,51.5625,55.60747663551402,2.1244883030399175,26.42793465711753,26.697953304674897
IS,외국인,10,-0.5,SELL,1390,1.4503465182150033,2.282580939812177,46.043165467625904,46.043165467625904,-1.284064208700236,21.870747717518626,7.606705978692463
OOS,외국인,10,-0.5,SELL,428,4.373835008471778,7.920776486711382,51.5625,55.60747663551402,2.1244883030399175,26.42793465711753,26.697953304674897
IS,외국인,10,0.0,BUY,2489,1.659790712820869,2.7960082939102033,47.20771394134191,45.038167938931295,-1.929824561403504,23.581483242164733,9.847546363022543
OOS,외국인,10,0.0,BUY,941,5.050732189647528,8.919251782946613,53.293413173652695,55.57917109458024,2.734375,26.055329000043876,33.94724818523811
IS,외국인,10,0.5,BUY,2488,1.6638840283930396,2.8001300139346434,47.226688102893895,45.056270096463024,-1.9264507422402157,23.58532695510359,9.865520138110213
OOS,외국인,10,0.5,BUY,941,5.050732189647528,8.919251782946613,53.293413173652695,55.57917109458024,2.734375,26.055329000043876,33.94724818523811
IS,외국인,10,1.0,BUY,2488,1.6638840283930396,2.8001300139346434,47.226688102893895,45.056270096463024,-1.9264507422402157,23.58532695510359,9.865520138110213
OOS,외국인,10,1.0,BUY,941,5.050732189647528,8.919251782946613,53.293413173652695,55.57917109458024,2.734375,26.055329000043876,33.94724818523811
IS,외국인,10,1.5,BUY,2488,1.6638840283930396,2.8001300139346434,47.226688102893895,45.056270096463024,-1.9264507422402157,23.58532695510359,9.865520138110213
OOS,외국인,10,1.5,BUY,941,5.050732189647528,8.919251782946613,53.293413173652695,55.57917109458024,2.734375,26.055329000043876,33.94724818523811
IS,외국인,10,2.0,BUY,2488,1.6638840283930396,2.8001300139346434,47.226688102893895,45.056270096463024,-1.9264507422402157,23.58532695510359,9.865520138110213
OOS,외국인,10,2.0,BUY,941,5.050732189647528,8.919251782946613,53.293413173652695,55.57917109458024,2.734375,26.055329000043876,33.94724818523811
IS,외국인,10,2.5,BUY,2488,1.6638840283930396,2.8001300139346434,47.226688102893895,45.056270096463024,-1.9264507422402157,23.58532695510359,9.865520138110213
OOS,외국인,10,2.5,BUY,941,5.050732189647528,8.919251782946613,53.293413173652695,55.57917109458024,2.734375,26.055329000043876,33.94724818523811
IS,외국인,10,3.0,BUY,2488,1.6638840283930396,2.8001300139346434,47.226688102893895,45.056270096463024,-1.9264507422402157,23.58532695510359,9.865520138110213
OOS,외국인,10,3.0,BUY,941,5.050732189647528,8.919251782946613,53.293413173652695,55.57917109458024,2.734375,26.055329000043876,33.94724818523811
IS,외국인,10,3.5,BUY,2488,1.6638840283930396,2.8001300139346434,47.226688102893895,45.056270096463024,-1.9264507422402157,23.58532695510359,9.865520138110213
OOS,외국인,10,3.5,BUY,941,5.050732189647528,8.919251782946613,53.293413173652695,55.57917109458024,2.734375,26.055329000043876,33.94724818523811
IS,외국인,10,4.0,BUY,2488,1.6638840283930396,2.8001300139346434,47.226688102893895,45.056270096463024,-1.9264507422402157,23.58532695510359,9.865520138110213
OOS,외국인,10,4.0,BUY,941,5.050732189647528,8.919251782946613,53.293413173652695,55.57917109458024,2.734375,26.055329000043876,33.94724818523811
IS,외국인,10,4.5,BUY,2488,1.6638840283930396,2.8001300139346434,47.226688102893895,45.056270096463024,-1.9264507422402157,23.58532695510359,9.865520138110213
OOS,외국인,10,4.5,BUY,941,5.050732189647528,8.919251782946613,53.293413173652695,55.57917109458024,2.734375,26.055329000043876,33.94724818523811
IS,외국인,10,5.0,BUY,2488,1.6638840283930396,2.8001300139346434,47.226688102893895,45.056270096463024,-1.9264507422402157,23.58532695510359,9.865520138110213
OOS,외국인,10,5.0,BUY,941,5.050732189647528,8.919251782946613,53.293413173652695,55.57917109458024,2.734375,26.055329000043876,33.94724818523811
IS,외국인,20,-5.0,SELL,1475,1.4844300470766323,2.500946812919026,45.89830508474576,45.49152542372881,-1.3605442176870763,22.336409132203077,8.302038024922089
OOS,외국인,20,-5.0,SELL,475,3.9179612571650346,6.712752425317449,50.49900199600798,53.26315789473684,1.4158363922391226,25.661871806534766,22.0439824936508
IS,외국인,20,-4.5,SELL,1475,1.4844300470766323,2.500946812919026,45.89830508474576,45.49152542372881,-1.3605442176870763,22.336409132203077,8.302038024922089
OOS,외국인,20,-4.5,SELL,475,3.9179612571650346,6.712752425317449,50.49900199600798,53.26315789473684,1.4158363922391226,25.661871806534766,22.0439824936508
IS,외국인,20,-4.0,SELL,1475,1.4844300470766323,2.500946812919026,45.89830508474576,45.49152542372881,-1.3605442176870763,22.336409132203077,8.302038024922089
OOS,외국인,20,-4.0,SELL,475,3.9179612571650346,6.712752425317449,50.49900199600798,53.26315789473684,1.4158363922391226,25.661871806534766,22.0439824936508
IS,외국인,20,-3.5,SELL,1475,1.4844300470766323,2.500946812919026,45.89830508474576,45.49152542372881,-1.3605442176870763,22.336409132203077,8.302038024922089
OOS,외국인,20,-3.5,SELL,475,3.9179612571650346,6.712752425317449,50.49900199600798,53.26315789473684,1.4158363922391226,25.661871806534766,22.0439824936508
IS,외국인,20,-3.0,SELL,1475,1.4844300470766323,2.500946812919026,45.89830508474576,45.49152542372881,-1.3605442176870763,22.336409132203077,8.302038024922089
OOS,외국인,20,-3.0,SELL,475,3.9179612571650346,6.712752425317449,50.49900199600798,53.26315789473684,1.4158363922391226,25.661871806534766,22.0439824936508
IS,외국인,20,-2.5,SELL,1475,1.4844300470766323,2.500946812919026,45.89830508474576,45.49152542372881,-1.3605442176870763,22.336409132203077,8.302038024922089
OOS,외국인,20,-2.5,SELL,475,3.9179612571650346,6.712752425317449,50.49900199600798,53.26315789473684,1.4158363922391226,25.661871806534766,22.0439824936508
IS,외국인,20,-2.0,SELL,1475,1.4844300470766323,2.500946812919026,45.89830508474576,45.49152542372881,-1.3605442176870763,22.336409132203077,8.302038024922089
OOS,외국인,20,-2.0,SELL,475,3.9179612571650346,6.712752425317449,50.49900199600798,53.26315789473684,1.4158363922391226,25.661871806534766,22.0439824936508
IS,외국인,20,-1.5,SELL,1475,1.4844300470766323,2.500946812919026,45.89830508474576,45.49152542372881,-1.3605442176870763,22.336409132203077,8.302038024922089
OOS,외국인,20,-1.5,SELL,475,3.9179612571650346,6.712752425317449,50.49900199600798,53.26315789473684,1.4158363922391226,25.661871806534766,22.0439824936508
IS,외국인,20,-1.0,SELL,1475,1.4844300470766323,2.500946812919026,45.89830508474576,45.49152542372881,-1.3605442176870763,22.336409132203077,8.302038024922089
OOS,외국인,20,-1.0,SELL,475,3.9179612571650346,6.712752425317449,50.49900199600798,53.26315789473684,1.4158363922391226,25.661871806534766,22.0439824936508
IS,외국인,20,-0.5,SELL,1475,1.4844300470766323,2.500946812919026,45.89830508474576,45.49152542372881,-1.3605442176870763,22.336409132203077,8.302038024922089
OOS,외국인,20,-0.5,SELL,475,3.9179612571650346,6.712752425317449,50.49900199600798,53.26315789473684,1.4158363922391226,25.661871806534766,22.0439824936508
IS,외국인,20,0.0,BUY,2404,1.6462838706705347,2.6801811983468635,47.33777038269551,45.341098169717135,-1.8368655026875458,23.372959471301293,9.460886499693405
OOS,외국인,20,0.0,BUY,894,5.329202474164908,9.613591568276785,53.95152792413066,56.82326621923938,3.0985317399873424,26.390098221488252,37.129394510120775
IS,외국인,20,0.5,BUY,2403,1.6505163560227651,2.684400512672807,47.35746982937994,45.35996670828131,-1.8126888217522616,23.376908534567516,9.47921734907606
OOS,외국인,20,0.5,BUY,894,5.329202474164908,9.613591568276785,53.95152792413066,56.82326621923938,3.0985317399873424,26.390098221488252,37.129394510120775
IS,외국인,20,1.0,BUY,2403,1.6505163560227651,2.684400512672807,47.35746982937994,45.35996670828131,-1.8126888217522616,23.376908534567516,9.47921734907606
OOS,외국인,20,1.0,BUY,894,5.329202474164908,9.613591568276785,53.95152792413066,56.82326621923938,3.0985317399873424,26.390098221488252,37.129394510120775
IS,외국인,20,1.5,BUY,2403,1.6505163560227651,2.684400512672807,47.35746982937994,45.35996670828131,-1.8126888217522616,23.376908534567516,9.47921734907606
OOS,외국인,20,1.5,BUY,894,5.329202474164908,9.613591568276785,53.95152792413066,56.82326621923938,3.0985317399873424,26.390098221488252,37.129394510120775
IS,외국인,20,2.0,BUY,2403,1.6505163560227651,2.684400512672807,47.35746982937994,45.35996670828131,-1.8126888217522616,23.376908534567516,9.47921734907606
OOS,외국인,20,2.0,BUY,894,5.329202474164908,9.613591568276785,53.95152792413066,56.82326621923938,3.0985317399873424,26.390098221488252,37.129394510120775
IS,외국인,20,2.5,BUY,2403,1.6505163560227651,2.684400512672807,47.35746982937994,45.35996670828131,-1.8126888217522616,23.376908534567516,9.47921734907606
OOS,외국인,20,2.5,BUY,894,5.329202474164908,9.613591568276785,53.95152792413066,56.82326621923938,3.0985317399873424,26.390098221488252,37.129394510120775
IS,외국인,20,3.0,BUY,2403,1.6505163560227651,2.684400512672807,47.35746982937994,45.35996670828131,-1.8126888217522616,23.376908534567516,9.47921734907606
OOS,외국인,20,3.0,BUY,894,5.329202474164908,9.613591568276785,53.95152792413066,56.82326621923938,3.0985317399873424,26.390098221488252,37.129394510120775
IS,외국인,20,3.5,BUY,2403,1.6505163560227651,2.684400512672807,47.35746982937994,45.35996670828131,-1.8126888217522616,23.376908534567516,9.47921734907606
OOS,외국인,20,3.5,BUY,894,5.329202474164908,9.613591568276785,53.95152792413066,56.82326621923938,3.0985317399873424,26.390098221488252,37.129394510120775
IS,외국인,20,4.0,BUY,2403,1.6505163560227651,2.684400512672807,47.35746982937994,45.35996670828131,-1.8126888217522616,23.376908534567516,9.47921734907606
OOS,외국인,20,4.0,BUY,894,5.329202474164908,9.613591568276785,53.95152792413066,56.82326621923938,3.0985317399873424,26.390098221488252,37.129394510120775
IS,외국인,20,4.5,BUY,2403,1.6505163560227651,2.684400512672807,47.35746982937994,45.35996670828131,-1.8126888217522616,23.376908534567516,9.47921734907606
OOS,외국인,20,4.5,BUY,894,5.329202474164908,9.613591568276785,53.95152792413066,56.82326621923938,3.0985317399873424,26.390098221488252,37.129394510120775
IS,외국인,20,5.0,BUY,2403,1.6505163560227651,2.684400512672807,47.35746982937994,45.35996670828131,-1.8126888217522616,23.376908534567516,9.47921734907606
OOS,외국인,20,5.0,BUY,894,5.329202474164908,9.613591568276785,53.95152792413066,56.82326621923938,3.0985317399873424,26.390098221488252,37.129394510120775
IS,외국인,30,-5.0,SELL,1511,1.6466647352236794,2.2777587851324004,46.32693580410324,45.46657842488418,-1.2473052048044386,21.05128065864814,7.581961857525803
OOS,외국인,30,-5.0,SELL,525,4.214155290946615,6.169929375928812,50.722021660649816,52.761904761904766,0.5649717514124353,23.66214158500737,20.395887776036286
IS,외국인,30,-4.5,SELL,1511,1.6466647352236794,2.2777587851324004,46.32693580410324,45.46657842488418,-1.2473052048044386,21.05128065864814,7.581961857525803
OOS,외국인,30,-4.5,SELL,525,4.214155290946615,6.169929375928812,50.722021660649816,52.761904761904766,0.5649717514124353,23.66214158500737,20.395887776036286
IS,외국인,30,-4.0,SELL,1511,1.6466647352236794,2.2777587851324004,46.32693580410324,45.46657842488418,-1.2473052048044386,21.05128065864814,7.581961857525803
OOS,외국인,30,-4.0,SELL,525,4.214155290946615,6.169929375928812,50.722021660649816,52.761904761904766,0.5649717514124353,23.66214158500737,20.395887776036286
IS,외국인,30,-3.5,SELL,1511,1.6466647352236794,2.2777587851324004,46.32693580410324,45.46657842488418,-1.2473052048044386,21.05128065864814,7.581961857525803
OOS,외국인,30,-3.5,SELL,525,4.214155290946615,6.169929375928812,50.722021660649816,52.761904761904766,0.5649717514124353,23.66214158500737,20.395887776036286
IS,외국인,30,-3.0,SELL,1511,1.6466647352236794,2.2777587851324004,46.32693580410324,45.46657842488418,-1.2473052048044386,21.05128065864814,7.581961857525803
OOS,외국인,30,-3.0,SELL,525,4.214155290946615,6.169929375928812,50.722021660649816,52.761904761904766,0.5649717514124353,23.66214158500737,20.395887776036286
IS,외국인,30,-2.5,SELL,1511,1.6466647352236794,2.2777587851324004,46.32693580410324,45.46657842488418,-1.2473052048044386,21.05128065864814,7.581961857525803
OOS,외국인,30,-2.5,SELL,525,4.214155290946615,6.169929375928812,50.722021660649816,52.761904761904766,0.5649717514124353,23.66214158500737,20.395887776036286
IS,외국인,30,-2.0,SELL,1511,1.6466647352236794,2.2777587851324004,46.32693580410324,45.46657842488418,-1.2473052048044386,21.05128065864814,7.581961857525803
OOS,외국인,30,-2.0,SELL,525,4.214155290946615,6.169929375928812,50.722021660649816,52.761904761904766,0.5649717514124353,23.66214158500737,20.395887776036286
IS,외국인,30,-1.5,SELL,1511,1.6466647352236794,2.2777587851324004,46.32693580410324,45.46657842488418,-1.2473052048044386,21.05128065864814,7.581961857525803
OOS,외국인,30,-1.5,SELL,525,4.214155290946615,6.169929375928812,50.722021660649816,52.761904761904766,0.5649717514124353,23.66214158500737,20.395887776036286
IS,외국인,30,-1.0,SELL,1511,1.6466647352236794,2.2777587851324004,46.32693580410324,45.46657842488418,-1.2473052048044386,21.05128065864814,7.581961857525803
OOS,외국인,30,-1.0,SELL,525,4.214155290946615,6.169929375928812,50.722021660649816,52.761904761904766,0.5649717514124353,23.66214158500737,20.395887776036286
IS,외국인,30,-0.5,SELL,1511,1.6466647352236794,2.2777587851324004,46.32693580410324,45.46657842488418,-1.2473052048044386,21.05128065864814,7.581961857525803
OOS,외국인,30,-0.5,SELL,525,4.214155290946615,6.169929375928812,50.722021660649816,52.761904761904766,0.5649717514124353,23.66214158500737,20.395887776036286
IS,외국인,30,0.0,BUY,2327,1.5984156954275401,2.952238982101532,47.142243231628704,45.59518693596905,-1.8907563025210128,24.213877942569738,10.435832991623947
OOS,외국인,30,0.0,BUY,843,5.190419892959476,10.031190647314766,53.96648044692738,57.29537366548043,3.584905660377369,27.401704022330936,38.72691266092325
IS,외국인,30,0.5,BUY,2326,1.602767713538532,2.9567149365765952,47.16251074806535,45.61478933791918,-1.876610242951049,24.218121781242587,10.455568927814085
OOS,외국인,30,0.5,BUY,843,5.190419892959476,10.031190647314766,53.96648044692738,57.29537366548043,3.584905660377369,27.401704022330936,38.72691266092325
IS,외국인,30,1.0,BUY,2326,1.602767713538532,2.9567149365765952,47.16251074806535,45.61478933791918,-1.876610242951049,24.218121781242587,10.455568927814085
OOS,외국인,30,1.0,BUY,843,5.190419892959476,10.031190647314766,53.96648044692738,57.29537366548043,3.584905660377369,27.401704022330936,38.72691266092325
IS,외국인,30,1.5,BUY,2326,1.602767713538532,2.9567149365765952,47.16251074806535,45.61478933791918,-1.876610242951049,24.218121781242587,10.455568927814085
OOS,외국인,30,1.5,BUY,843,5.190419892959476,10.031190647314766,53.96648044692738,57.29537366548043,3.584905660377369,27.401704022330936,38.72691266092325
IS,외국인,30,2.0,BUY,2326,1.602767713538532,2.9567149365765952,47.16251074806535,45.61478933791918,-1.876610242951049,24.218121781242587,10.455568927814085
OOS,외국인,30,2.0,BUY,843,5.190419892959476,10.031190647314766,53.96648044692738,57.29537366548043,3.584905660377369,27.401704022330936,38.72691266092325
IS,외국인,30,2.5,BUY,2326,1.602767713538532,2.9567149365765952,47.16251074806535,45.61478933791918,-1.876610242951049,24.218121781242587,10.455568927814085
OOS,외국인,30,2.5,BUY,843,5.190419892959476,10.031190647314766,53.96648044692738,57.29537366548043,3.584905660377369,27.401704022330936,38.72691266092325
IS,외국인,30,3.0,BUY,2326,1.602767713538532,2.9567149365765952,47.16251074806535,45.61478933791918,-1.876610242951049,24.218121781242587,10.455568927814085
OOS,외국인,30,3.0,BUY,843,5.190419892959476,10.031190647314766,53.96648044692738,57.29537366548043,3.584905660377369,27.401704022330936,38.72691266092325
IS,외국인,30,3.5,BUY,2326,1.602767713538532,2.9567149365765952,47.16251074806535,45.61478933791918,-1.876610242951049,24.218121781242587,10.455568927814085
OOS,외국인,30,3.5,BUY,843,5.190419892959476,10.031190647314766,53.96648044692738,57.29537366548043,3.584905660377369,27.401704022330936,38.72691266092325
IS,외국인,30,4.0,BUY,2326,1.602767713538532,2.9567149365765952,47.16251074806535,45.61478933791918,-1.876610242951049,24.218121781242587,10.455568927814085
OOS,외국인,30,4.0,BUY,843,5.190419892959476,10.031190647314766,53.96648044692738,57.29537366548043,3.584905660377369,27.401704022330936,38.72691266092325
IS,외국인,30,4.5,BUY,2326,1.602767713538532,2.9567149365765952,47.16251074806535,45.61478933791918,-1.876610242951049,24.218121781242587,10.455568927814085
OOS,외국인,30,4.5,BUY,843,5.190419892959476,10.031190647314766,53.96648044692738,57.29537366548043,3.584905660377369,27.401704022330936,38.72691266092325
IS,외국인,30,5.0,BUY,2326,1.602767713538532,2.9567149365765952,47.16251074806535,45.61478933791918,-1.876610242951049,24.218121781242587,10.455568927814085
OOS,외국인,30,5.0,BUY,843,5.190419892959476,10.031190647314766,53.96648044692738,57.29537366548043,3.584905660377369,27.401704022330936,38.72691266092325
IS,외국인,50,-5.0,SELL,1621,1.2356295312666632,2.122548633152391,44.6020974706971,44.5404071560765,-1.7889087656529523,21.14448617467409,6.987783377588305
OOS,외국인,50,-5.0,SELL,574,3.4851582145737763,6.251226715355655,50.16556291390728,53.83275261324042,1.0753082197358377,24.375508225980408,21.383773166047025
IS,외국인,50,-4.5,SELL,1621,1.2356295312666632,2.122548633152391,44.6020974706971,44.5404071560765,-1.7889087656529523,21.14448617467409,6.987783377588305
OOS,외국인,50,-4.5,SELL,574,3.4851582145737763,6.251226715355655,50.16556291390728,53.83275261324042,1.0753082197358377,24.375508225980408,21.383773166047025
IS,외국인,50,-4.0,SELL,1621,1.2356295312666632,2.122548633152391,44.6020974706971,44.5404071560765,-1.7889087656529523,21.14448617467409,6.987783377588305
OOS,외국인,50,-4.0,SELL,574,3.4851582145737763,6.251226715355655,50.16556291390728,53.83275261324042,1.0753082197358377,24.375508225980408,21.383773166047025
IS,외국인,50,-3.5,SELL,1621,1.2356295312666632,2.122548633152391,44.6020974706971,44.5404071560765,-1.7889087656529523,21.14448617467409,6.987783377588305
OOS,외국인,50,-3.5,SELL,574,3.4851582145737763,6.251226715355655,50.16556291390728,53.83275261324042,1.0753082197358377,24.375508225980408,21.383773166047025
IS,외국인,50,-3.0,SELL,1621,1.2356295312666632,2.122548633152391,44.6020974706971,44.5404071560765,-1.7889087656529523,21.14448617467409,6.987783377588305
OOS,외국인,50,-3.0,SELL,574,3.4851582145737763,6.251226715355655,50.16556291390728,53.83275261324042,1.0753082197358377,24.375508225980408,21.383773166047025
IS,외국인,50,-2.5,SELL,1621,1.2356295312666632,2.122548633152391,44.6020974706971,44.5404071560765,-1.7889087656529523,21.14448617467409,6.987783377588305
OOS,외국인,50,-2.5,SELL,574,3.4851582145737763,6.251226715355655,50.16556291390728,53.83275261324042,1.0753082197358377,24.375508225980408,21.383773166047025
IS,외국인,50,-2.0,SELL,1621,1.2356295312666632,2.122548633152391,44.6020974706971,44.5404071560765,-1.7889087656529523,21.14448617467409,6.987783377588305
OOS,외국인,50,-2.0,SELL,574,3.4851582145737763,6.251226715355655,50.16556291390728,53.83275261324042,1.0753082197358377,24.375508225980408,21.383773166047025
IS,외국인,50,-1.5,SELL,1621,1.2356295312666632,2.122548633152391,44.6020974706971,44.5404071560765,-1.7889087656529523,21.14448617467409,6.987783377588305
OOS,외국인,50,-1.5,SELL,574,3.4851582145737763,6.251226715355655,50.16556291390728,53.83275261324042,1.0753082197358377,24.375508225980408,21.383773166047025
IS,외국인,50,-1.0,SELL,1621,1.2356295312666632,2.122548633152391,44.6020974706971,44.5404071560765,-1.7889087656529523,21.14448617467409,6.987783377588305
OOS,외국인,50,-1.0,SELL,574,3.4851582145737763,6.251226715355655,50.16556291390728,53.83275261324042,1.0753082197358377,24.375508225980408,21.383773166047025
IS,외국인,50,-0.5,SELL,1621,1.2356295312666632,2.122548633152391,44.6020974706971,44.5404071560765,-1.7889087656529523,21.14448617467409,6.987783377588305
OOS,외국인,50,-0.5,SELL,574,3.4851582145737763,6.251226715355655,50.16556291390728,53.83275261324042,1.0753082197358377,24.375508225980408,21.383773166047025
IS,외국인,50,0.0,BUY,2152,1.8223473297306025,3.0558053783263044,48.28066914498142,46.09665427509294,-1.6838561049087375,24.380440988059437,10.810650708941838
OOS,외국인,50,0.0,BUY,789,5.832123628864478,10.206605907070717,54.64285714285714,56.907477820025356,3.589743589743599,27.112397329454872,38.75331569343182
IS,외국인,50,0.5,BUY,2151,1.8271575230176644,3.0606936333264083,48.303114830311486,46.11808461180846,-1.683501683501687,24.385055353581432,10.832322240558513
OOS,외국인,50,0.5,BUY,789,5.832123628864478,10.206605907070717,54.64285714285714,56.907477820025356,3.589743589743599,27.112397329454872,38.75331569343182
IS,외국인,50,1.0,BUY,2151,1.8271575230176644,3.0606936333264083,48.303114830311486,46.11808461180846,-1.683501683501687,24.385055353581432,10.832322240558513
OOS,외국인,50,1.0,BUY,789,5.832123628864478,10.206605907070717,54.64285714285714,56.907477820025356,3.589743589743599,27.112397329454872,38.75331569343182
IS,외국인,50,1.5,BUY,2151,1.8271575230176644,3.0606936333264083,48.303114830311486,46.11808461180846,-1.683501683501687,24.385055353581432,10.832322240558513
OOS,외국인,50,1.5,BUY,789,5.832123628864478,10.206605907070717,54.64285714285714,56.907477820025356,3.589743589743599,27.112397329454872,38.75331569343182
IS,외국인,50,2.0,BUY,2151,1.8271575230176644,3.0606936333264083,48.303114830311486,46.11808461180846,-1.683501683501687,24.385055353581432,10.832322240558513
OOS,외국인,50,2.0,BUY,789,5.832123628864478,10.206605907070717,54.64285714285714,56.907477820025356,3.589743589743599,27.112397329454872,38.75331569343182
IS,외국인,50,2.5,BUY,2151,1.8271575230176644,3.0606936333264083,48.303114830311486,46.11808461180846,-1.683501683501687,24.385055353581432,10.832322240558513
OOS,외국인,50,2.5,BUY,789,5.832123628864478,10.206605907070717,54.64285714285714,56.907477820025356,3.589743589743599,27.112397329454872,38.75331569343182
IS,외국인,50,3.0,BUY,2151,1.8271575230176644,3.0606936333264083,48.303114830311486,46.11808461180846,-1.683501683501687,24.385055353581432,10.832322240558513
OOS,외국인,50,3.0,BUY,789,5.832123628864478,10.206605907070717,54.64285714285714,56.907477820025356,3.589743589743599,27.112397329454872,38.75331569343182
IS,외국인,50,3.5,BUY,2151,1.8271575230176644,3.0606936333264083,48.303114830311486,46.11808461180846,-1.683501683501687,24.385055353581432,10.832322240558513
OOS,외국인,50,3.5,BUY,789,5.832123628864478,10.206605907070717,54.64285714285714,56.907477820025356,3.589743589743599,27.112397329454872,38.75331569343182
IS,외국인,50,4.0,BUY,2151,1.8271575230176644,3.0606936333264083,48.303114830311486,46.11808461180846,-1.683501683501687,24.385055353581432,10.832322240558513
OOS,외국인,50,4.0,BUY,789,5.832123628864478,10.206605907070717,54.64285714285714,56.907477820025356,3.589743589743599,27.112397329454872,38.75331569343182
IS,외국인,50,4.5,BUY,2151,1.8271575230176644,3.0606936333264083,48.303114830311486,46.11808461180846,-1.683501683501687,24.385055353581432,10.832322240558513
OOS,외국인,50,4.5,BUY,789,5.832123628864478,10.206605907070717,54.64285714285714,56.907477820025356,3.589743589743599,27.112397329454872,38.75331569343182
IS,외국인,50,5.0,BUY,2151,1.8271575230176644,3.0606936333264083,48.303114830311486,46.11808461180846,-1.683501683501687,24.385055353581432,10.832322240558513
OOS,외국인,50,5.0,BUY,789,5.832123628864478,10.206605907070717,54.64285714285714,56.907477820025356,3.589743589743599,27.112397329454872,38.75331569343182
IS,외국인,60,-5.0,SELL,1617,1.5023723832724505,1.935811291251737,45.887445887445885,43.722943722943725,-2.045908183632738,21.147278232837294,6.253957289646074
