Year,Date,Code,Name,Strategy,Priority,VR,Change,Quality_Score,Expected_Return,Expected_WinRate,Return,Win
2025,2025-09-25,035420,NAVER,A-Base-Premium,3,6.00135688829043,12.141280353200882,12,10.0,52.0,0.5905511811023612,True
2021,2021-04-06,035720,카카오,A-Base-Premium,3,3.369528485027013,7.510757081950749,9,10.0,52.0,6.237807837785847,True
2022,2022-08-04,035720,카카오,A-Base-Premium,3,3.568535453780829,6.103896103896104,8,10.0,52.0,-14.075887392900857,False
2022,2022-11-11,035720,카카오,A-Base-Premium,3,4.015776320988449,7.706422018348624,10,10.0,52.0,-1.0221465076660996,False
2023,2023-08-01,035720,카카오,A-Base-Premium,3,3.234142455660906,5.984555984555985,8,10.0,52.0,-10.746812386156645,False
2024,2024-12-04,035720,카카오,A-Base-Premium,3,5.510381622786566,10.42654028436019,12,10.0,52.0,-15.987124463519308,False
2025,2025-01-31,035720,카카오,Pension-SELL,2,3.8434993598336975,6.232686980609419,8,11.23,53.0,12.516297262059982,True
2025,2025-02-03,035720,카카오,A-Base-Premium,3,5.995037825553866,8.996088657105608,11,10.0,52.0,0.2392344497607723,True
2025,2025-06-09,035720,카카오,A-Base-Premium,3,4.632548086118555,11.860718171926006,11,10.0,52.0,16.926070038910513,True
2025,2025-08-07,035720,카카오,A-Base-Premium,3,3.8341624615760823,9.844559585492227,9,10.0,52.0,-8.018867924528305,False
2025,2025-10-29,035720,카카오,A-Base-Premium,3,3.684179997030236,6.112852664576803,8,10.0,52.0,-9.896602658788778,False
2022,2022-12-09,035760,CJ ENM,A-Base-Premium,3,3.504166205511724,15.267175572519085,9,10.0,52.0,11.147902869757177,True
2023,2023-11-08,035760,CJ ENM,A-Base-Premium,3,5.722051063945687,12.975778546712801,12,10.0,52.0,18.070444104134765,True
2023,2023-11-09,035760,CJ ENM,A-Base-Premium,3,4.358645532223088,6.491499227202473,9,10.0,52.0,9.724238026124809,True
2024,2024-02-07,035760,CJ ENM,A-Base-Premium,3,6.033842492002314,11.946308724832216,12,10.0,52.0,-10.311750599520389,False
2024,2024-05-10,035760,CJ ENM,A-Base-Premium,3,4.326241254939177,8.71165644171779,10,10.0,52.0,-5.079006772009032,False
2024,2024-08-08,035760,CJ ENM,A-Base-Premium,3,3.307291177338014,11.48936170212766,10,10.0,52.0,-5.72519083969466,False
2025,2025-06-10,035760,CJ ENM,A-Base-Premium,3,4.146395782112436,11.544011544011545,11,10.0,52.0,-9.961190168175936,False
2025,2025-08-11,035760,CJ ENM,A-Base-Premium,3,3.1084927426940308,5.782792665726375,8,10.0,52.0,-5.733333333333334,False
2021,2021-05-14,035900,JYP Ent.,A-Base-Premium,3,4.262631755915966,6.37037037037037,9,10.0,52.0,13.788300835654589,True
2021,2021-10-20,035900,JYP Ent.,A-Base-Premium,3,6.373365863444554,10.372040586245772,12,10.0,52.0,13.176710929519908,True
2023,2023-04-13,035900,JYP Ent.,Pension-SELL,2,3.085887629608615,5.359477124183006,7,11.23,53.0,18.4863523573201,True
2023,2023-05-16,035900,JYP Ent.,Pension-SELL,2,5.716313788394603,9.904761904761905,11,11.23,53.0,18.71750433275563,True
2023,2023-12-19,035900,JYP Ent.,A-Base-Premium,3,3.3884122013812843,6.857727737973388,8,10.0,52.0,-19.444444444444443,False
2024,2024-11-04,035900,JYP Ent.,A-Base-Premium,3,4.022965021700758,10.564102564102564,11,10.0,52.0,43.04267161410018,True
2024,2024-11-05,035900,JYP Ent.,A-Base-Premium,3,3.468825926253833,6.179775280898876,8,10.0,52.0,32.80423280423281,True
2021,2021-06-07,036460,한국가스공사,A-Base-Premium,3,3.840436914433624,9.322033898305085,9,10.0,52.0,-2.84237726098191,False
2021,2021-09-28,036460,한국가스공사,A-Base-Premium,3,7.019649956610447,8.769931662870158,11,10.0,52.0,-5.340314136125657,False
2022,2022-02-23,036460,한국가스공사,A-Base-Premium,3,4.039608378473432,9.598853868194842,10,10.0,52.0,8.23529411764705,True
2022,2022-12-16,036460,한국가스공사,A-Base-Premium,3,4.035587878979123,6.531204644412192,9,10.0,52.0,-10.49046321525886,False
2023,2023-12-07,036460,한국가스공사,A-Base-Premium,3,4.136502370835119,5.070993914807302,9,10.0,52.0,-5.984555984555984,False
2024,2024-01-29,036460,한국가스공사,A-Base-Premium,3,7.857805952570247,11.440677966101696,12,10.0,52.0,7.414448669201512,True
2024,2024-02-01,036460,한국가스공사,A-Base-Premium,3,5.952395977940265,5.152671755725191,10,10.0,52.0,6.352087114337568,True
2024,2024-02-19,036460,한국가스공사,A-Base-Premium,3,5.236896526995501,9.874326750448834,11,10.0,52.0,-10.620915032679736,False
2024,2024-06-03,036460,한국가스공사,S-Tactical,1,14.767745586587012,29.86577181208054,12,31.4,60.0,19.509043927648584,True
2024,2024-06-05,036460,한국가스공사,Pension-SELL,2,6.234333415425948,12.051282051282051,12,11.23,53.0,3.5469107551487467,True
2024,2024-06-13,036460,한국가스공사,A-Base-Premium,3,3.392193872713458,16.535433070866144,8,10.0,52.0,-10.328185328185324,False
2025,2025-03-05,036460,한국가스공사,A-Base-Premium,3,4.914363836691536,13.59773371104816,11,10.0,52.0,-11.097256857855363,False
2021,2021-02-15,036540,SFA반도체,Pension-SELL,2,4.206249178185988,23.236514522821576,11,11.23,53.0,-8.754208754208758,False
2021,2021-04-19,036540,SFA반도체,A-Base-Premium,3,8.47031811546515,7.228915662650602,11,10.0,52.0,-16.516853932584276,False
2021,2021-11-15,036540,SFA반도체,A-Base-Premium,3,4.821431582823804,5.087209302325581,8,10.0,52.0,-1.7980636237897696,False
2022,2022-07-11,036540,SFA반도체,Pension-SELL,2,5.213786482061081,6.031128404669261,8,11.23,53.0,0.0,False
2023,2023-09-01,036540,SFA반도체,A-Base-Premium,3,3.769318349664095,5.964214711729622,8,10.0,52.0,-7.973733583489684,False
2023,2023-11-02,036540,SFA반도체,A-Base-Premium,3,3.95847421650174,7.755102040816326,9,10.0,52.0,0.5681818181818121,True
2023,2023-12-12,036540,SFA반도체,Pension-SELL,2,15.949522930648254,24.339622641509433,12,11.23,53.0,-6.373292867981794,False
2024,2024-06-19,036540,SFA반도체,A-Base-Premium,3,3.816261877996022,5.86080586080586,8,10.0,52.0,-12.9757785467128,False
2025,2025-02-07,036540,SFA반도체,A-Base-Premium,3,10.765216442737646,11.11111111111111,12,10.0,52.0,-13.972602739726025,False
2021,2021-08-19,036570,엔씨소프트,A-Base-Premium,3,4.434564755025005,9.35897435897436,10,10.0,52.0,-30.9495896834701,False
2021,2021-11-11,036570,엔씨소프트,A-Base-Premium,3,7.554543827473564,33.220338983050844,12,10.0,52.0,-6.234096692111956,False
2022,2022-08-09,036570,엔씨소프트,A-Base-Premium,3,3.0156910265283603,6.048906048906049,8,10.0,52.0,-10.558252427184469,False
2023,2023-11-03,036570,엔씨소프트,A-Base-Premium,3,3.3990071170833707,7.261410788381744,9,10.0,52.0,8.704061895551263,True
2024,2024-05-10,036570,엔씨소프트,A-Base-Premium,3,5.802801553830926,7.708553326293559,11,10.0,52.0,-8.333333333333337,False
2025,2025-08-12,036570,엔씨소프트,A-Base-Premium,3,5.284427158583166,5.4373522458628845,9,10.0,52.0,-10.089686098654704,False
2022,2022-11-17,036810,에프에스티,A-Base-Premium,3,4.155882615558199,11.288311347378093,11,10.0,52.0,-3.184525564663565,False
2023,2023-07-03,036810,에프에스티,A-Base-Premium,3,3.108038068339731,7.04212327183613,9,10.0,52.0,17.62419006479481,True
2023,2023-07-19,036810,에프에스티,A-Base-Premium,3,5.451966362453774,7.098052162429845,9,10.0,52.0,-14.580764488286068,False
2023,2023-12-01,036810,에프에스티,A-Base-Premium,3,4.6158784037494005,9.016847941991896,10,10.0,52.0,-5.579248014398064,False
2023,2023-12-04,036810,에프에스티,S-Tactical,1,4.734656136571301,15.035460992907801,11,31.4,60.0,-7.953144266337853,False
2024,2024-05-28,036810,에프에스티,A-Base-Premium,3,5.341096959165668,12.184522276590265,12,10.0,52.0,5.219661970214351,True
2025,2025-07-03,036810,에프에스티,A-Base-Premium,3,3.764330852671117,15.848349589463822,10,10.0,52.0,10.616943347761977,True
2025,2025-07-28,036810,에프에스티,A-Base-Premium,3,4.924466951454388,9.437282975788422,10,10.0,52.0,-11.209631851175727,False
2025,2025-12-22,036810,에프에스티,A-Base-Premium,3,4.035314283149255,10.7124148768989,11,10.0,52.0,,False
2021,2021-07-20,036830,솔브레인홀딩스,A-Base-Premium,3,6.405337274871681,8.21917808219178,11,10.0,52.0,-11.64556962025316,False
2021,2021-07-22,036830,솔브레인홀딩스,A-Base-Premium,3,5.197942523427428,5.513784461152882,10,10.0,52.0,-23.990498812351547,False
2021,2021-09-16,036830,솔브레인홀딩스,A-Base-Premium,3,6.064147951889036,6.1946902654867255,10,10.0,52.0,25.83333333333333,True
2021,2021-09-23,036830,솔브레인홀딩스,A-Base-Premium,3,4.750975877705577,7.112375533428166,10,10.0,52.0,19.65471447543161,True
2021,2021-09-24,036830,솔브레인홀딩스,A-Base-Premium,3,7.988717156384076,6.781914893617021,10,10.0,52.0,13.698630136986312,True
2021,2021-10-15,036830,솔브레인홀딩스,A-Base-Premium,3,3.4982031392079374,17.695473251028808,10,10.0,52.0,-2.7972027972028024,False
2022,2022-11-15,036830,솔브레인홀딩스,A-Base-Premium,3,4.140447821331952,5.6640625,8,10.0,52.0,-5.360443622920519,False
2023,2023-02-07,036830,솔브레인홀딩스,A-Base-Premium,3,4.305412526794433,5.098039215686274,9,10.0,52.0,6.7164179104477695,True
2023,2023-03-06,036830,솔브레인홀딩스,A-Base-Premium,3,7.061962356293365,10.609037328094303,12,10.0,52.0,-1.7761989342806372,False
2023,2023-04-04,036830,솔브레인홀딩스,Pension-SELL,2,3.751077313054499,7.553956834532374,9,11.23,53.0,-2.341137123745818,False
2023,2023-04-05,036830,솔브레인홀딩스,A-Base-Premium,3,5.08897911172665,12.769485903814262,12,10.0,52.0,-14.411764705882357,False
2023,2023-08-23,036830,솔브레인홀딩스,A-Base-Premium,3,5.617566300956097,11.890243902439025,12,10.0,52.0,-10.21798365122616,False
2023,2023-11-15,036830,솔브레인홀딩스,A-Base-Premium,3,4.401689545852724,15.350877192982457,11,10.0,52.0,4.435994930291498,True
2024,2024-02-14,036830,솔브레인홀딩스,S-Tactical,1,5.226524856061015,15.798922800718133,12,31.4,60.0,-9.92248062015504,False
2024,2024-05-03,036830,솔브레인홀딩스,S-Tactical,1,3.039516166235987,10.130718954248366,9,31.4,60.0,17.210682492581597,True
2024,2024-05-14,036830,솔브레인홀딩스,A-Base-Premium,3,3.71196644817812,15.971223021582734,10,10.0,52.0,-1.2406947890818865,False
2024,2024-07-04,036830,솔브레인홀딩스,Pension-SELL,2,3.11729582434827,8.81542699724518,7,11.23,53.0,-31.139240506329116,False
2025,2025-06-04,036830,솔브레인홀딩스,A-Base-Premium,3,5.862348503179635,16.15508885298869,12,10.0,52.0,19.332406119610575,True
2025,2025-06-17,036830,솔브레인홀딩스,A-Base-Premium,3,5.366232166355357,14.516129032258066,12,10.0,52.0,0.3841229193341844,True
2025,2025-07-16,036830,솔브레인홀딩스,A-Base-Premium,3,6.768333117465547,14.731585518102372,12,10.0,52.0,3.9173014145810647,True
2021,2021-04-14,036930,주성엔지니어링,A-Base-Premium,3,4.502095736351638,7.024793388429752,10,10.0,52.0,-2.316602316602312,False
2021,2021-04-19,036930,주성엔지니어링,A-Base-Premium,3,3.941911302785954,7.720588235294118,9,10.0,52.0,-3.4129692832764458,False
2021,2021-11-16,036930,주성엔지니어링,A-Base-Premium,3,7.674520721329649,9.578544061302683,11,10.0,52.0,34.96503496503496,True
2021,2021-12-02,036930,주성엔지니어링,A-Base-Premium,3,3.761866494210866,17.065868263473057,10,10.0,52.0,7.416879795396425,True
2022,2022-02-25,036930,주성엔지니어링,A-Base-Premium,3,3.163655869091775,8.590308370044053,8,10.0,52.0,11.561866125760645,True
2023,2023-03-23,036930,주성엔지니어링,A-Base-Premium,3,3.8970679647592186,8.581138487680544,9,10.0,52.0,29.73395931142411,True
2023,2023-03-24,036930,주성엔지니어링,A-Base-Premium,3,10.077337355946597,13.816280806572067,12,10.0,52.0,11.745406824146976,True
2023,2023-04-11,036930,주성엔지니어링,Pension-SELL,2,4.579144445757905,11.957796014067995,11,11.23,53.0,-20.47120418848167,False
2023,2023-06-20,036930,주성엔지니어링,A-Base-Premium,3,3.907305222670244,7.208765859284891,9,10.0,52.0,14.846691769768691,True
2023,2023-06-29,036930,주성엔지니어링,A-Base-Premium,3,4.239619486851941,5.268875611080935,8,10.0,52.0,37.25490196078432,True
2023,2023-07-17,036930,주성엔지니어링,A-Base-Premium,3,5.851227460365557,13.013698630136986,12,10.0,52.0,12.12121212121211,True
2023,2023-09-14,036930,주성엔지니어링,Pension-SELL,2,7.149840937924243,16.117216117216117,12,11.23,53.0,-12.302839116719245,False
2023,2023-11-06,036930,주성엔지니어링,Pension-SELL,2,4.062904609742508,6.565656565656567,7,11.23,53.0,6.161137440758302,True
2024,2024-02-28,036930,주성엔지니어링,A-Base-Premium,3,7.564177255710842,15.273775216138327,12,10.0,52.0,-7.125000000000004,False
2024,2024-10-29,036930,주성엔지니어링,Pension-SELL,2,9.319874513424578,15.213358070500927,12,11.23,53.0,-2.5764895330112725,False
2024,2024-10-31,036930,주성엔지니어링,Pension-SELL,2,4.113960372555657,5.263157894736842,6,11.23,53.0,-6.612903225806455,False
2024,2024-11-01,036930,주성엔지니어링,Pension-SELL,2,3.923474439775871,5.654281098546042,5,11.23,53.0,-14.678899082568808,False
2025,2025-02-14,036930,주성엔지니어링,A-Base-Premium,3,4.1260194238046575,6.279434850863422,8,10.0,52.0,11.964549483013286,True
2025,2025-02-19,036930,주성엔지니어링,A-Base-Premium,3,7.010334383056121,12.427745664739884,12,10.0,52.0,3.5989717223650297,True
2021,2021-07-01,039200,오스코텍,A-Base-Premium,3,3.464753973277365,7.743918738305267,9,10.0,52.0,-18.68409953606074,False
2021,2021-08-12,039200,오스코텍,A-Base-Premium,3,3.596869891614019,5.385682407574935,8,10.0,52.0,-1.7940940826370655,False
2021,2021-12-09,039200,오스코텍,A-Base-Premium,3,5.788272524273582,11.384497705252421,12,10.0,52.0,-8.149250314753342,False
2022,2022-08-04,039200,오스코텍,A-Base-Premium,3,4.191520950838074,8.000301329616935,10,10.0,52.0,-33.83671049419314,False
2022,2022-11-15,039200,오스코텍,A-Base-Premium,3,4.229352119554236,17.142857142857142,11,10.0,52.0,-8.780487804878046,False
2023,2023-07-21,039200,오스코텍,Pension-SELL,2,8.947000709500582,24.641148325358852,12,11.23,53.0,19.57773512476009,True
2023,2023-07-24,039200,오스코텍,Pension-SELL,2,3.894975677325088,6.488549618320611,5,11.23,53.0,10.035842293906816,True
2023,2023-07-27,039200,오스코텍,A-Base-Premium,3,3.1497173377055754,13.818181818181818,9,10.0,52.0,-2.7156549520766737,False
2024,2024-02-19,039200,오스코텍,Pension-SELL,2,3.1159458322589084,5.483028720626632,8,11.23,53.0,38.6138613861386,True
2024,2024-02-20,039200,오스코텍,Pension-SELL,2,6.015555428875671,9.429280397022332,11,11.23,53.0,23.356009070294785,True
2024,2024-02-23,039200,오스코텍,A-Base-Premium,3,4.743578346408545,6.526806526806526,8,10.0,52.0,28.884026258205697,True
2024,2024-05-17,039200,오스코텍,A-Base-Premium,3,3.081991558396508,9.333333333333334,9,10.0,52.0,0.304878048780477,True
2024,2024-06-03,039200,오스코텍,A-Base-Premium,3,5.365548228994374,18.412698412698415,12,10.0,52.0,-2.278820375335122,False
2024,2024-08-23,039200,오스코텍,Pension-SELL,2,3.557427371460284,11.748251748251748,8,11.23,53.0,-14.518147684605754,False
2024,2024-10-15,039200,오스코텍,A-Base-Premium,3,3.4805361215249424,9.17312661498708,9,10.0,52.0,-42.48520710059172,False
2025,2025-02-05,039200,오스코텍,A-Base-Premium,3,3.279873439143872,9.800362976406534,9,10.0,52.0,-3.1404958677686,False
2025,2025-02-27,039200,오스코텍,A-Base-Premium,3,3.383459136211002,13.142857142857142,10,10.0,52.0,-2.020202020202022,False
2025,2025-03-07,039200,오스코텍,Pension-SELL,2,3.848810765129999,6.521739130434782,6,11.23,53.0,-7.378335949764525,False
2025,2025-08-27,039200,오스코텍,A-Base-Premium,3,3.969842419851476,10.778443113772456,10,10.0,52.0,21.351351351351354,True
2025,2025-11-04,039200,오스코텍,A-Base-Premium,3,4.08795930324849,14.896214896214897,11,10.0,52.0,29.64930924548352,True
2025,2025-11-12,039200,오스코텍,A-Base-Premium,3,3.101834523516376,9.170305676855897,9,10.0,52.0,19.2,True
2023,2023-07-27,039490,키움증권,A-Base-Premium,3,3.181599634771345,5.913978494623656,8,10.0,52.0,0.4060913705583813,True
2023,2023-10-11,039490,키움증권,A-Base-Premium,3,6.641359026353781,8.585858585858585,11,10.0,52.0,-12.930232558139531,False
2024,2024-02-01,039490,키움증권,Pension-SELL,2,6.465361256341863,11.966701352757545,12,11.23,53.0,25.278810408921927,True
2025,2025-05-29,039490,키움증권,A-Base-Premium,3,3.0885674818775386,5.9445178335535,8,10.0,52.0,42.76807980049875,True
2021,2021-05-07,041510,에스엠,A-Base-Premium,3,5.200372295557391,6.312292358803987,10,10.0,52.0,43.59375000000001,True
2021,2021-05-17,041510,에스엠,A-Base-Premium,3,4.3217426241843855,6.047197640117994,9,10.0,52.0,41.863699582753824,True
2021,2021-08-04,041510,에스엠,Pension-SELL,2,5.0856852795658005,12.695924764890282,12,11.23,53.0,-6.954102920723226,False
2021,2021-10-05,041510,에스엠,A-Base-Premium,3,3.3713072814397163,13.66906474820144,10,10.0,52.0,-2.151898734177216,False
2022,2022-04-01,041510,에스엠,Pension-SELL,2,3.1391592455089485,5.9186189889025895,6,11.23,53.0,-20.60535506402794,False
2023,2023-01-20,041510,에스엠,Pension-SELL,2,3.4733589613686324,7.922077922077922,9,11.23,53.0,48.616125150421176,True
2024,2024-03-26,041510,에스엠,A-Base-Premium,3,4.200260329701691,9.559748427672957,10,10.0,52.0,-2.181400688863377,False
2024,2024-11-04,041510,에스엠,A-Base-Premium,3,4.137438558601984,5.492957746478874,8,10.0,52.0,12.950600801068092,True
2021,2021-02-17,042000,카페24,A-Base-Premium,3,3.658938929259474,10.079575596816976,10,10.0,52.0,-19.87951807228916,False
2021,2021-07-26,042000,카페24,Pension-SELL,2,7.48742517098083,6.95364238410596,10,11.23,53.0,14.860681114551078,True
2021,2021-08-04,042000,카페24,A-Base-Premium,3,8.694057009787558,11.323529411764707,12,10.0,52.0,2.3778071334213946,True
2021,2021-08-05,042000,카페24,A-Base-Premium,3,6.18914112000343,6.447368421052632,10,10.0,52.0,-7.663782447466005,False
2021,2021-08-06,042000,카페24,A-Base-Premium,3,5.655463506410904,11.860174781523096,12,10.0,52.0,-15.95982142857143,False
2022,2022-11-23,042000,카페24,A-Base-Premium,3,4.215520630288988,10.2803738317757,11,10.0,52.0,-8.05084745762712,False
2023,2023-11-16,042000,카페24,A-Base-Premium,3,3.394147085973017,13.962558502340094,8,10.0,52.0,88.22724161533198,True
2023,2023-12-08,042000,카페24,A-Base-Premium,3,6.353492892023751,7.037037037037037,9,10.0,52.0,10.034602076124566,True
2024,2024-05-09,042000,카페24,A-Base-Premium,3,10.156535638929784,14.801657785671996,12,10.0,52.0,38.47343991748324,True
2024,2024-06-07,042000,카페24,A-Base-Premium,3,3.897697126603674,11.220472440944881,9,10.0,52.0,19.64601769911505,True
2024,2024-06-19,042000,카페24,A-Base-Premium,3,4.127729585302351,23.064250411861615,11,10.0,52.0,-21.285140562248998,False
2025,2025-02-03,042000,카페24,A-Base-Premium,3,5.48294507713588,16.253101736972706,12,10.0,52.0,33.404482390608315,True
2025,2025-02-04,042000,카페24,A-Base-Premium,3,5.004861411726188,14.952279957582185,12,10.0,52.0,13.284132841328413,True
2025,2025-02-26,042000,카페24,A-Base-Premium,3,3.8682660958792456,10.305958132045088,9,10.0,52.0,-23.503649635036496,False
2025,2025-08-07,042000,카페24,Pension-SELL,2,3.0644325812339117,6.588235294117648,8,11.23,53.0,-13.134657836644593,False
2025,2025-11-28,042000,카페24,A-Base-Premium,3,3.852806979741964,11.556982343499197,10,10.0,52.0,-13.237410071942444,False
2021,2021-03-26,042660,한화오션,A-Base-Premium,3,3.96705576732658,6.3538817588891225,8,10.0,52.0,2.108803165182982,True
2021,2021-04-26,042660,한화오션,A-Base-Premium,3,3.361119428363788,6.163987510119116,8,10.0,52.0,6.615831517792303,True
2021,2021-04-29,042660,한화오션,A-Base-Premium,3,3.5056745164396856,7.101167315175097,9,10.0,52.0,-2.8837420526793838,False
2022,2022-01-06,042660,한화오션,Pension-SELL,2,3.970112843658539,6.638064018511376,8,11.23,53.0,-14.05451833099769,False
2022,2022-02-23,042660,한화오션,A-Base-Premium,3,7.920971346561958,19.737433235161983,12,10.0,52.0,-4.4440738733480645,False
2022,2022-09-21,042660,한화오션,A-Base-Premium,3,3.914413578521789,8.37666419061768,9,10.0,52.0,-15.922391522117362,False
2022,2022-09-26,042660,한화오션,S-Tactical,1,10.590947109624354,11.386934673366834,12,31.4,60.0,-29.45953261752233,False
2023,2023-05-22,042660,한화오션,A-Base-Premium,3,3.6826954247511297,11.542124859295178,10,10.0,52.0,35.5146716348393,True
2023,2023-05-24,042660,한화오션,A-Base-Premium,3,3.1600494709883624,7.650144859447185,9,10.0,52.0,21.6467849869072,True
2023,2023-06-16,042660,한화오션,A-Base-Premium,3,4.216606336798596,11.244995089521796,11,10.0,52.0,43.88985093884759,True
2023,2023-06-20,042660,한화오션,A-Base-Premium,3,3.562515728867496,12.188429752066115,10,10.0,52.0,21.72849692076495,True
2024,2024-03-14,042660,한화오션,A-Base-Premium,3,4.551411902482252,11.11111111111111,11,10.0,52.0,5.555555555555558,True
2024,2024-04-18,042660,한화오션,A-Base-Premium,3,3.4094264751948105,13.26530612244898,10,10.0,52.0,-6.456456456456461,False
2024,2024-11-07,042660,한화오션,A-Base-Premium,3,9.480166428513002,20.24866785079929,12,10.0,52.0,-3.840472673559825,False
2024,2024-11-14,042660,한화오션,Pension-SELL,2,4.054399344441131,15.463917525773196,11,11.23,53.0,-15.433673469387754,False
2025,2025-01-07,042660,한화오션,A-Base-Premium,3,4.579879290537602,9.578544061302683,10,10.0,52.0,35.43123543123543,True
2025,2025-06-12,042660,한화오션,A-Base-Premium,3,4.57544626564798,5.527638190954774,8,10.0,52.0,-6.904761904761902,False
2025,2025-07-31,042660,한화오션,Pension-SELL,2,4.133081004083551,8.293153326904532,10,11.23,53.0,-0.267141585040076,False
2025,2025-10-22,042660,한화오션,A-Base-Premium,3,3.0875798094618387,6.860371267150928,8,10.0,52.0,-7.099697885196377,False
2021,2021-06-22,043260,성호전자,A-Base-Premium,3,8.596591370901546,11.042944785276074,12,10.0,52.0,-1.3812154696132617,False
2024,2024-05-16,043260,성호전자,A-Base-Premium,3,3.226205474341679,10.319410319410318,8,10.0,52.0,-22.76169265033408,False
2025,2025-10-14,043260,성호전자,A-Base-Premium,3,7.987582103814855,14.615384615384617,12,10.0,52.0,39.93288590604027,True
2025,2025-12-10,043260,성호전자,A-Base-Premium,3,7.4615582903950335,17.702448210922785,12,10.0,52.0,,False
2021,2021-02-01,047050,포스코인터내셔널,A-Base-Premium,3,6.152427418404763,10.909090909090908,12,10.0,52.0,17.486338797814206,True
2021,2021-02-04,047050,포스코인터내셔널,A-Base-Premium,3,5.260283481965886,16.795865633074936,12,10.0,52.0,-1.327433628318586,False
2021,2021-04-27,047050,포스코인터내셔널,Pension-SELL,2,3.200038293006011,5.687203791469194,8,11.23,53.0,-5.829596412556048,False
2021,2021-06-22,047050,포스코인터내셔널,A-Base-Premium,3,3.4981098609397137,6.83371298405467,8,10.0,52.0,-2.558635394456288,False
2021,2021-07-23,047050,포스코인터내셔널,Pension-SELL,2,5.401874994943175,15.010570824524313,12,11.23,53.0,-22.426470588235293,False
2021,2021-09-06,047050,포스코인터내셔널,A-Base-Premium,3,4.280001842451555,6.843267108167771,9,10.0,52.0,-8.057851239669422,False
2022,2022-04-19,047050,포스코인터내셔널,A-Base-Premium,3,3.94548864211279,6.118143459915612,8,10.0,52.0,-8.747514910536779,False
2022,2022-08-12,047050,포스코인터내셔널,A-Base-Premium,3,6.59336698665577,8.114035087719298,11,10.0,52.0,1.4198782961460488,True
2023,2023-04-14,047050,포스코인터내셔널,S-Tactical,1,12.11462949203644,13.00639658848614,12,31.4,60.0,6.981132075471708,True
2023,2023-04-17,047050,포스코인터내셔널,Pension-SELL,2,7.516887249535812,10.382513661202186,12,11.23,53.0,-4.950495049504955,False
2023,2023-06-08,047050,포스코인터내셔널,A-Base-Premium,3,4.169838446600778,16.566265060240966,11,10.0,52.0,13.436692506459956,True
2023,2023-07-25,047050,포스코인터내셔널,Pension-SELL,2,3.2899834349308037,5.531914893617021,6,11.23,53.0,3.7634408602150495,True
2023,2023-07-26,047050,포스코인터내셔널,S-Tactical,1,4.362435862696934,10.519480519480519,11,31.4,60.0,-5.640423031727382,False
2023,2023-11-06,047050,포스코인터내셔널,S-Tactical,1,3.794441759231652,10.884353741496598,10,31.4,60.0,-15.797546012269937,False
2023,2023-12-27,047050,포스코인터내셔널,S-Tactical,1,6.414604950279103,9.876543209876543,11,31.4,60.0,-17.174959871589092,False
2024,2024-03-12,047050,포스코인터내셔널,A-Base-Premium,3,6.396963623812618,11.151736745886655,12,10.0,52.0,-19.98355263157895,False
2024,2024-06-03,047050,포스코인터내셔널,A-Base-Premium,3,11.439256706725716,18.793503480278424,12,10.0,52.0,12.5,True
2024,2024-06-11,047050,포스코인터내셔널,A-Base-Premium,3,3.4808073516684077,14.376996805111823,9,10.0,52.0,6.145251396648055,True
2024,2024-06-13,047050,포스코인터내셔널,A-Base-Premium,3,5.927789207707473,17.741935483870968,12,10.0,52.0,-14.459665144596656,False
2025,2025-02-24,047050,포스코인터내셔널,A-Base-Premium,3,4.280424901950676,9.06113537117904,10,10.0,52.0,6.7067067067067,True
2025,2025-03-05,047050,포스코인터내셔널,A-Base-Premium,3,4.827802674090182,12.962962962962962,11,10.0,52.0,-21.63934426229508,False
2025,2025-07-23,047050,포스코인터내셔널,A-Base-Premium,3,4.522705469222808,7.321772639691715,10,10.0,52.0,-12.02872531418312,False
2025,2025-10-23,047050,포스코인터내셔널,A-Base-Premium,3,6.59365192570939,8.52994555353902,11,10.0,52.0,-10.869565217391308,False
2021,2021-02-02,048410,현대바이오,A-Base-Premium,3,3.4631924684285598,29.094186570527263,10,10.0,52.0,71.0605320114501,True
2022,2022-02-03,048410,현대바이오,A-Base-Premium,3,5.221855859030512,11.732916162980873,12,10.0,52.0,-1.1964615286705227,False
2022,2022-02-14,048410,현대바이오,Pension-SELL,2,3.8581055226945096,12.160197703154529,8,11.23,53.0,-8.094096299656538,False
2022,2022-08-26,048410,현대바이오,A-Base-Premium,3,11.250923875640726,15.645260882988577,12,10.0,52.0,-27.51785356737636,False
2022,2022-09-02,048410,현대바이오,A-Base-Premium,3,5.467547813298458,14.536031589338599,12,10.0,52.0,-44.03684550743374,False
2023,2023-05-04,048410,현대바이오,A-Base-Premium,3,3.820173255179573,13.053732567678425,10,10.0,52.0,1.922902494331069,True
2023,2023-06-09,048410,현대바이오,A-Base-Premium,3,6.826519680896372,27.859430166680347,12,10.0,52.0,-29.501669663498586,False
2023,2023-06-13,048410,현대바이오,A-Base-Premium,3,3.8497708010596576,12.139266430832247,10,10.0,52.0,-38.85107089490288,False
2023,2023-08-09,048410,현대바이오,A-Base-Premium,3,4.462537506154036,19.791856855943035,11,10.0,52.0,-6.820606614845293,False
2023,2023-09-22,048410,현대바이오,A-Base-Premium,3,3.2595742208633958,12.281439139206455,10,10.0,52.0,36.34049562027401,True
