Date,Code,Year,Entry_Price,Return,Holding_Days,Exit_Reason
2025-03-26,52400,2025,30700,-3.0,1,STOP_LOSS_3%
2025-06-05,52400,2025,71600,-3.0,2,STOP_LOSS_3%
2025-10-27,52400,2025,55600,-3.0,1,STOP_LOSS_3%
2025-06-12,52690,2025,89700,-3.0,1,STOP_LOSS_3%
2025-06-13,52690,2025,104100,-3.0,2,STOP_LOSS_3%
2025-08-21,52690,2025,100300,-3.0,3,STOP_LOSS_3%
2025-01-02,56080,2025,7620,-3.0,1,STOP_LOSS_3%
2025-05-12,56080,2025,9630,16.40706126687435,10,MAX_DAYS
2025-10-20,56080,2025,14260,-3.0,1,STOP_LOSS_3%
2025-04-22,58610,2025,25550,-3.0,6,STOP_LOSS_3%
2025-10-10,58610,2025,30500,-3.0,2,STOP_LOSS_3%
2025-11-19,58610,2025,38350,63.49413298565841,10,MAX_DAYS
2025-11-20,58610,2025,42500,-3.0,1,STOP_LOSS_3%
2025-11-21,58610,2025,46100,-3.0,3,STOP_LOSS_3%
2025-06-09,60250,2025,9100,-3.0,4,STOP_LOSS_3%
2025-06-18,60250,2025,10730,0.5591798695246971,10,MAX_DAYS
2025-07-09,60250,2025,15080,19.098143236074268,10,MAX_DAYS
2025-07-11,60250,2025,17780,-3.0,1,STOP_LOSS_3%
2025-07-22,60250,2025,18150,-3.0,1,STOP_LOSS_3%
2025-09-19,60250,2025,16190,-3.0,1,STOP_LOSS_3%
2025-09-25,60250,2025,18580,-3.0,1,STOP_LOSS_3%
2025-09-26,60250,2025,20200,-3.0,2,STOP_LOSS_3%
2025-01-02,60280,2025,7660,-3.0,1,STOP_LOSS_3%
2025-01-14,60280,2025,8700,-3.0,1,STOP_LOSS_3%
2025-01-20,60280,2025,10050,-3.0,1,STOP_LOSS_3%
2025-02-17,60370,2025,16000,-3.0,3,STOP_LOSS_3%
2025-06-09,60370,2025,22775,25.049396267837544,10,MAX_DAYS
2025-10-28,60370,2025,28200,-3.0,1,STOP_LOSS_3%
2025-12-12,60370,2025,36500,-3.0,1,STOP_LOSS_3%
2025-01-15,62040,2025,81600,-3.0,1,STOP_LOSS_3%
2025-04-29,62040,2025,55900,-3.0,1,STOP_LOSS_3%
2025-10-16,62040,2025,138500,-3.0,1,STOP_LOSS_3%
2025-02-06,64350,2025,71500,21.678321678321677,10,MAX_DAYS
2025-06-12,64400,2025,59000,33.05084745762712,10,MAX_DAYS
2025-06-16,64400,2025,71100,5.625879043600563,10,MAX_DAYS
2025-07-29,64760,2025,107100,-3.0,3,STOP_LOSS_3%
2025-06-12,65350,2025,72500,1.2413793103448276,10,MAX_DAYS
2025-05-28,66970,2025,56100,-3.0,3,STOP_LOSS_3%
2025-10-16,66970,2025,98400,26.727642276422763,10,MAX_DAYS
2025-02-05,67160,2025,115600,-3.0,4,STOP_LOSS_3%
2025-02-06,67160,2025,127900,-3.0,1,STOP_LOSS_3%
2025-01-06,67310,2025,11100,-3.0,1,STOP_LOSS_3%
2025-06-11,78160,2025,11600,-3.0,1,STOP_LOSS_3%
2025-09-05,78160,2025,12330,-3.0,3,STOP_LOSS_3%
2025-09-12,78160,2025,14430,-3.0,1,STOP_LOSS_3%
2025-01-14,78600,2025,95000,-0.7368421052631579,10,MAX_DAYS
2025-10-24,78600,2025,81900,-3.0,2,STOP_LOSS_3%
2025-05-08,79550,2025,372500,-3.0,3,STOP_LOSS_3%
2025-06-13,79550,2025,526000,3.2319391634980987,10,MAX_DAYS
2025-01-20,80220,2025,12700,31.5748031496063,10,MAX_DAYS
2025-02-07,80220,2025,16710,1.4961101137043686,10,MAX_DAYS
2025-10-02,80220,2025,20850,-3.0,10,STOP_LOSS_3%
2025-12-30,80220,2025,26350,0.0,0,NO_DATA
2025-02-17,82270,2025,28000,34.10714285714286,10,MAX_DAYS
2025-10-24,82270,2025,45250,-3.0,4,STOP_LOSS_3%
2025-11-11,82270,2025,40700,-3.0,1,STOP_LOSS_3%
2025-03-18,82740,2025,26950,-3.0,1,STOP_LOSS_3%
2025-08-29,82740,2025,47500,-3.0,1,STOP_LOSS_3%
2025-11-26,82920,2025,14786,-3.0,1,STOP_LOSS_3%
2025-12-09,82920,2025,19430,-3.0,1,STOP_LOSS_3%
2025-01-22,83650,2025,20900,-3.0,1,STOP_LOSS_3%
2025-04-29,83650,2025,28800,-3.0,1,STOP_LOSS_3%
2025-05-16,83650,2025,37800,-3.0,1,STOP_LOSS_3%
2025-12-05,83650,2025,59600,-3.0,1,STOP_LOSS_3%
