Date,Code,Year,Entry_Price,Return,Holding_Days,Exit_Reason
2023-03-28,22100,2023,8640,-3.0,1,STOP_LOSS_3%
2023-04-13,22100,2023,11660,21.612349914236706,10,MAX_DAYS
2023-04-17,22100,2023,15600,-3.0,4,STOP_LOSS_3%
2023-06-22,22100,2023,16680,-3.0,1,STOP_LOSS_3%
2023-07-11,22100,2023,20250,-3.0,1,STOP_LOSS_3%
2023-08-25,22100,2023,44400,36.711711711711715,10,MAX_DAYS
2023-11-06,22100,2023,63500,-3.0,1,STOP_LOSS_3%
2023-12-21,22100,2023,60200,0.33222591362126247,10,MAX_DAYS
2023-12-26,22100,2023,71400,-3.0,1,STOP_LOSS_3%
2024-09-02,22100,2024,30400,-3.0,2,STOP_LOSS_3%
2023-01-10,23590,2023,22100,-3.0,9,STOP_LOSS_3%
2021-02-05,26960,2021,38500,8.96103896103896,10,MAX_DAYS
2024-10-22,26960,2024,25300,-3.0,1,STOP_LOSS_3%
2024-10-29,26960,2024,23550,9.129511677282377,10,MAX_DAYS
2024-10-30,26960,2024,27600,-3.0,1,STOP_LOSS_3%
2021-08-18,28300,2021,37672,-3.0,1,STOP_LOSS_3%
2021-08-24,28300,2021,43323,40.16804007109388,10,MAX_DAYS
2022-05-12,28300,2022,30317,45.56519444536069,10,MAX_DAYS
2022-05-18,28300,2022,46911,-3.0,1,STOP_LOSS_3%
2022-07-08,28300,2022,36147,-3.0,6,STOP_LOSS_3%
2023-02-20,28300,2023,35862,-3.0,1,STOP_LOSS_3%
2023-05-17,28300,2023,37770,-3.0,1,STOP_LOSS_3%
2023-12-14,28300,2023,40450,31.520395550061803,10,MAX_DAYS
2023-12-19,28300,2023,49200,-3.0,1,STOP_LOSS_3%
2024-01-26,28300,2024,65200,-3.0,1,STOP_LOSS_3%
2024-03-08,28300,2024,98000,-3.0,3,STOP_LOSS_3%
2024-05-28,28300,2024,64700,-3.0,1,STOP_LOSS_3%
2024-11-18,28300,2024,78100,-3.0,1,STOP_LOSS_3%
2022-02-10,28670,2022,5990,9.181969949916526,10,MAX_DAYS
2022-11-07,28670,2022,4780,7.112970711297072,10,MAX_DAYS
2023-09-15,28670,2023,4820,-3.0,1,STOP_LOSS_3%
2024-02-02,30530,2024,4455,-3.0,8,STOP_LOSS_3%
2024-11-01,30530,2024,2895,-3.0,1,STOP_LOSS_3%
2024-11-15,30530,2024,2605,-3.0,3,STOP_LOSS_3%
2024-12-30,30530,2024,2550,4.509803921568627,10,MAX_DAYS
