VR_Thresh,Price_Thresh,Year,Signals,Avg_Return,Median_Return,Win_Rate,Std,Max_Return,Min_Return
3.0,5.0,2023,11,5.684110980177729,9.504232531326796,72.72727272727273,14.598607279447817,29.350348027842223,-17.174959871589092
3.0,5.0,2024,5,0.9001437739625313,-5.933682373472948,20.0,22.695749419244294,40.81346423562413,-14.518147684605754
3.0,5.0,2025,6,10.51475697244466,8.9211305389982,83.33333333333334,14.510723369970428,28.148148148148145,-9.233176838810644
3.0,7.0,2022,5,0.32416019394330214,-3.937007874015752,40.0,19.886404324462102,32.7944572748268,-21.327123104557423
3.0,7.0,2023,9,2.562263215257656,3.6525172754195534,66.66666666666666,13.526644017948673,18.4652278177458,-17.174959871589092
3.0,7.0,2024,4,-9.078186341452868,-8.766841186736475,0.0,4.797455192092045,-4.260915307732772,-14.518147684605754
3.0,7.0,2025,4,7.0364921498529505,5.745647485466365,75.0,15.0514097368794,25.88785046728972,-9.233176838810644
3.0,10.0,2022,3,-10.436880868826718,-6.04651162790698,0.0,9.490022839097383,-3.937007874015752,-21.327123104557423
3.0,10.0,2023,6,7.55232107884536,10.885112544014643,83.33333333333334,12.641809204239955,18.4652278177458,-15.797546012269937
3.0,10.0,2024,2,-13.059073842302876,-13.059073842302876,0.0,2.0634420162885516,-11.6,-14.518147684605754
3.0,10.0,2025,3,9.234169873122488,11.047835990888387,66.66666666666666,17.6306176394649,25.88785046728972,-9.233176838810644
3.5,3.0,2021,1,3.755985324295752,3.755985324295752,100.0,,3.755985324295752,3.755985324295752
3.5,3.0,2022,8,0.9846769900119112,-1.900010786322942,50.0,15.931635226458221,32.7944572748268,-21.327123104557423
3.5,3.0,2023,13,3.1275108967792846,3.6525172754195534,69.23076923076923,11.88452715948115,18.4652278177458,-17.174959871589092
3.5,3.0,2024,8,1.7384211218751346,-1.3695880886489937,50.0,17.228731552578672,40.81346423562413,-14.518147684605754
3.5,3.0,2025,6,10.786240480244873,9.735581062398834,83.33333333333334,14.44227445691508,28.148148148148145,-9.233176838810644
3.5,5.0,2021,1,3.755985324295752,3.755985324295752,100.0,,3.755985324295752,3.755985324295752
3.5,5.0,2022,7,0.8043178441227615,-3.937007874015752,42.857142857142854,17.199308897540735,32.7944572748268,-21.327123104557423
3.5,5.0,2023,10,3.317487275411279,6.578374903373175,70.0,12.974733957450603,18.4652278177458,-17.174959871589092
3.5,5.0,2024,5,0.9001437739625313,-5.933682373472948,20.0,22.695749419244294,40.81346423562413,-14.518147684605754
3.5,5.0,2025,5,11.25882334951199,11.047835990888387,80.0,16.09500248830803,28.148148148148145,-9.233176838810644
3.5,7.0,2022,5,0.32416019394330214,-3.937007874015752,40.0,19.886404324462102,32.7944572748268,-21.327123104557423
3.5,7.0,2023,9,2.562263215257656,3.6525172754195534,66.66666666666666,13.526644017948673,18.4652278177458,-17.174959871589092
3.5,7.0,2024,4,-9.078186341452868,-8.766841186736475,0.0,4.797455192092045,-4.260915307732772,-14.518147684605754
3.5,7.0,2025,4,7.0364921498529505,5.745647485466365,75.0,15.0514097368794,25.88785046728972,-9.233176838810644
3.5,10.0,2022,3,-10.436880868826718,-6.04651162790698,0.0,9.490022839097383,-3.937007874015752,-21.327123104557423
3.5,10.0,2023,6,7.55232107884536,10.885112544014643,83.33333333333334,12.641809204239955,18.4652278177458,-15.797546012269937
3.5,10.0,2024,2,-13.059073842302876,-13.059073842302876,0.0,2.0634420162885516,-11.6,-14.518147684605754
3.5,10.0,2025,3,9.234169873122488,11.047835990888387,66.66666666666666,17.6306176394649,25.88785046728972,-9.233176838810644
4.0,3.0,2021,1,3.755985324295752,3.755985324295752,100.0,,3.755985324295752,3.755985324295752
4.0,3.0,2022,6,4.4928913355694595,-1.900010786322942,50.0,15.514272360909523,32.7944572748268,-7.716049382716051
4.0,3.0,2023,10,3.474224330779779,3.591205088646565,70.0,11.618802909299319,18.4652278177458,-17.174959871589092
4.0,3.0,2024,5,-2.978325892228495,-4.260915307732772,40.0,6.611451744199258,5.381229089628459,-11.6
4.0,3.0,2025,6,10.786240480244873,9.735581062398834,83.33333333333334,14.44227445691508,28.148148148148145,-9.233176838810644
4.0,5.0,2021,1,3.755985324295752,3.755985324295752,100.0,,3.755985324295752,3.755985324295752
4.0,5.0,2022,6,4.4928913355694595,-1.900010786322942,50.0,15.514272360909523,32.7944572748268,-7.716049382716051
4.0,5.0,2023,8,4.857239368698606,6.578374903373175,75.0,12.44727662627076,18.4652278177458,-17.174959871589092
4.0,5.0,2024,3,-7.264865893735241,-5.933682373472948,0.0,3.8463720833444097,-4.260915307732772,-11.6
4.0,5.0,2025,5,11.25882334951199,11.047835990888387,80.0,16.09500248830803,28.148148148148145,-9.233176838810644
4.0,7.0,2022,4,5.736981018568484,-1.900010786322942,50.0,18.21998648219421,32.7944572748268,-6.04651162790698
4.0,7.0,2023,8,4.857239368698606,6.578374903373175,75.0,12.44727662627076,18.4652278177458,-17.174959871589092
4.0,7.0,2024,3,-7.264865893735241,-5.933682373472948,0.0,3.8463720833444097,-4.260915307732772,-11.6
4.0,7.0,2025,4,7.0364921498529505,5.745647485466365,75.0,15.0514097368794,25.88785046728972,-9.233176838810644
4.0,10.0,2022,2,-4.991759750961366,-4.991759750961366,0.0,1.4916444093149652,-3.937007874015752,-6.04651162790698
4.0,10.0,2023,5,12.222294497068422,12.265992556702487,100.0,6.01699983327927,18.4652278177458,3.6525172754195534
4.0,10.0,2024,1,-11.6,-11.6,0.0,,-11.6,-11.6
4.0,10.0,2025,3,9.234169873122488,11.047835990888387,66.66666666666666,17.6306176394649,25.88785046728972,-9.233176838810644
