매수일자,종목코드,종목명,시장,수급필터,진입가(종가),당일수익률(%),VR,10일후수익률(%),20일후수익률(%)
2025-04-09,298380,에이비엘바이오,KOSDAQ,개인 30D BUY,52600,5.52,4.42,31.94,13.5
2025-04-09,298380,에이비엘바이오,KOSDAQ,연기금 30D SELL,52600,5.52,4.42,31.94,13.5
2025-04-10,030530,원익홀딩스,KOSDAQ,개인 30D BUY,3970,11.99,4.59,8.31,8.82
2025-04-10,030530,원익홀딩스,KOSDAQ,금융투자 10D SELL,3970,11.99,4.59,8.31,8.82
2025-04-10,030530,원익홀딩스,KOSDAQ,연기금 30D SELL,3970,11.99,4.59,8.31,8.82
2025-04-10,437730,삼현,KOSDAQ,개인 30D BUY,9910,7.48,3.39,41.88,46.72
2025-04-11,389470,인벤티지랩,KOSDAQ,금융투자 10D SELL,17170,20.49,5.89,47.06,181.01
2025-04-11,030530,원익홀딩스,KOSDAQ,개인 30D BUY,4115,7.44,4.61,10.09,12.52
2025-04-11,030530,원익홀딩스,KOSDAQ,연기금 30D SELL,4115,7.44,4.61,10.09,12.52
2025-04-11,348370,엔켐,KOSDAQ,개인 30D BUY,83000,24.07,3.42,-0.36,-19.04
2025-04-11,348370,엔켐,KOSDAQ,연기금 30D SELL,83000,24.07,3.42,-0.36,-19.04
2025-04-11,030530,원익홀딩스,KOSDAQ,금융투자 10D SELL,4115,7.44,4.61,10.09,12.52
2025-04-15,090710,휴림로봇,KOSDAQ,금융투자 10D SELL,2145,10.0,6.54,-8.16,-1.4
2025-04-15,090710,휴림로봇,KOSDAQ,개인 30D BUY,2145,10.0,6.54,-8.16,-1.4
2025-04-16,085660,차바이오텍,KOSDAQ,연기금 30D SELL,10440,8.75,7.53,5.08,3.45
2025-04-16,085660,차바이오텍,KOSDAQ,개인 30D BUY,10440,8.75,7.53,5.08,3.45
2025-04-17,347700,스피어,KOSDAQ,개인 30D BUY,8360,11.17,3.25,14.11,24.4
2025-04-17,347700,스피어,KOSDAQ,금융투자 10D SELL,8360,11.17,3.25,14.11,24.4
2025-04-17,043260,성호전자,KOSDAQ,개인 30D BUY,1105,8.23,13.44,11.22,3.89
2025-04-17,437730,삼현,KOSDAQ,개인 30D BUY,13370,27.58,11.02,-1.35,6.43
2025-04-18,347850,디앤디파마텍,KOSDAQ,연기금 30D SELL,14864,6.84,8.51,20.71,56.24
2025-04-21,100790,미래에셋벤처투자,KOSDAQ,금융투자 10D SELL,5560,12.55,8.15,-12.23,-12.95
2025-04-21,100790,미래에셋벤처투자,KOSDAQ,연기금 30D SELL,5560,12.55,8.15,-12.23,-12.95
2025-04-21,100790,미래에셋벤처투자,KOSDAQ,개인 30D BUY,5560,12.55,8.15,-12.23,-12.95
2025-04-22,437730,삼현,KOSDAQ,금융투자 10D SELL,14700,17.13,8.66,0.41,-8.44
2025-04-22,058610,에스피지,KOSDAQ,연기금 30D SELL,25550,12.06,3.64,-2.15,-8.22
2025-04-22,058610,에스피지,KOSDAQ,금융투자 10D SELL,25550,12.06,3.64,-2.15,-8.22
2025-04-25,225570,넥슨게임즈,KOSDAQ,연기금 30D SELL,13710,5.06,4.16,-7.15,-5.76
2025-04-25,225570,넥슨게임즈,KOSDAQ,금융투자 10D SELL,13710,5.06,4.16,-7.15,-5.76
2025-04-28,083650,비에이치아이,KOSDAQ,연기금 30D SELL,25600,9.4,6.29,24.61,38.48
2025-04-28,043260,성호전자,KOSDAQ,개인 30D BUY,1204,5.71,5.7,-1.66,-4.32
2025-04-28,389470,인벤티지랩,KOSDAQ,연기금 30D SELL,27700,11.47,3.28,56.86,55.05
2025-04-28,389470,인벤티지랩,KOSDAQ,금융투자 10D SELL,27700,11.47,3.28,56.86,55.05
2025-04-28,389470,인벤티지랩,KOSDAQ,개인 30D BUY,27700,11.47,3.28,56.86,55.05
2025-04-29,083650,비에이치아이,KOSDAQ,연기금 30D SELL,28800,14.06,4.56,31.25,19.79
2025-04-29,389470,인벤티지랩,KOSDAQ,금융투자 10D SELL,33850,8.15,3.52,29.1,15.21
2025-04-29,389470,인벤티지랩,KOSDAQ,연기금 30D SELL,33850,8.15,3.52,29.1,15.21
2025-04-30,389470,인벤티지랩,KOSDAQ,개인 30D BUY,36100,5.71,3.18,12.74,3.05
2025-04-30,389470,인벤티지랩,KOSDAQ,연기금 30D SELL,36100,5.71,3.18,12.74,3.05
2025-04-30,389470,인벤티지랩,KOSDAQ,금융투자 10D SELL,36100,5.71,3.18,12.74,3.05
2025-05-07,389470,인벤티지랩,KOSDAQ,연기금 30D SELL,52900,10.44,3.32,-18.81,-23.16
2025-05-07,108490,로보티즈,KOSDAQ,연기금 30D SELL,35885,7.59,3.87,50.61,85.07
2025-05-07,108490,로보티즈,KOSDAQ,금융투자 10D SELL,35885,7.59,3.87,50.61,85.07
2025-05-07,437730,삼현,KOSDAQ,금융투자 10D SELL,14980,7.46,3.05,-3.81,-7.61
2025-05-07,389470,인벤티지랩,KOSDAQ,개인 30D BUY,52900,10.44,3.32,-18.81,-23.16
2025-05-07,389470,인벤티지랩,KOSDAQ,금융투자 10D SELL,52900,10.44,3.32,-18.81,-23.16
2025-05-07,437730,삼현,KOSDAQ,개인 30D BUY,14980,7.46,3.05,-3.81,-7.61
2025-05-08,098460,고영,KOSDAQ,개인 30D BUY,17400,21.25,6.85,-8.91,-9.2
2025-05-08,214430,아이쓰리시스템,KOSDAQ,개인 30D BUY,63800,6.69,3.07,12.23,25.39
2025-05-08,257720,실리콘투,KOSDAQ,금융투자 10D SELL,41300,11.02,3.61,-6.17,25.18
2025-05-08,251970,펌텍코리아,KOSDAQ,금융투자 10D SELL,59800,6.98,3.24,-4.85,-5.35
2025-05-08,251970,펌텍코리아,KOSDAQ,연기금 30D SELL,59800,6.98,3.24,-4.85,-5.35
2025-05-08,214150,클래시스,KOSDAQ,금융투자 10D SELL,70700,6.0,3.88,-17.4,-17.26
2025-05-08,257720,실리콘투,KOSDAQ,개인 30D BUY,41300,11.02,3.61,-6.17,25.18
2025-05-08,214430,아이쓰리시스템,KOSDAQ,금융투자 10D SELL,63800,6.69,3.07,12.23,25.39
2025-05-09,174900,앱클론,KOSDAQ,연기금 30D SELL,11270,8.68,3.8,7.81,10.91
2025-05-09,174900,앱클론,KOSDAQ,금융투자 10D SELL,11270,8.68,3.8,7.81,10.91
2025-05-09,122870,와이지엔터테인먼트,KOSDAQ,금융투자 10D SELL,74400,10.22,5.07,6.05,21.37
2025-05-12,214370,케어젠,KOSDAQ,금융투자 10D SELL,30550,8.72,8.63,18.99,13.58
2025-05-12,056080,유진로봇,KOSDAQ,개인 30D BUY,9630,29.78,11.94,16.41,8.62
2025-05-12,003380,하림지주,KOSDAQ,금융투자 10D SELL,6450,5.22,3.01,22.48,42.02
2025-05-12,214370,케어젠,KOSDAQ,개인 30D BUY,30550,8.72,8.63,18.99,13.58
2025-05-13,096530,씨젠,KOSDAQ,금융투자 10D SELL,29500,8.26,3.8,9.66,13.22
2025-05-13,347850,디앤디파마텍,KOSDAQ,연기금 30D SELL,22447,20.4,3.15,0.56,9.59
2025-05-14,277810,레인보우로보틱스,KOSDAQ,개인 30D BUY,310000,9.54,4.11,-13.87,-10.65
2025-05-14,082920,비츠로셀,KOSDAQ,금융투자 10D SELL,13500,5.73,4.13,9.53,12.52
2025-05-14,056080,유진로봇,KOSDAQ,개인 30D BUY,16260,7.4,3.31,-31.12,-37.95
2025-05-14,388720,유일로보틱스,KOSDAQ,개인 30D BUY,81100,8.42,3.59,-11.59,-7.03
2025-05-14,108490,로보티즈,KOSDAQ,연기금 30D SELL,47717,22.81,7.97,13.27,12.65
2025-05-14,108490,로보티즈,KOSDAQ,금융투자 10D SELL,47717,22.81,7.97,13.27,12.65
2025-05-14,082920,비츠로셀,KOSDAQ,개인 30D BUY,13500,5.73,4.13,9.53,12.52
2025-05-14,388720,유일로보틱스,KOSDAQ,연기금 30D SELL,81100,8.42,3.59,-11.59,-7.03
2025-05-14,060370,LS마린솔루션,KOSDAQ,금융투자 10D SELL,18694,9.23,3.81,-16.67,35.92
2025-05-14,082920,비츠로셀,KOSDAQ,연기금 30D SELL,13500,5.73,4.13,9.53,12.52
2025-05-16,083650,비에이치아이,KOSDAQ,금융투자 10D SELL,37800,14.55,3.81,-8.73,19.05
2025-05-16,102710,이엔에프테크놀로지,KOSDAQ,금융투자 10D SELL,28700,5.51,3.27,-0.7,13.24
2025-05-16,102710,이엔에프테크놀로지,KOSDAQ,개인 30D BUY,28700,5.51,3.27,-0.7,13.24
2025-05-16,102710,이엔에프테크놀로지,KOSDAQ,연기금 30D SELL,28700,5.51,3.27,-0.7,13.24
2025-05-16,083650,비에이치아이,KOSDAQ,연기금 30D SELL,37800,14.55,3.81,-8.73,19.05
2025-05-19,030530,원익홀딩스,KOSDAQ,개인 30D BUY,5310,16.83,6.82,0.38,-0.19
2025-05-19,030530,원익홀딩스,KOSDAQ,연기금 30D SELL,5310,16.83,6.82,0.38,-0.19
2025-05-19,030530,원익홀딩스,KOSDAQ,금융투자 10D SELL,5310,16.83,6.82,0.38,-0.19
2025-05-20,032820,우리기술,KOSDAQ,개인 30D BUY,2180,7.92,4.49,0.46,101.61
2025-05-20,030530,원익홀딩스,KOSDAQ,연기금 30D SELL,5480,5.59,4.13,11.86,-5.29
2025-05-20,030530,원익홀딩스,KOSDAQ,개인 30D BUY,5480,5.59,4.13,11.86,-5.29
2025-05-20,030530,원익홀딩스,KOSDAQ,금융투자 10D SELL,5480,5.59,4.13,11.86,-5.29
2025-05-21,293490,카카오게임즈,KOSDAQ,금융투자 10D SELL,15090,9.99,5.41,10.27,23.0
2025-05-21,290650,엘앤씨바이오,KOSDAQ,금융투자 10D SELL,29150,16.37,6.56,-7.72,0.17
2025-05-22,241710,코스메카코리아,KOSDAQ,연기금 30D SELL,49550,11.72,3.56,3.53,27.95
2025-05-22,096530,씨젠,KOSDAQ,금융투자 10D SELL,34450,6.16,6.58,-6.1,-3.63
2025-05-22,048410,현대바이오,KOSDAQ,금융투자 10D SELL,5650,6.81,4.2,-4.07,-22.21
2025-05-22,241710,코스메카코리아,KOSDAQ,금융투자 10D SELL,49550,11.72,3.56,3.53,27.95
2025-05-22,048410,현대바이오,KOSDAQ,개인 30D BUY,5650,6.81,4.2,-4.07,-22.21
2025-05-23,290650,엘앤씨바이오,KOSDAQ,금융투자 10D SELL,30600,6.62,3.29,-6.86,-5.56
2025-05-23,032820,우리기술,KOSDAQ,개인 30D BUY,2360,8.51,8.3,-1.48,84.32
2025-05-26,161580,필옵틱스,KOSDAQ,개인 30D BUY,34800,11.72,7.04,9.91,13.65
2025-05-27,298380,에이비엘바이오,KOSDAQ,연기금 30D SELL,82600,21.11,4.17,-3.15,-20.1
2025-05-30,078160,메디포스트,KOSDAQ,금융투자 10D SELL,10100,7.68,3.34,13.37,31.19
2025-05-30,131970,두산테스나,KOSDAQ,연기금 30D SELL,27100,14.35,10.61,4.24,-4.8
2025-05-30,131970,두산테스나,KOSDAQ,개인 30D BUY,27100,14.35,10.61,4.24,-4.8
2025-06-02,336570,원텍,KOSDAQ,연기금 30D SELL,10270,8.56,3.3,5.26,8.28
2025-06-04,030530,원익홀딩스,KOSDAQ,개인 30D BUY,6130,13.1,3.08,-15.33,-0.98
2025-06-04,030530,원익홀딩스,KOSDAQ,금융투자 10D SELL,6130,13.1,3.08,-15.33,-0.98
2025-06-04,052400,코나아이,KOSDAQ,금융투자 10D SELL,59000,6.31,5.74,37.29,3.56
2025-06-04,043260,성호전자,KOSDAQ,개인 30D BUY,1210,6.33,15.59,-2.73,-2.23
2025-06-05,014620,성광벤드,KOSDAQ,연기금 30D SELL,34050,22.48,7.65,-5.43,-15.71
2025-06-09,195940,HK이노엔,KOSDAQ,개인 30D BUY,46950,5.39,8.19,-10.76,-9.37
2025-06-09,060250,NHN KCP,KOSDAQ,개인 30D BUY,9100,12.9,13.07,35.71,19.78
2025-06-09,195940,HK이노엔,KOSDAQ,연기금 30D SELL,46950,5.39,8.19,-10.76,-9.37
2025-06-10,085660,차바이오텍,KOSDAQ,개인 30D BUY,11600,12.62,3.51,-4.4,-0.69
2025-06-10,087010,펩트론,KOSDAQ,연기금 30D SELL,192500,17.52,3.21,6.49,-1.04
2025-06-10,085660,차바이오텍,KOSDAQ,금융투자 10D SELL,11600,12.62,3.51,-4.4,-0.69
2025-06-10,087010,펩트론,KOSDAQ,개인 30D BUY,192500,17.52,3.21,6.49,-1.04
2025-06-11,240810,원익IPS,KOSDAQ,연기금 30D SELL,26500,9.73,3.78,3.02,3.58
2025-06-11,403870,HPSP,KOSDAQ,연기금 30D SELL,27700,13.52,4.35,3.79,-5.05
2025-06-11,476060,온코닉테라퓨틱스,KOSDAQ,개인 30D BUY,5900,5.6,3.97,-7.0,-2.76
2025-06-11,347850,디앤디파마텍,KOSDAQ,금융투자 10D SELL,24374,5.3,3.02,30.39,23.72
2025-06-11,347850,디앤디파마텍,KOSDAQ,연기금 30D SELL,24374,5.3,3.02,30.39,23.72
2025-06-11,476060,온코닉테라퓨틱스,KOSDAQ,금융투자 10D SELL,5900,5.6,3.97,-7.0,-2.76
2025-06-12,065350,신성델타테크,KOSDAQ,연기금 30D SELL,72500,21.44,7.93,1.24,3.03
2025-06-12,032820,우리기술,KOSDAQ,개인 30D BUY,2620,5.86,3.29,60.11,51.15
2025-06-12,323280,태성,KOSDAQ,개인 30D BUY,27450,10.69,4.61,-8.74,-1.28
2025-06-12,225570,넥슨게임즈,KOSDAQ,연기금 30D SELL,15240,10.92,7.1,-7.41,-6.43
2025-06-12,065350,신성델타테크,KOSDAQ,개인 30D BUY,72500,21.44,7.93,1.24,3.03
2025-06-13,161580,필옵틱스,KOSDAQ,개인 30D BUY,41650,6.39,4.43,-8.4,-15.61
2025-06-16,032820,우리기술,KOSDAQ,개인 30D BUY,3380,21.58,4.97,47.93,14.79
2025-06-17,090360,로보스타,KOSDAQ,개인 30D BUY,25800,5.52,5.86,10.66,12.21
2025-06-18,060250,NHN KCP,KOSDAQ,개인 30D BUY,10730,14.51,10.39,0.56,48.37
2025-06-19,950160,코오롱티슈진,KOSDAQ,금융투자 10D SELL,46100,18.97,7.34,-4.77,-5.21
2025-06-19,950160,코오롱티슈진,KOSDAQ,개인 30D BUY,46100,18.97,7.34,-4.77,-5.21
2025-06-19,100790,미래에셋벤처투자,KOSDAQ,금융투자 10D SELL,7890,5.91,3.19,-15.21,-11.41
2025-06-19,028300,HLB,KOSDAQ,개인 30D BUY,53200,6.61,3.9,-6.02,1.5
2025-06-19,028300,HLB,KOSDAQ,연기금 30D SELL,53200,6.61,3.9,-6.02,1.5
2025-06-20,108490,로보티즈,KOSDAQ,연기금 30D SELL,61351,10.14,3.55,5.87,30.79
2025-06-20,098460,고영,KOSDAQ,금융투자 10D SELL,16300,7.17,3.56,-3.87,-6.75
2025-06-20,310210,보로노이,KOSDAQ,금융투자 10D SELL,108900,14.75,4.17,8.17,30.67
2025-06-20,247540,에코프로비엠,KOSDAQ,연기금 30D SELL,102000,11.72,3.53,2.06,10.0
2025-06-20,098460,고영,KOSDAQ,개인 30D BUY,16300,7.17,3.56,-3.87,-6.75
2025-06-20,277810,레인보우로보틱스,KOSDAQ,개인 30D BUY,290000,6.23,3.79,-7.59,-5.52
2025-06-20,310210,보로노이,KOSDAQ,연기금 30D SELL,108900,14.75,4.17,8.17,30.67
2025-06-20,277810,레인보우로보틱스,KOSDAQ,금융투자 10D SELL,290000,6.23,3.79,-7.59,-5.52
2025-06-23,277810,레인보우로보틱스,KOSDAQ,개인 30D BUY,305500,7.57,3.63,-13.91,-9.49
2025-06-23,466100,클로봇,KOSDAQ,연기금 30D SELL,19420,10.72,8.04,-1.39,5.3
2025-06-23,328130,루닛,KOSDAQ,개인 30D BUY,52800,15.41,4.19,-7.29,-7.86
2025-06-23,348340,뉴로메카,KOSDAQ,개인 30D BUY,24400,5.17,3.02,-5.12,-3.89
2025-06-23,328130,루닛,KOSDAQ,연기금 30D SELL,52800,15.41,4.19,-7.29,-7.86
2025-06-23,160190,하이젠알앤엠,KOSDAQ,개인 30D BUY,36500,7.04,3.29,-6.16,-1.64
2025-06-23,466100,클로봇,KOSDAQ,개인 30D BUY,19420,10.72,8.04,-1.39,5.3
2025-06-23,090360,로보스타,KOSDAQ,개인 30D BUY,30800,19.38,13.43,-8.44,-8.6
2025-06-23,058610,에스피지,KOSDAQ,개인 30D BUY,27600,6.98,3.71,-5.07,-2.72
2025-06-23,348340,뉴로메카,KOSDAQ,연기금 30D SELL,24400,5.17,3.02,-5.12,-3.89
2025-06-24,417200,LS머트리얼즈,KOSDAQ,연기금 30D SELL,11900,5.4,3.04,-9.16,-6.72
2025-06-24,086520,에코프로,KOSDAQ,연기금 30D SELL,48900,10.38,3.36,-8.18,-2.45
2025-06-24,417200,LS머트리얼즈,KOSDAQ,개인 30D BUY,11900,5.4,3.04,-9.16,-6.72
2025-06-24,293490,카카오게임즈,KOSDAQ,금융투자 10D SELL,23500,27.37,8.44,-22.81,-26.13
2025-06-24,293490,카카오게임즈,KOSDAQ,개인 30D BUY,23500,27.37,8.44,-22.81,-26.13
2025-06-24,417200,LS머트리얼즈,KOSDAQ,금융투자 10D SELL,11900,5.4,3.04,-9.16,-6.72
2025-06-25,085660,차바이오텍,KOSDAQ,금융투자 10D SELL,11990,9.4,3.17,-0.75,-4.59
2025-06-25,080220,제주반도체,KOSDAQ,개인 30D BUY,17970,7.48,10.27,-14.52,-14.08
2025-06-25,085660,차바이오텍,KOSDAQ,개인 30D BUY,11990,9.4,3.17,-0.75,-4.59
2025-06-26,475830,오름테라퓨틱,KOSDAQ,금융투자 10D SELL,19500,6.79,4.63,8.72,17.69
2025-06-26,475830,오름테라퓨틱,KOSDAQ,개인 30D BUY,19500,6.79,4.63,8.72,17.69
2025-06-27,078160,메디포스트,KOSDAQ,금융투자 10D SELL,13450,7.6,3.17,-18.22,-17.77
2025-07-01,032190,다우데이타,KOSDAQ,금융투자 10D SELL,19810,14.84,4.78,-6.92,-18.63
2025-07-02,068760,셀트리온제약,KOSDAQ,연기금 30D SELL,53149,7.33,9.62,-2.58,0.18
2025-07-02,000250,삼천당제약,KOSDAQ,개인 30D BUY,154600,6.84,4.09,5.95,38.42
2025-07-02,068760,셀트리온제약,KOSDAQ,개인 30D BUY,53149,7.33,9.62,-2.58,0.18
2025-07-02,068760,셀트리온제약,KOSDAQ,금융투자 10D SELL,53149,7.33,9.62,-2.58,0.18
2025-07-02,000250,삼천당제약,KOSDAQ,금융투자 10D SELL,154600,6.84,4.09,5.95,38.42
2025-07-03,101490,에스앤에스텍,KOSDAQ,연기금 30D SELL,46250,8.19,3.99,6.49,8.54
2025-07-03,036810,에프에스티,KOSDAQ,연기금 30D SELL,21023,15.85,3.76,4.72,10.62
2025-07-03,376900,로킷헬스케어,KOSDAQ,개인 30D BUY,19120,27.04,3.58,-9.62,-19.14
2025-07-03,376900,로킷헬스케어,KOSDAQ,금융투자 10D SELL,19120,27.04,3.58,-9.62,-19.14
2025-07-03,376900,로킷헬스케어,KOSDAQ,연기금 30D SELL,19120,27.04,3.58,-9.62,-19.14
2025-07-07,048410,현대바이오,KOSDAQ,금융투자 10D SELL,5345,18.25,8.82,27.03,8.89
2025-07-07,048410,현대바이오,KOSDAQ,개인 30D BUY,5345,18.25,8.82,27.03,8.89
2025-07-09,060250,NHN KCP,KOSDAQ,연기금 30D SELL,15080,10.72,4.82,19.1,-0.07
2025-07-09,060250,NHN KCP,KOSDAQ,금융투자 10D SELL,15080,10.72,4.82,19.1,-0.07
2025-07-09,060250,NHN KCP,KOSDAQ,개인 30D BUY,15080,10.72,4.82,19.1,-0.07
2025-07-10,424870,이뮨온시아,KOSDAQ,개인 30D BUY,5700,14.46,11.04,-1.05,-8.6
2025-07-10,424870,이뮨온시아,KOSDAQ,금융투자 10D SELL,5700,14.46,11.04,-1.05,-8.6
2025-07-11,319660,피에스케이,KOSDAQ,연기금 30D SELL,19810,7.96,3.7,-0.91,7.27
2025-07-11,060250,NHN KCP,KOSDAQ,개인 30D BUY,17780,13.39,6.06,-1.8,-14.23
2025-07-11,060250,NHN KCP,KOSDAQ,금융투자 10D SELL,17780,13.39,6.06,-1.8,-14.23
2025-07-11,048410,현대바이오,KOSDAQ,금융투자 10D SELL,6960,6.18,6.38,-9.2,-16.67
2025-07-11,060250,NHN KCP,KOSDAQ,연기금 30D SELL,17780,13.39,6.06,-1.8,-14.23
2025-07-11,048410,현대바이오,KOSDAQ,개인 30D BUY,6960,6.18,6.38,-9.2,-16.67
2025-07-14,214370,케어젠,KOSDAQ,개인 30D BUY,43000,11.11,5.58,33.95,6.86
2025-07-14,214370,케어젠,KOSDAQ,연기금 30D SELL,43000,11.11,5.58,33.95,6.86
2025-07-14,214370,케어젠,KOSDAQ,금융투자 10D SELL,43000,11.11,5.58,33.95,6.86
2025-07-15,222800,심텍,KOSDAQ,금융투자 10D SELL,25500,14.61,4.32,-11.37,6.27
2025-07-15,087010,펩트론,KOSDAQ,연기금 30D SELL,235000,23.68,3.58,27.23,30.0
2025-07-15,389470,인벤티지랩,KOSDAQ,개인 30D BUY,33400,6.2,3.57,-1.2,-8.23
2025-07-15,397030,에이프릴바이오,KOSDAQ,개인 30D BUY,20000,6.61,4.43,8.25,0.0
2025-07-15,389470,인벤티지랩,KOSDAQ,연기금 30D SELL,33400,6.2,3.57,-1.2,-8.23
2025-07-15,087010,펩트론,KOSDAQ,개인 30D BUY,235000,23.68,3.58,27.23,30.0
2025-07-15,087010,펩트론,KOSDAQ,금융투자 10D SELL,235000,23.68,3.58,27.23,30.0
2025-07-15,397030,에이프릴바이오,KOSDAQ,금융투자 10D SELL,20000,6.61,4.43,8.25,0.0
2025-07-15,347850,디앤디파마텍,KOSDAQ,개인 30D BUY,36061,6.19,3.18,-7.91,-7.7
2025-07-16,213420,덕산네오룩스,KOSDAQ,금융투자 10D SELL,41300,5.9,4.24,-1.09,12.83
2025-07-16,084370,유진테크,KOSDAQ,금융투자 10D SELL,45500,5.08,3.15,1.43,9.45
2025-07-16,036830,솔브레인홀딩스,KOSDAQ,금융투자 10D SELL,45950,14.73,6.77,-2.18,3.92
2025-07-16,213420,덕산네오룩스,KOSDAQ,연기금 30D SELL,41300,5.9,4.24,-1.09,12.83
2025-07-17,397030,에이프릴바이오,KOSDAQ,개인 30D BUY,22200,5.21,3.11,-4.73,-2.93
2025-07-17,389470,인벤티지랩,KOSDAQ,개인 30D BUY,35650,9.02,3.32,-13.88,3.37
2025-07-17,087010,펩트론,KOSDAQ,개인 30D BUY,283500,17.88,3.23,3.53,24.69
2025-07-17,087010,펩트론,KOSDAQ,금융투자 10D SELL,283500,17.88,3.23,3.53,24.69
2025-07-17,389470,인벤티지랩,KOSDAQ,연기금 30D SELL,35650,9.02,3.32,-13.88,3.37
2025-07-17,140410,메지온,KOSDAQ,금융투자 10D SELL,40900,9.21,3.12,-5.99,-8.56
2025-07-17,232140,와이씨,KOSDAQ,금융투자 10D SELL,11690,12.84,8.32,-4.19,-1.11
2025-07-17,087010,펩트론,KOSDAQ,연기금 30D SELL,283500,17.88,3.23,3.53,24.69
2025-07-17,389470,인벤티지랩,KOSDAQ,금융투자 10D SELL,35650,9.02,3.32,-13.88,3.37
2025-07-17,039200,오스코텍,KOSDAQ,금융투자 10D SELL,34650,5.0,3.13,-8.8,-0.43
2025-07-17,039200,오스코텍,KOSDAQ,개인 30D BUY,34650,5.0,3.13,-8.8,-0.43
2025-07-17,140410,메지온,KOSDAQ,연기금 30D SELL,40900,9.21,3.12,-5.99,-8.56
2025-07-18,247540,에코프로비엠,KOSDAQ,연기금 30D SELL,112200,6.65,4.02,-4.37,17.02
2025-07-18,009520,포스코엠텍,KOSDAQ,개인 30D BUY,13160,11.34,15.2,5.4,6.76
2025-07-18,226950,올릭스,KOSDAQ,금융투자 10D SELL,42000,5.79,3.2,10.0,35.71
2025-07-18,078600,대주전자재료,KOSDAQ,금융투자 10D SELL,77300,7.21,4.06,-8.28,-5.3
2025-07-18,078600,대주전자재료,KOSDAQ,연기금 30D SELL,77300,7.21,4.06,-8.28,-5.3
2025-07-18,009520,포스코엠텍,KOSDAQ,금융투자 10D SELL,13160,11.34,15.2,5.4,6.76
2025-07-18,078600,대주전자재료,KOSDAQ,개인 30D BUY,77300,7.21,4.06,-8.28,-5.3
2025-07-18,226950,올릭스,KOSDAQ,개인 30D BUY,42000,5.79,3.2,10.0,35.71
2025-07-22,214370,케어젠,KOSDAQ,연기금 30D SELL,59000,9.46,3.25,-18.14,-21.1
2025-07-22,214370,케어젠,KOSDAQ,개인 30D BUY,59000,9.46,3.25,-18.14,-21.1
2025-07-22,060250,NHN KCP,KOSDAQ,개인 30D BUY,18150,15.53,3.57,-18.62,-23.69
2025-07-22,214370,케어젠,KOSDAQ,금융투자 10D SELL,59000,9.46,3.25,-18.14,-21.1
2025-07-22,060250,NHN KCP,KOSDAQ,연기금 30D SELL,18150,15.53,3.57,-18.62,-23.69
2025-07-22,060250,NHN KCP,KOSDAQ,금융투자 10D SELL,18150,15.53,3.57,-18.62,-23.69
2025-07-23,000250,삼천당제약,KOSDAQ,개인 30D BUY,213500,28.54,5.03,-10.59,-18.59
2025-07-23,000250,삼천당제약,KOSDAQ,연기금 30D SELL,213500,28.54,5.03,-10.59,-18.59
2025-07-23,000250,삼천당제약,KOSDAQ,금융투자 10D SELL,213500,28.54,5.03,-10.59,-18.59
2025-07-24,323280,태성,KOSDAQ,개인 30D BUY,29950,5.09,5.17,6.01,1.0
2025-07-24,298380,에이비엘바이오,KOSDAQ,개인 30D BUY,88600,18.77,5.31,-16.37,-7.67
2025-07-24,323280,태성,KOSDAQ,금융투자 10D SELL,29950,5.09,5.17,6.01,1.0
2025-07-24,083650,비에이치아이,KOSDAQ,연기금 30D SELL,40500,5.47,6.9,5.31,28.15
2025-07-24,083650,비에이치아이,KOSDAQ,개인 30D BUY,40500,5.47,6.9,5.31,28.15
2025-07-28,131970,두산테스나,KOSDAQ,금융투자 10D SELL,35350,7.12,11.68,2.4,2.83
2025-07-28,005290,동진쎄미켐,KOSDAQ,금융투자 10D SELL,32550,6.2,4.64,-2.61,-7.83
2025-07-28,102710,이엔에프테크놀로지,KOSDAQ,금융투자 10D SELL,42150,14.23,4.17,2.85,-8.54
2025-07-28,183300,코미코,KOSDAQ,금융투자 10D SELL,70900,17.58,5.04,11.0,17.35
2025-07-28,036810,에프에스티,KOSDAQ,금융투자 10D SELL,23007,9.44,4.92,-4.09,-11.21
2025-07-28,218410,RFHIC,KOSDAQ,금융투자 10D SELL,29700,6.45,3.04,-10.61,-13.47
2025-07-28,183300,코미코,KOSDAQ,연기금 30D SELL,70900,17.58,5.04,11.0,17.35
2025-07-28,036810,에프에스티,KOSDAQ,연기금 30D SELL,23007,9.44,4.92,-4.09,-11.21
2025-07-28,005290,동진쎄미켐,KOSDAQ,개인 30D BUY,32550,6.2,4.64,-2.61,-7.83
2025-07-28,399720,가온칩스,KOSDAQ,개인 30D BUY,51000,11.35,11.66,-10.29,-14.61
2025-07-28,240810,원익IPS,KOSDAQ,금융투자 10D SELL,31500,11.9,4.57,18.89,30.32
2025-07-28,005290,동진쎄미켐,KOSDAQ,연기금 30D SELL,32550,6.2,4.64,-2.61,-7.83
2025-07-28,183300,코미코,KOSDAQ,개인 30D BUY,70900,17.58,5.04,11.0,17.35
2025-07-28,323280,태성,KOSDAQ,금융투자 10D SELL,36050,7.13,4.25,-9.29,-17.48
2025-07-29,033500,동성화인텍,KOSDAQ,연기금 30D SELL,27950,12.93,5.66,0.36,11.09
2025-07-29,064760,티씨케이,KOSDAQ,연기금 30D SELL,107100,12.38,5.75,-0.65,3.55
