Code,Name,Market,Grade,Badges,VR,Change,Vol_ZScore,ATR_Ratio,개인_1D,개인_3D,외국인_1D,외국인_3D,금융투자_1D,금융투자_3D,연기금_1D,연기금_3D,Expected_Return,Expected_WinRate,News_Link,DART_Link,Chart_Link
307950,현대오토에버,KOSPI,A,🔥ATR ⚡Z-VOL,3.085565611471468,15.530303030303031,2.205243055043594,1.9816336394393428,-119.847925,-159.92863499999996,-58.8638925,148.5605325,-23.4062075,-27.058850000000014,129.30881,55.403667499999955,8.48,56.2,https://finance.naver.com/item/news.naver?code=307950,https://dart.fss.or.kr/dsab001/search.ax?textCrpNM=307950,https://finance.naver.com/item/main.naver?code=307950
