Strategy,Signals,Avg_Return_20D,Win_Rate_20D,Median_20D,Std_20D,Period,Track,Duration,N_Investors,Description
Foreign_SELL & FinInvest_BUY & Pension_SELL,60,13.248834490834136,60.0,8.110496412413736,30.10372009427574,OOS,A,1,3.0,
Foreign_SELL & FinInvest_SELL & Pension_BUY,100,1.6130981463397256,50.0,0.026143446132459447,17.206667026797916,OOS,A,1,3.0,
Foreign_SELL & FinInvest_SELL & Pension_SELL,76,15.13585531048817,56.57894736842105,4.1291074710031905,41.771665071675464,OOS,A,1,3.0,
Retail_BUY & Foreign_BUY & FinInvest_SELL & Pension_SELL,16,3.960038159822988,43.75,-0.1273184572424812,25.71285306501973,OOS,A,1,4.0,
Retail_BUY & Foreign_SELL & FinInvest_BUY & Pension_SELL,54,12.216391156482429,59.25925925925925,6.633068405101527,30.21133538026474,OOS,A,1,4.0,
Retail_BUY & Foreign_SELL & FinInvest_SELL & Pension_BUY,84,1.5914649837426074,48.80952380952381,-0.5825791237704325,17.271353378068092,OOS,A,1,4.0,
Retail_BUY & Foreign_SELL & FinInvest_SELL & Pension_SELL,76,15.13585531048817,56.57894736842105,4.1291074710031905,41.771665071675464,OOS,A,1,4.0,
Retail_SELL & Foreign_BUY & FinInvest_BUY & Pension_SELL,197,11.688698421773775,57.868020304568525,4.04234841193456,27.34421181108843,OOS,A,1,4.0,
Retail_SELL & Foreign_BUY & FinInvest_SELL & Pension_BUY,260,9.022715253181737,57.692307692307686,3.2682171101565016,26.901076022883327,OOS,A,1,4.0,
Retail_SELL & Foreign_BUY & FinInvest_SELL & Pension_SELL,153,9.678041801369204,56.209150326797385,2.8288543140028377,26.227119227918667,OOS,A,1,4.0,
Retail_SELL & Foreign_SELL & FinInvest_BUY & Pension_BUY,52,11.778660185347217,65.38461538461539,7.674434381466022,24.995326850754207,OOS,A,1,4.0,
Retail_SELL & Foreign_SELL & FinInvest_SELL & Pension_BUY,16,1.7266722499746017,56.25,1.051753126419008,17.41982240034735,OOS,A,1,4.0,
Smart_Alignment,1719,1.7350653550390978,45.43339150668994,-1.6949152542372836,19.5407493475281,IS,B,1,,Foreign BUY AND Pension BUY
Retail_Exhaustion,2872,2.127065651943606,44.60306406685237,-1.7972354047092576,22.0701160829352,IS,B,1,,Retail SELL
Handover,2850,2.17010707427329,44.631578947368425,-1.7972354047092576,22.12067899486293,IS,B,1,,Retail SELL AND (Foreign OR Pension BUY)
Pension_SELL,1578,3.61148964369469,45.12040557667934,-1.8130801621714654,26.859945837754097,IS,B,1,,Pension SELL only
Smart_Alignment,653,7.09117930607302,54.97702909647779,2.229654403567438,23.425552991857476,OOS,B,1,,Foreign BUY AND Pension BUY
Retail_Exhaustion,1071,8.561465630125431,56.209150326797385,2.7203482045701888,24.71811611109385,OOS,B,1,,Retail SELL
Handover,1065,8.482708678745858,56.15023474178403,2.6694045174537884,24.679473618837058,OOS,B,1,,Retail SELL AND (Foreign OR Pension BUY)
Pension_SELL,503,11.499788638249782,56.85884691848907,3.688092729188619,29.884728932471717,OOS,B,1,,Pension SELL only
Foreign_Z_gt2,1610,2.583540999148152,45.15527950310559,-1.7037125861241953,22.637741705138787,IS,C,1,,Foreign 1D Z > 2.0
Retail_Z_lt_neg2,1760,2.2744603025168044,45.0,-1.7492074899273513,22.394649147610014,IS,C,1,,Retail 1D Z < -2.0
Foreign_OR_Retail_Extreme,1889,2.424326936559424,45.10322922181048,-1.712509918011107,22.34046257241974,IS,C,1,,Foreign 1D Z > 2 OR Retail 1D Z < -2
Foreign_Z_gt1,2120,2.3135746479861834,44.528301886792455,-1.8961443723922944,21.982028435843997,IS,C,1,,Foreign 1D Z > 1.0 (moderate)
Pension_Z_lt_neg1,488,3.769320022620295,44.67213114754098,-2.0587535876324115,27.454337411156207,IS,C,1,,Pension 1D Z < -1.0
Foreign_Z_gt2,658,8.058466597178214,54.7112462006079,2.3255904602301314,25.00544395032047,OOS,C,1,,Foreign 1D Z > 2.0
Retail_Z_lt_neg2,710,8.0559671175492,55.774647887323944,2.6599906769220527,24.4261531669502,OOS,C,1,,Retail 1D Z < -2.0
Foreign_OR_Retail_Extreme,745,7.8239276614956665,55.302013422818796,2.3809523809523725,24.113575520835717,OOS,C,1,,Foreign 1D Z > 2 OR Retail 1D Z < -2
Foreign_Z_gt1,820,7.5234436652366625,54.63414634146342,2.2171199707431533,24.05767944140826,OOS,C,1,,Foreign 1D Z > 1.0 (moderate)
Pension_Z_lt_neg1,153,11.753776422718225,58.16993464052288,4.590818363273463,32.618600520518456,OOS,C,1,,Pension 1D Z < -1.0
Retail_BUY,1121,3.446650697220486,47.63603925066904,-0.8368200836820106,24.38361548590403,IS,A,3,1.0,
Retail_SELL,2758,2.2727906882876203,44.48875997099348,-2.002227171492205,22.382336614436408,IS,A,3,1.0,
Foreign_BUY,2647,2.5001076993333076,44.76766150358897,-2.0044543429844075,22.906379525834822,IS,A,3,1.0,
Foreign_SELL,1232,2.8524895046640886,46.75324675324675,-0.979792161662707,23.149836950110764,IS,A,3,1.0,
FinInvest_BUY,2224,2.7020501951900706,45.368705035971225,-1.7037125861241953,22.438038519960386,IS,A,3,1.0,
FinInvest_SELL,1655,2.4910528796245957,45.438066465256796,-1.7278031219936096,23.69867734731528,IS,A,3,1.0,
Pension_BUY,2373,1.6845338714597857,45.0063211125158,-1.7766497461928932,19.852087958738064,IS,A,3,1.0,
Pension_SELL,1506,4.073474948809662,46.015936254980076,-1.4333393201167555,27.134485560978423,IS,A,3,1.0,
Retail_BUY & Foreign_BUY,124,6.7999938214002675,54.03225806451613,1.7298831233042877,26.286256767807345,IS,A,3,2.0,
Retail_BUY & Foreign_SELL,997,3.0295849525882965,46.84052156469408,-1.1111111111111072,24.118000171402418,IS,A,3,2.0,
Retail_SELL & Foreign_BUY,2523,2.2887775847331087,44.31232659532303,-2.124645892351273,22.712279846094095,IS,A,3,2.0,
Retail_SELL & Foreign_SELL,235,2.101152646875001,46.38297872340426,-0.8350730688935326,18.512660953441525,IS,A,3,2.0,
Retail_BUY & FinInvest_BUY,465,3.752805417364385,46.666666666666664,-1.379310344827589,24.973317275522618,IS,A,3,2.0,
Retail_BUY & FinInvest_SELL,656,3.229635537362386,48.323170731707314,-0.5248735438029561,23.973656599360442,IS,A,3,2.0,
Retail_SELL & FinInvest_BUY,1759,2.4242780642571224,45.0255827174531,-1.8126888217522616,21.71767283323193,IS,A,3,2.0,
Retail_SELL & FinInvest_SELL,999,2.0060576609299097,43.54354354354354,-2.155172413793105,23.515792532280013,IS,A,3,2.0,
Retail_BUY & Pension_BUY,484,1.660551798332438,46.074380165289256,-1.4233675121424705,20.92811257619478,IS,A,3,2.0,
Retail_BUY & Pension_SELL,637,4.803749389625219,48.822605965463104,-0.3921568627450966,26.6482914778233,IS,A,3,2.0,
Retail_SELL & Pension_BUY,1889,1.6906785635686457,44.732662784542086,-2.0000000000000018,19.572638267686067,IS,A,3,2.0,
Retail_SELL & Pension_SELL,869,3.5381644553694898,43.958573072497124,-2.0044543429844075,27.488362338934493,IS,A,3,2.0,
Foreign_BUY & FinInvest_BUY,1607,2.527332094142989,44.741754822650904,-2.030456852791873,22.124319849791426,IS,A,3,2.0,
Foreign_BUY & FinInvest_SELL,1040,2.4580407738918097,44.80769230769231,-1.9300608646084294,24.075700537368135,IS,A,3,2.0,
Foreign_SELL & FinInvest_BUY,617,3.1571101439464084,47.00162074554295,-0.9469696969697016,23.247447305328905,IS,A,3,2.0,
Foreign_SELL & FinInvest_SELL,615,2.5468782291564596,46.5040650406504,-1.1050537792839266,23.06636884320138,IS,A,3,2.0,
Foreign_BUY & Pension_BUY,1697,1.758146652428488,44.902769593400116,-2.030456852791873,19.840164933843816,IS,A,3,2.0,
Foreign_BUY & Pension_SELL,950,3.825484432593812,44.526315789473685,-1.961694207600795,27.509150952599526,IS,A,3,2.0,
Foreign_SELL & Pension_BUY,676,1.4997396565132068,45.26627218934911,-1.3745722503306521,19.89548999322493,IS,A,3,2.0,
Foreign_SELL & Pension_SELL,556,4.497199751696455,48.561151079136685,-0.453810390135434,26.501220369801942,IS,A,3,2.0,
FinInvest_BUY & Pension_BUY,1458,2.0154527735884553,45.3360768175583,-1.7311303791904764,20.02714544894147,IS,A,3,2.0,
FinInvest_BUY & Pension_SELL,766,4.008915783564948,45.43080939947781,-1.6104468422928622,26.391355372675488,IS,A,3,2.0,
FinInvest_SELL & Pension_BUY,915,1.1572335880678732,44.48087431693989,-1.7889087656529523,19.569234559472832,IS,A,3,2.0,
FinInvest_SELL & Pension_SELL,740,4.140302409049461,46.62162162162162,-1.1947219924054342,27.900608457941285,IS,A,3,2.0,
Retail_BUY & Foreign_BUY & FinInvest_SELL,93,6.456343381765356,54.83870967741935,1.7612524461839474,26.88655321726865,IS,A,3,3.0,
Retail_BUY & Foreign_SELL & FinInvest_BUY,434,3.461509722868627,46.31336405529954,-1.5814767973538257,24.989116877167955,IS,A,3,3.0,
Retail_BUY & Foreign_SELL & FinInvest_SELL,563,2.6966269591572773,47.246891651865006,-0.9307135470527416,23.441393851955983,IS,A,3,3.0,
Retail_SELL & Foreign_BUY & FinInvest_BUY,1576,2.4230097563060458,44.60659898477157,-2.0416061925495885,22.064626067718113,IS,A,3,3.0,
Retail_SELL & Foreign_BUY & FinInvest_SELL,947,2.0653880362653694,43.822597676874345,-2.155172413793105,23.761210074568755,IS,A,3,3.0,
Retail_SELL & Foreign_SELL & FinInvest_BUY,183,2.435200760054371,48.63387978142077,-0.3065134099616839,18.514676072493497,IS,A,3,3.0,
Retail_SELL & Foreign_SELL & FinInvest_SELL,52,0.9255602485706778,38.46153846153847,-2.2116735361768445,18.63767144060215,IS,A,3,3.0,
Retail_BUY & Foreign_BUY & Pension_SELL,105,8.07679327879657,53.333333333333336,1.7612524461839474,27.009992283966895,IS,A,3,3.0,
Retail_BUY & Foreign_SELL & Pension_BUY,465,1.7388626469094777,45.59139784946237,-1.4787430683918634,20.94094853075187,IS,A,3,3.0,
Retail_BUY & Foreign_SELL & Pension_SELL,532,4.157753885183505,47.93233082706767,-0.6309912650163285,26.554304704586368,IS,A,3,3.0,
