Strategy,Signals,Avg_Return_20D,Win_Rate_20D,Median_20D,Std_20D,Period,Track,Duration,N_Investors,Description
Retail_SELL & Foreign_BUY & Pension_BUY,1678,1.7809528781830457,44.75566150178784,-2.0416061925495885,19.831166369668132,IS,A,3,3.0,
Retail_SELL & Foreign_BUY & Pension_SELL,845,3.2972152860242394,43.4319526627219,-2.1442495126705707,27.54043328402499,IS,A,3,3.0,
Retail_SELL & Foreign_SELL & Pension_BUY,211,0.9727624501896724,44.54976303317535,-1.1450381679389277,17.406292659072417,IS,A,3,3.0,
Retail_SELL & Foreign_SELL & Pension_SELL,24,12.021583126066844,62.5,3.1096813725490224,24.618783567269723,IS,A,3,3.0,
Retail_BUY & FinInvest_BUY & Pension_SELL,250,5.399037852799934,50.4,0.35493865720496176,27.069837336932043,IS,A,3,3.0,
Retail_BUY & FinInvest_SELL & Pension_BUY,269,1.518260277020239,49.07063197026022,-0.1984126984126977,19.895268483881864,IS,A,3,3.0,
Retail_BUY & FinInvest_SELL & Pension_SELL,387,4.419196118840519,47.80361757105943,-0.8000000000000007,26.40048896628835,IS,A,3,3.0,
Retail_SELL & FinInvest_BUY & Pension_BUY,1243,2.046045927608618,45.85679806918745,-1.5440041173443109,19.636809232561596,IS,A,3,3.0,
Retail_SELL & FinInvest_BUY & Pension_SELL,516,3.3354070290906326,43.02325581395349,-2.2844752603195904,26.056207408495993,IS,A,3,3.0,
Retail_SELL & FinInvest_SELL & Pension_BUY,646,1.0068989451449846,42.56965944272446,-2.5551743560858204,19.445448923784443,IS,A,3,3.0,
Retail_SELL & FinInvest_SELL & Pension_SELL,353,3.8345464155958076,45.3257790368272,-1.5859766277128595,29.4924129697179,IS,A,3,3.0,
Foreign_BUY & FinInvest_BUY & Pension_SELL,523,3.203272144043245,42.638623326959845,-2.2919179734619988,26.00298265098693,IS,A,3,3.0,
Foreign_BUY & FinInvest_SELL & Pension_BUY,613,0.9746550166688056,43.3931484502447,-2.5345622119815614,19.562388853309116,IS,A,3,3.0,
Foreign_BUY & FinInvest_SELL & Pension_SELL,427,4.587585198195562,46.8384074941452,-1.076923076923075,29.26146974989055,IS,A,3,3.0,
Foreign_SELL & FinInvest_BUY & Pension_BUY,374,1.4770556148096294,44.11764705882353,-2.0016889470060417,20.14895912128815,IS,A,3,3.0,
Foreign_SELL & FinInvest_BUY & Pension_SELL,243,5.742873081794784,51.440329218106996,1.1190233977619537,27.181837388328763,IS,A,3,3.0,
Foreign_SELL & FinInvest_SELL & Pension_BUY,302,1.5278318141196239,46.688741721854306,-0.8828933079731371,19.610359414104895,IS,A,3,3.0,
Foreign_SELL & FinInvest_SELL & Pension_SELL,313,3.530111511396473,46.325878594249204,-1.2093023255813962,25.963028166506156,IS,A,3,3.0,
Retail_BUY & Foreign_BUY & FinInvest_SELL & Pension_SELL,74,8.179783715191688,54.054054054054056,1.8610183799547153,28.048393403419325,IS,A,3,4.0,
Retail_BUY & Foreign_SELL & FinInvest_BUY & Pension_SELL,219,5.054795268723873,50.2283105022831,0.3872966692486379,27.41228634498797,IS,A,3,4.0,
Retail_BUY & Foreign_SELL & FinInvest_SELL & Pension_BUY,250,1.6531042997538048,48.4,-0.3070106097055547,19.840340345917383,IS,A,3,4.0,
Retail_BUY & Foreign_SELL & FinInvest_SELL & Pension_SELL,313,3.530111511396473,46.325878594249204,-1.2093023255813962,25.963028166506156,IS,A,3,4.0,
Retail_SELL & Foreign_BUY & FinInvest_BUY & Pension_SELL,492,2.911691121921061,42.073170731707314,-2.5000961360071514,26.073989770661022,IS,A,3,4.0,
Retail_SELL & Foreign_BUY & FinInvest_SELL & Pension_BUY,594,1.0140195044410518,42.92929292929293,-2.5551743560858204,19.52967475719221,IS,A,3,4.0,
Retail_SELL & Foreign_BUY & FinInvest_SELL & Pension_SELL,353,3.8345464155958076,45.3257790368272,-1.5859766277128595,29.4924129697179,IS,A,3,4.0,
Retail_SELL & Foreign_SELL & FinInvest_BUY & Pension_BUY,159,0.9881996482034318,46.540880503144656,-0.660066006600657,17.04609140498365,IS,A,3,4.0,
Retail_SELL & Foreign_SELL & FinInvest_BUY & Pension_SELL,24,12.021583126066844,62.5,3.1096813725490224,24.618783567269723,IS,A,3,4.0,
Retail_SELL & Foreign_SELL & FinInvest_SELL & Pension_BUY,52,0.9255602485706778,38.46153846153847,-2.2116735361768445,18.63767144060215,IS,A,3,4.0,
Retail_BUY,312,7.471041218690222,52.88461538461539,1.4998228555682447,27.76923092394208,OOS,A,3,1.0,
Retail_SELL,1057,8.942425169190052,56.38599810785241,2.6604068857589924,25.678845762401682,OOS,A,3,1.0,
Foreign_BUY,977,9.149430243657207,56.09007164790174,2.6604068857589924,26.957939673664395,OOS,A,3,1.0,
Foreign_SELL,392,7.255395193908528,54.33673469387755,1.8419388354338873,24.06194844627838,OOS,A,3,1.0,
FinInvest_BUY,790,8.687348062001506,54.810126582278485,2.3749093546047817,25.03927630550628,OOS,A,3,1.0,
FinInvest_SELL,579,8.497587728987986,56.649395509499136,2.734375,27.652847085259936,OOS,A,3,1.0,
Pension_BUY,880,6.877911519589993,54.20454545454545,1.6581814479177281,23.904096706101306,OOS,A,3,1.0,
Pension_SELL,489,11.718908234818077,58.077709611451944,4.20560747663552,29.581803018713668,OOS,A,3,1.0,
Retail_BUY & Foreign_BUY,31,8.923970521586401,54.83870967741935,2.66222961730449,48.71148452039841,OOS,A,3,2.0,
Retail_BUY & Foreign_SELL,281,7.310753644349361,52.66903914590747,1.4158363922391226,24.53602057338036,OOS,A,3,2.0,
Retail_SELL & Foreign_BUY,946,9.156818458651072,56.131078224101486,2.6599906769220527,25.98540677180659,OOS,A,3,2.0,
Retail_SELL & Foreign_SELL,111,7.115253531080836,58.55855855855856,3.084223013048626,22.925282240294642,OOS,A,3,2.0,
Retail_BUY & FinInvest_BUY,139,6.295281453622253,47.482014388489205,-0.7610350076103556,24.656852593420577,OOS,A,3,2.0,
Retail_BUY & FinInvest_SELL,173,8.415726810276622,57.22543352601156,3.165298944900341,30.075139408188583,OOS,A,3,2.0,
Retail_SELL & FinInvest_BUY,651,9.198096539059444,56.374807987711215,2.750000000000008,25.109359484326443,OOS,A,3,2.0,
Retail_SELL & FinInvest_SELL,406,8.532469351985686,56.40394088669951,2.2806303105920134,26.59281203897846,OOS,A,3,2.0,
Retail_BUY & Pension_BUY,158,3.965143459318637,47.46835443037975,-0.2919386378033017,21.363667773719317,OOS,A,3,2.0,
Retail_BUY & Pension_SELL,154,11.068001257526003,58.44155844155844,4.338591589898377,32.76288346403726,OOS,A,3,2.0,
Retail_SELL & Pension_BUY,722,7.515331676823894,55.67867036011081,2.210795344622185,24.392084086111122,OOS,A,3,2.0,
Retail_SELL & Pension_SELL,335,12.018131143782195,57.91044776119403,4.04234841193456,28.045840247882307,OOS,A,3,2.0,
Foreign_BUY & FinInvest_BUY,564,9.156824977664913,55.673758865248224,2.481551595579534,25.242753807267515,OOS,A,3,2.0,
Foreign_BUY & FinInvest_SELL,413,9.139331865980827,56.65859564164649,2.8288543140028377,29.169208782213857,OOS,A,3,2.0,
Foreign_SELL & FinInvest_BUY,226,7.515733104328234,52.654867256637175,1.0526381083528658,24.540165169537296,OOS,A,3,2.0,
Foreign_SELL & FinInvest_SELL,166,6.900959243578084,56.62650602409639,2.5852849477958184,23.4642918793598,OOS,A,3,2.0,
Foreign_BUY & Pension_BUY,626,7.449273582390447,55.11182108626198,2.1352897748246558,24.487600463920288,OOS,A,3,2.0,
Foreign_BUY & Pension_SELL,351,12.181618477141512,57.83475783475783,4.025974025974022,30.681578620959932,OOS,A,3,2.0,
Foreign_SELL & Pension_BUY,254,5.4697514750502965,51.96850393700787,0.4899547553742667,22.385510343461522,OOS,A,3,2.0,
Foreign_SELL & Pension_SELL,138,10.542014792386722,58.69565217391305,4.363724322140539,26.64972912958064,OOS,A,3,2.0,
FinInvest_BUY & Pension_BUY,529,6.315838325406004,51.98487712665406,0.6622516556291425,23.150467806241316,OOS,A,3,2.0,
FinInvest_BUY & Pension_SELL,261,13.493971244603122,60.53639846743295,5.565529622980248,27.92104098280018,OOS,A,3,2.0,
FinInvest_SELL & Pension_BUY,351,7.7250246811949275,57.54985754985755,2.659574468085113,25.006754152348226,OOS,A,3,2.0,
FinInvest_SELL & Pension_SELL,228,9.686928210458877,55.26315789473685,3.064641596782147,31.31373077976631,OOS,A,3,2.0,
Retail_BUY & Foreign_BUY & FinInvest_SELL,23,12.667639453952683,60.86956521739131,5.783132530120483,56.10121713201187,OOS,A,3,3.0,
Retail_BUY & Foreign_SELL & FinInvest_BUY,131,6.792036208589515,48.091603053435115,-0.2699055330634303,25.21344549945319,OOS,A,3,3.0,
Retail_BUY & Foreign_SELL & FinInvest_SELL,150,7.763766871579625,56.666666666666664,3.12374536286113,24.00436427336668,OOS,A,3,3.0,
Retail_SELL & Foreign_BUY & FinInvest_BUY,556,9.315039404091264,55.93525179856115,2.6473514234046984,25.36461871746789,OOS,A,3,3.0,
Retail_SELL & Foreign_BUY & FinInvest_SELL,390,8.93125218771582,56.41025641025641,2.6599906769220527,26.87696297804751,OOS,A,3,3.0,
Retail_SELL & Foreign_SELL & FinInvest_BUY,95,8.513673034241625,58.94736842105262,3.8961038961038863,23.676206072918163,OOS,A,3,3.0,
Retail_SELL & Foreign_SELL & FinInvest_SELL,16,-1.187862268936352,56.25,0.8512457037023856,15.980817050534396,OOS,A,3,3.0,
Retail_BUY & Foreign_BUY & Pension_SELL,27,9.498203403547572,51.85185185185185,2.4868123587038493,51.72375805006201,OOS,A,3,3.0,
Retail_BUY & Foreign_SELL & Pension_BUY,154,3.937019949993186,46.75324675324675,-0.3734360877218012,21.404101506356625,OOS,A,3,3.0,
Retail_BUY & Foreign_SELL & Pension_SELL,127,11.401737809159211,59.84251968503938,4.366812227074246,27.399382057526083,OOS,A,3,3.0,
Retail_SELL & Foreign_BUY & Pension_BUY,622,7.464716508525765,54.983922829581985,2.0338164251207713,24.51451830685553,OOS,A,3,3.0,
Retail_SELL & Foreign_BUY & Pension_SELL,324,12.405236399941009,58.333333333333336,4.1201247307049105,28.355663325119046,OOS,A,3,3.0,
Retail_SELL & Foreign_SELL & Pension_BUY,100,7.830158023638249,60.0,3.2260493303585047,23.73409553932535,OOS,A,3,3.0,
Retail_SELL & Foreign_SELL & Pension_SELL,11,0.6161217805588971,45.45454545454545,-0.3610108303249149,12.366833587507882,OOS,A,3,3.0,
Retail_BUY & FinInvest_BUY & Pension_SELL,60,14.412554874878724,60.0,8.517218622510192,29.861474336075855,OOS,A,3,3.0,
Retail_BUY & FinInvest_SELL & Pension_BUY,79,7.800023253311073,56.9620253164557,2.66222961730449,24.019331961691073,OOS,A,3,3.0,
Retail_BUY & FinInvest_SELL & Pension_SELL,94,8.933179799641287,57.446808510638306,3.407167384049914,34.47312875686089,OOS,A,3,3.0,
Retail_SELL & FinInvest_BUY & Pension_BUY,450,7.40175032128668,54.44444444444444,1.9905863655863665,23.835621347147494,OOS,A,3,3.0,
Retail_SELL & FinInvest_BUY & Pension_SELL,201,13.21976717586414,60.69651741293532,5.303810504634399,27.387541496931448,OOS,A,3,3.0,
Retail_SELL & FinInvest_SELL & Pension_BUY,272,7.7032420076758985,57.720588235294116,2.495590342850851,25.32936048504369,OOS,A,3,3.0,
Retail_SELL & FinInvest_SELL & Pension_SELL,134,10.215677095659279,53.73134328358209,2.072670705629509,29.01555683214181,OOS,A,3,3.0,
Foreign_BUY & FinInvest_BUY & Pension_SELL,198,13.31153152268086,60.60606060606061,4.950558899398105,27.524309329077052,OOS,A,3,3.0,
Foreign_BUY & FinInvest_SELL & Pension_BUY,260,8.20953544870854,58.07692307692308,2.8068790886200623,25.641529465685018,OOS,A,3,3.0,
Foreign_BUY & FinInvest_SELL & Pension_SELL,153,10.719378065267065,54.248366013071895,2.8288543140028377,34.37898891248806,OOS,A,3,3.0,
Foreign_SELL & FinInvest_BUY & Pension_BUY,163,4.983511829617034,49.693251533742334,-0.1321003963011935,21.989074526109288,OOS,A,3,3.0,
Foreign_SELL & FinInvest_BUY & Pension_SELL,63,14.067353227787374,60.317460317460316,8.611111111111104,29.353220709555757,OOS,A,3,3.0,
Foreign_SELL & FinInvest_SELL & Pension_BUY,91,6.340708202584604,56.043956043956044,1.5037593984962516,23.176470730645978,OOS,A,3,3.0,
Foreign_SELL & FinInvest_SELL & Pension_SELL,75,7.580730506650175,57.333333333333336,3.3660589060308554,23.947558824075983,OOS,A,3,3.0,
Retail_BUY & Foreign_BUY & FinInvest_SELL & Pension_SELL,19,14.271795429869353,57.89473684210527,5.783132530120483,61.19379620155448,OOS,A,3,4.0,
Retail_BUY & Foreign_SELL & FinInvest_BUY & Pension_SELL,52,16.912806033931858,63.46153846153846,9.114225142376464,31.147723982821113,OOS,A,3,4.0,
Retail_BUY & Foreign_SELL & FinInvest_SELL & Pension_BUY,75,7.9468032365090755,56.00000000000001,1.773049645390068,24.220902946338445,OOS,A,3,4.0,
Retail_BUY & Foreign_SELL & FinInvest_SELL & Pension_SELL,75,7.580730506650175,57.333333333333336,3.3660589060308554,23.947558824075983,OOS,A,3,4.0,
Retail_SELL & Foreign_BUY & FinInvest_BUY & Pension_SELL,190,13.949451909276547,61.578947368421055,5.4190808248362865,27.854266047902623,OOS,A,3,4.0,
Retail_SELL & Foreign_BUY & FinInvest_SELL & Pension_BUY,256,8.258936024964164,57.8125,2.8059677228473134,25.720408848953006,OOS,A,3,4.0,
Retail_SELL & Foreign_BUY & FinInvest_SELL & Pension_SELL,134,10.215677095659279,53.73134328358209,2.072670705629509,29.01555683214181,OOS,A,3,4.0,
Retail_SELL & Foreign_SELL & FinInvest_BUY & Pension_BUY,84,9.547876174604838,60.71428571428571,4.11273785637113,24.638979402476213,OOS,A,3,4.0,
Retail_SELL & Foreign_SELL & FinInvest_BUY & Pension_SELL,11,0.6161217805588971,45.45454545454545,-0.3610108303249149,12.366833587507882,OOS,A,3,4.0,
Retail_SELL & Foreign_SELL & FinInvest_SELL & Pension_BUY,16,-1.187862268936352,56.25,0.8512457037023856,15.980817050534396,OOS,A,3,4.0,
Smart_Alignment,1697,1.758146652428488,44.902769593400116,-2.030456852791873,19.840164933843816,IS,B,3,,Foreign BUY AND Pension BUY
Retail_Exhaustion,2758,2.2727906882876203,44.48875997099348,-2.002227171492205,22.382336614436408,IS,B,3,,Retail SELL
Handover,2734,2.1872124079267206,44.330651060716896,-2.0416061925495885,22.34783575830941,IS,B,3,,Retail SELL AND (Foreign OR Pension BUY)
Pension_SELL,1506,4.073474948809662,46.015936254980076,-1.4333393201167555,27.134485560978423,IS,B,3,,Pension SELL only
Smart_Alignment,626,7.449273582390447,55.11182108626198,2.1352897748246558,24.487600463920288,OOS,B,3,,Foreign BUY AND Pension BUY
Retail_Exhaustion,1057,8.942425169190052,56.38599810785241,2.6604068857589924,25.678845762401682,OOS,B,3,,Retail SELL
Handover,1046,9.029986677101087,56.50095602294455,2.6649057016063904,25.770976745988897,OOS,B,3,,Retail SELL AND (Foreign OR Pension BUY)
Pension_SELL,489,11.718908234818077,58.077709611451944,4.20560747663552,29.581803018713668,OOS,B,3,,Pension SELL only
Foreign_Z_gt2,1180,3.1114707785656055,47.37288135593221,-0.995913834127321,22.8110174998626,IS,C,3,,Foreign 3D Z > 2.0
Retail_Z_lt_neg2,1321,2.0492099157155073,44.738834216502646,-2.0000000000000018,21.973978738144222,IS,C,3,,Retail 3D Z < -2.0
Foreign_OR_Retail_Extreme,1457,2.424673914948916,45.778997940974605,-1.6460905349794277,22.02952551900594,IS,C,3,,Foreign 3D Z > 2 OR Retail 3D Z < -2
Foreign_Z_gt1,1822,2.486311448414542,44.45664105378705,-1.941923774954624,22.999509553107522,IS,C,3,,Foreign 3D Z > 1.0 (moderate)
Pension_Z_lt_neg1,450,5.26542703013271,46.44444444444444,-0.9803267266337345,29.453439172174203,IS,C,3,,Pension 3D Z < -1.0
Foreign_Z_gt2,508,8.968607168573536,54.92125984251969,2.2157446329763797,27.643103558733902,OOS,C,3,,Foreign 3D Z > 2.0
Retail_Z_lt_neg2,547,8.401979501773006,54.6617915904936,1.9407558733401495,26.757989703400316,OOS,C,3,,Retail 3D Z < -2.0
Foreign_OR_Retail_Extreme,603,8.097022663883418,54.72636815920397,2.1594684385382035,26.16856242857588,OOS,C,3,,Foreign 3D Z > 2 OR Retail 3D Z < -2
Foreign_Z_gt1,712,7.74175670051231,53.51123595505618,1.779135478604521,25.976423126791644,OOS,C,3,,Foreign 3D Z > 1.0 (moderate)
Pension_Z_lt_neg1,141,11.930763734626673,56.02836879432624,2.750000000000008,34.236545137487155,OOS,C,3,,Pension 3D Z < -1.0
Retail_BUY,1158,3.06919510384696,46.200345423143354,-1.3667709646787762,23.953834499485325,IS,A,5,1.0,
Retail_SELL,2721,2.4174657183486374,45.05696435134141,-1.7964071856287456,22.556808471193357,IS,A,5,1.0,
Foreign_BUY,2606,2.6050019425770863,45.203376822716805,-1.9574036511156192,22.938269114211742,IS,A,5,1.0,
Foreign_SELL,1273,2.6264077671056834,45.79732914375491,-1.1929824561403457,23.079021908425144,IS,A,5,1.0,
FinInvest_BUY,2215,2.589131146569961,45.82392776523702,-1.5440041173443109,21.347889472796364,IS,A,5,1.0,
FinInvest_SELL,1664,2.6425040025414415,44.831730769230774,-1.90691661279897,24.9976976998573,IS,A,5,1.0,
Pension_BUY,2368,1.7555811063111337,45.14358108108108,-1.7382288427674697,19.995044096158583,IS,A,5,1.0,
Pension_SELL,1511,3.9542263998257168,45.7974851091992,-1.5748031496062964,26.95824529654024,IS,A,5,1.0,
Retail_BUY & Foreign_BUY,153,5.233904820594626,48.36601307189542,-1.076923076923075,25.544166946077667,IS,A,5,2.0,
Retail_BUY & Foreign_SELL,1005,2.7396422812973156,45.87064676616915,-1.372997711670476,23.698467656264594,IS,A,5,2.0,
Retail_SELL & Foreign_BUY,2453,2.4410304218527967,45.00611496127191,-2.0000000000000018,22.761563580025754,IS,A,5,2.0,
Retail_SELL & Foreign_SELL,268,2.2017783388870606,45.52238805970149,-0.8688604922914567,20.62639166507987,IS,A,5,2.0,
Retail_BUY & FinInvest_BUY,485,2.720071349021659,45.154639175257735,-1.904761904761909,22.807713426336978,IS,A,5,2.0,
Retail_BUY & FinInvest_SELL,673,3.320792460593277,46.95393759286775,-1.0489510489510523,24.760642081559293,IS,A,5,2.0,
Retail_SELL & FinInvest_BUY,1730,2.5524224770965076,46.01156069364162,-1.5347892543813746,20.927150989942913,IS,A,5,2.0,
Retail_SELL & FinInvest_SELL,991,2.1818701657413553,43.390514631685164,-2.4745269286754024,25.159442947600354,IS,A,5,2.0,
Retail_BUY & Pension_BUY,513,1.7441427540409506,45.419103313840154,-1.7006802721088454,20.703003888951905,IS,A,5,2.0,
Retail_BUY & Pension_SELL,645,4.123073949506624,46.821705426356594,-0.9803921568627416,26.221789877964294,IS,A,5,2.0,
Retail_SELL & Pension_BUY,1855,1.7587443810898955,45.067385444743934,-1.7766497461928932,19.80051798362387,IS,A,5,2.0,
Retail_SELL & Pension_SELL,866,3.8284681209063343,45.03464203233256,-1.8375765025666735,27.508335915392372,IS,A,5,2.0,
Foreign_BUY & FinInvest_BUY,1545,2.548918686675357,45.8252427184466,-1.712509918011107,20.960027203233,IS,A,5,2.0,
Foreign_BUY & FinInvest_SELL,1061,2.6866688892011887,44.29783223374175,-2.155172413793105,25.556660466514504,IS,A,5,2.0,
Foreign_SELL & FinInvest_BUY,670,2.681859878714981,45.820895522388064,-1.0666288093886034,22.23226118916737,IS,A,5,2.0,
Foreign_SELL & FinInvest_SELL,603,2.5647943097620196,45.77114427860697,-1.2406947890818865,24.003266450993788,IS,A,5,2.0,
Foreign_BUY & Pension_BUY,1649,1.8774470689259752,45.421467556094605,-1.929824561403504,20.216944345652035,IS,A,5,2.0,
Foreign_BUY & Pension_SELL,957,3.8586466517209552,44.827586206896555,-1.969365426695846,26.95692869185879,IS,A,5,2.0,
Foreign_SELL & Pension_BUY,719,1.476086012636761,44.506258692628656,-1.4787430683918634,19.487573453605073,IS,A,5,2.0,
Foreign_SELL & Pension_SELL,554,4.119334376244952,47.47292418772563,-0.7477051460361595,26.984083740148492,IS,A,5,2.0,
FinInvest_BUY & Pension_BUY,1432,2.2802242746437713,46.229050279329606,-1.4145198870709361,20.029069782308742,IS,A,5,2.0,
FinInvest_BUY & Pension_SELL,783,3.1540796019956354,45.08301404853129,-1.8126888217522616,23.572812124919675,IS,A,5,2.0,
FinInvest_SELL & Pension_BUY,936,0.9529219000586366,43.48290598290598,-2.4045428885961115,19.926830912589274,IS,A,5,2.0,
FinInvest_SELL & Pension_SELL,728,4.8148238485907635,46.565934065934066,-1.2168960607498835,30.171624861607388,IS,A,5,2.0,
Retail_BUY & Foreign_BUY & FinInvest_SELL,117,5.789344990049143,50.427350427350426,0.1072961373390635,25.95487725551384,IS,A,5,3.0,
Retail_BUY & Foreign_SELL & FinInvest_BUY,449,2.663252852027342,45.43429844097995,-1.5120967741935498,22.700991387271603,IS,A,5,3.0,
Retail_BUY & Foreign_SELL & FinInvest_SELL,556,2.801330867164615,46.223021582733814,-1.1690103120396367,24.494493529023806,IS,A,5,3.0,
Retail_SELL & Foreign_BUY & FinInvest_BUY,1509,2.5279292890644123,45.92445328031809,-1.6949152542372836,20.879256357428012,IS,A,5,3.0,
Retail_SELL & Foreign_BUY & FinInvest_SELL,944,2.3021211097528727,43.53813559322034,-2.4045428885961115,25.49450493055602,IS,A,5,3.0,
Retail_SELL & Foreign_SELL & FinInvest_BUY,221,2.7196632949265185,46.60633484162896,-0.7046764894298563,21.298567386180586,IS,A,5,3.0,
Retail_SELL & Foreign_SELL & FinInvest_SELL,47,-0.2333828373835788,40.42553191489361,-4.628501827040199,17.104707662305433,IS,A,5,3.0,
Retail_BUY & Foreign_BUY & Pension_SELL,123,5.8395502233092005,47.15447154471545,-1.3949433304272008,25.281055671204957,IS,A,5,3.0,
Retail_BUY & Foreign_SELL & Pension_BUY,483,1.6816200263748686,44.927536231884055,-1.7278031219936096,20.290512811716773,IS,A,5,3.0,
Retail_BUY & Foreign_SELL & Pension_SELL,522,3.7186168964841784,46.74329501915709,-0.9657865594218107,26.445943715443818,IS,A,5,3.0,
Retail_SELL & Foreign_BUY & Pension_BUY,1619,1.8612646427269843,45.27486102532428,-2.0000000000000018,20.082935668223477,IS,A,5,3.0,
Retail_SELL & Foreign_BUY & Pension_SELL,834,3.5664990026737686,44.48441247002398,-1.984682713347924,27.1975201919926,IS,A,5,3.0,
Retail_SELL & Foreign_SELL & Pension_BUY,236,1.0554380099439378,43.64406779661017,-1.2084314065426593,17.765339562935416,IS,A,5,3.0,
Retail_SELL & Foreign_SELL & Pension_SELL,32,10.656038264842593,59.375,4.881537862498108,34.46812492142777,IS,A,5,3.0,
Retail_BUY & FinInvest_BUY & Pension_SELL,255,2.5649789739596724,44.70588235294118,-1.813471502590669,24.4040520932555,IS,A,5,3.0,
Retail_BUY & FinInvest_SELL & Pension_BUY,283,0.8112376922516593,45.22968197879859,-1.4787430683918634,20.491563979317213,IS,A,5,3.0,
Retail_BUY & FinInvest_SELL & Pension_SELL,390,5.141828356595016,48.205128205128204,-0.6395806557972727,27.32774933190957,IS,A,5,3.0,
Retail_SELL & FinInvest_BUY & Pension_BUY,1202,2.1631582324243697,46.33943427620632,-1.3432566531348666,19.855313035043967,IS,A,5,3.0,
Retail_SELL & FinInvest_BUY & Pension_SELL,528,3.438588428035731,45.265151515151516,-1.7625993698816842,23.178904800682997,IS,A,5,3.0,
Retail_SELL & FinInvest_SELL & Pension_BUY,653,1.0143256225844781,42.725880551301685,-2.7691824745504245,19.692706597148057,IS,A,5,3.0,
Retail_SELL & FinInvest_SELL & Pension_SELL,338,4.437510954739704,44.67455621301775,-1.9300608646084294,33.189071651528586,IS,A,5,3.0,
Foreign_BUY & FinInvest_BUY & Pension_SELL,532,3.003788607599871,44.17293233082707,-2.101229434562768,22.35743658171014,IS,A,5,3.0,
Foreign_BUY & FinInvest_SELL & Pension_BUY,636,1.188437712246287,43.39622641509434,-2.542918572036629,20.24898560093534,IS,A,5,3.0,
Foreign_BUY & FinInvest_SELL & Pension_SELL,425,4.928727779891349,45.64705882352941,-1.7761989342806372,31.786575964737725,IS,A,5,3.0,
Foreign_SELL & FinInvest_BUY & Pension_BUY,419,2.2081559179465047,45.10739856801909,-1.327433628318586,19.6463133039259,IS,A,5,3.0,
Foreign_SELL & FinInvest_BUY & Pension_SELL,251,3.4726246578464206,47.01195219123506,-0.6954102920723182,26.00609987366128,IS,A,5,3.0,
Foreign_SELL & FinInvest_SELL & Pension_BUY,300,0.45362837822081775,43.666666666666664,-1.7329629746700381,19.249707103460874,IS,A,5,3.0,
Foreign_SELL & FinInvest_SELL & Pension_SELL,303,4.655057608317664,47.85478547854785,-0.8000000000000007,27.79957856579584,IS,A,5,3.0,
Retail_BUY & Foreign_BUY & FinInvest_SELL & Pension_SELL,87,6.837133376457515,49.42528735632184,0.0,25.698395417314696,IS,A,5,4.0,
Retail_BUY & Foreign_SELL & FinInvest_BUY & Pension_SELL,219,2.4229934458652447,45.20547945205479,-1.379310344827589,24.453399159448676,IS,A,5,4.0,
Retail_BUY & Foreign_SELL & FinInvest_SELL & Pension_BUY,253,0.5812549676809228,44.26877470355731,-1.7006802721088454,19.65074461045632,IS,A,5,4.0,
Retail_BUY & Foreign_SELL & FinInvest_SELL & Pension_SELL,303,4.655057608317664,47.85478547854785,-0.8000000000000007,27.79957856579584,IS,A,5,4.0,
Retail_SELL & Foreign_BUY & FinInvest_BUY & Pension_SELL,496,2.97294650308045,44.354838709677416,-2.0395010395010402,22.22623813847948,IS,A,5,4.0,
Retail_SELL & Foreign_BUY & FinInvest_SELL & Pension_BUY,606,1.1110950906018024,42.9042904290429,-2.5995024875621886,19.88854255186263,IS,A,5,4.0,
Retail_SELL & Foreign_BUY & FinInvest_SELL & Pension_SELL,338,4.437510954739704,44.67455621301775,-1.9300608646084294,33.189071651528586,IS,A,5,4.0,
Retail_SELL & Foreign_SELL & FinInvest_BUY & Pension_BUY,189,1.3759384322952248,44.44444444444444,-0.9009009009009028,17.95561342119393,IS,A,5,4.0,
Retail_SELL & Foreign_SELL & FinInvest_BUY & Pension_SELL,32,10.656038264842593,59.375,4.881537862498108,34.46812492142777,IS,A,5,4.0,
Retail_SELL & Foreign_SELL & FinInvest_SELL & Pension_BUY,47,-0.2333828373835788,40.42553191489361,-4.628501827040199,17.104707662305433,IS,A,5,4.0,
Retail_BUY,351,7.678918627615917,52.70655270655271,0.8896797153024938,27.474950997051575,OOS,A,5,1.0,
Retail_SELL,1018,8.927119671681776,56.581532416502945,2.793918918918925,25.706545559489076,OOS,A,5,1.0,
Foreign_BUY,956,9.417168366551065,55.962343096234314,2.83334607592034,27.330345671837975,OOS,A,5,1.0,
Foreign_SELL,413,6.731949892596647,54.72154963680388,1.4958863126402375,23.17399593160652,OOS,A,5,1.0,
FinInvest_BUY,770,8.710467716460887,55.45454545454545,2.481551595579534,25.64583237876458,OOS,A,5,1.0,
FinInvest_SELL,599,8.47420387711244,55.75959933222037,2.5142857142857133,26.842657483163702,OOS,A,5,1.0,
Pension_BUY,886,7.4265705851126755,54.176072234762984,1.7137828397461141,24.75058534172614,OOS,A,5,1.0,
Pension_SELL,483,10.772601916470816,58.17805383022774,4.197901049475261,28.482705774721264,OOS,A,5,1.0,
Retail_BUY & Foreign_BUY,43,6.622355519162265,44.18604651162791,-0.6896551724137945,42.05170844796902,OOS,A,5,2.0,
Retail_BUY & Foreign_SELL,308,7.826425814835094,53.896103896103895,1.7148380757070814,24.869711509271006,OOS,A,5,2.0,
