Track,Strategy,IS_Return,OOS_Return,IS_WinRate,OOS_WinRate,IS_Signals,OOS_Signals,Maintained
B,Handover,2.17010707427329,8.482708678745858,44.631578947368425,56.15023474178403,2850,1065,True
C,Foreigner_Extreme_Buy,2.583540999148152,8.058466597178214,45.15527950310559,54.7112462006079,1610,658,True
