Strategy,Signals,Avg_Return_10D,Avg_Return_20D,Win_Rate_10D,Win_Rate_20D,Median_Return_20D,Std_Return_20D,Max_Gain_20D,Max_Loss_20D,Period,Track,Combo_Size,Description
개인_BUY & 외국인_SELL & 금융투자_BUY & 연기금_SELL,204,2.0770710989376537,3.159591696228483,49.01960784313725,48.529411764705884,-0.9839380022641286,23.592961151810037,140.49513704686115,-46.889952153110045,IS,A,4.0,
개인_BUY & 외국인_SELL & 금융투자_SELL & 연기금_BUY,220,3.397522669790622,3.6951022086688163,48.18181818181818,50.0,0.0632511068943686,22.315212498706252,145.05828687278256,-32.45098039215686,IS,A,4.0,
개인_BUY & 외국인_SELL & 금융투자_SELL & 연기금_SELL,308,3.582245401042484,5.227273820484026,49.02597402597403,47.07792207792208,-0.9080061250723415,29.978156028048552,232.2259136212625,-43.93024815560027,IS,A,4.0,
개인_SELL & 외국인_BUY & 금융투자_BUY & 연기금_BUY,1111,0.8697383576218707,1.7871517130747483,46.714671467146715,45.184518451845186,-1.6813450760608473,19.232504756330236,201.72413793103448,-42.34034876728804,IS,A,4.0,
개인_SELL & 외국인_BUY & 금융투자_BUY & 연기금_SELL,555,1.2311532387490405,2.4523454041329487,45.94594594594595,42.52252252252252,-2.1844660194174748,27.28822829577726,313.9499620924944,-39.93549332942384,IS,A,4.0,
개인_SELL & 외국인_BUY & 금융투자_SELL & 연기금_BUY,585,2.021185337050338,1.6285800091276403,47.350427350427346,45.47008547008547,-1.7964071856287456,19.97612434429257,142.58402444347445,-42.48520710059172,IS,A,4.0,
개인_SELL & 외국인_BUY & 금융투자_SELL & 연기금_SELL,415,1.6370163384683674,3.8944730478667466,46.265060240963855,45.30120481927711,-1.3812154696132617,25.658308916148442,168.67567567567568,-58.09954751131221,IS,A,4.0,
개인_SELL & 외국인_SELL & 금융투자_BUY & 연기금_BUY,138,1.2683976993460138,1.4907889394217024,47.82608695652174,42.7536231884058,-1.9473061700096106,19.129450747248576,95.07079181961196,-35.604606525911706,IS,A,4.0,
개인_SELL & 외국인_SELL & 금융투자_BUY & 연기금_SELL,22,-2.7130138563919015,-3.4487549680381204,27.27272727272727,40.909090909090914,-2.0319370516084234,13.203312218485443,19.65471447543161,-31.789473684210524,IS,A,4.0,
개인_SELL & 외국인_SELL & 금융투자_SELL & 연기금_BUY,46,0.6827860726676883,1.3820307677060966,50.0,45.65217391304348,-2.6716940479396714,17.34388211243503,43.13432835820896,-27.80373831775701,IS,A,4.0,
Smart_Alignment,1719,1.2348909291281005,1.7350653550390978,47.062245491564866,45.43339150668994,-1.6949152542372836,19.5407493475281,201.72413793103448,-45.03538928210313,IS,B,,외국인 BUY AND 연기금 BUY
Retail_Exhaustion,2872,1.2737065816414617,2.127065651943606,46.58774373259053,44.60306406685237,-1.7972354047092576,22.070116082935193,313.9499620924944,-58.09954751131221,IS,B,,개인 SELL (투매)
Handover,2850,1.3044812657245264,2.17010707427329,46.73684210526316,44.631578947368425,-1.7972354047092576,22.120678994862946,313.9499620924944,-58.09954751131221,IS,B,,개인 SELL AND (외국인 OR 연기금 BUY)
Foreigner_Extreme_Buy,1610,1.632044526253539,2.583540999148152,47.329192546583855,45.15527950310559,-1.7037125861241953,22.637741705138765,313.9499620924944,-45.03538928210313,IS,C,,외국인 Z > 2.0 (2시그마 폭매수)
Retail_Extreme_Sell,1760,1.463464519724261,2.2744603025168044,47.159090909090914,45.0,-1.7492074899273513,22.394649147610018,313.9499620924944,-44.03684550743374,IS,C,,개인 Z < -2.0 (2시그마 투매)
Foreigner_OR_Retail_Extreme,1889,1.5079157148975635,2.424326936559424,47.273689782953944,45.10322922181048,-1.712509918011107,22.34046257241972,313.9499620924944,-45.03538928210313,IS,C,,외국인 Z > 2.0 OR 개인 Z < -2.0
Institution_Extreme_Buy,674,1.3497626214018639,2.507543361299928,47.92284866468843,45.103857566765576,-1.3761540282490325,21.536540961419867,201.72413793103448,-36.578449905482046,IS,C,,금융투자 Z > 2.0 (기관 폭매수)
Smart_Money_Extreme,2082,1.2649733439866613,2.1472974834382885,46.30163304514889,44.764649375600385,-1.7630422683386326,21.89114609095476,313.9499620924944,-58.09954751131221,IS,C,,(외국인 Z > 1.5 OR 연기금 Z > 1.5) AND 개인 Z < -1.0
Foreigner_Moderate,2120,1.4258965262148902,2.3135746479861834,46.65094339622641,44.528301886792455,-1.8961443723922944,21.98202843584403,313.9499620924944,-58.09954751131221,IS,C,,외국인 Z > 1.0 (1시그마 이상)
Retail_Moderate_Sell,2245,1.1827788762651485,1.902503485851486,46.28062360801782,44.766146993318486,-1.7766497461928932,21.466985358204706,313.9499620924944,-58.09954751131221,IS,C,,개인 Z < -1.0 (1시그마 이상 매도)
개인_BUY,298,5.597653433989792,8.771069040942612,51.28205128205128,53.355704697986575,1.4998228555682447,30.863457084268234,260.7361963190184,-37.945879458794586,OOS,A,1.0,
개인_SELL,1071,4.634309197203308,8.561465630125431,53.163444639718804,56.209150326797385,2.7203482045701888,24.718116111093856,181.0133954571928,-43.63143631436315,OOS,A,1.0,
외국인_BUY,1020,4.5820155783732,8.303606567508012,52.490774907749085,55.490196078431374,2.574001334203535,24.72367656927678,181.0133954571928,-43.63143631436315,OOS,A,1.0,
외국인_SELL,349,5.6104012318733085,9.49406752208327,53.551912568306015,55.873925501432666,2.2222222222222143,30.011016733279792,260.7361963190184,-38.68544600938967,OOS,A,1.0,
금융투자_BUY,758,4.444266325218204,8.656306147100713,51.358024691358025,55.54089709762533,2.6649057016063904,24.753270496577585,139.65802537231107,-36.61538461538461,OOS,A,1.0,
금융투자_SELL,611,5.344462522492867,8.546036341346799,54.53125,55.646481178396066,2.368866328257191,27.841360502331124,260.7361963190184,-43.63143631436315,OOS,A,1.0,
연기금_BUY,866,3.5322012863865457,6.926922146680824,53.2972972972973,54.84988452655889,1.8190169002091694,23.59789259035568,181.0133954571928,-43.63143631436315,OOS,A,1.0,
연기금_SELL,503,7.148620091265951,11.499788638249782,51.8095238095238,56.85884691848907,3.688092729188619,29.884728932471717,260.7361963190184,-37.945879458794586,OOS,A,1.0,
개인_BUY & 외국인_BUY,23,3.2487615833547,3.2917844187601064,43.47826086956522,47.82608695652174,-0.066312997347484,23.296331637533147,71.71717171717171,-26.50753768844221,OOS,A,2.0,
개인_BUY & 외국인_SELL,275,5.784589463625111,9.229336482070602,51.903114186851205,53.81818181818182,1.773049645390068,31.40389958756996,260.7361963190184,-37.945879458794586,OOS,A,2.0,
개인_SELL & 외국인_BUY,997,4.610917408613941,8.41922533322637,52.68614514608859,55.667001003009034,2.6604068857589924,24.75468511060772,181.0133954571928,-43.63143631436315,OOS,A,2.0,
개인_SELL & 외국인_SELL,74,4.956629816597065,10.477865305914138,59.74025974025974,63.51351351351351,5.933548611372874,24.303737884153907,139.65802537231107,-38.68544600938967,OOS,A,2.0,
개인_BUY & 금융투자_BUY,116,7.156536711161027,10.745030060985663,56.19834710743802,55.172413793103445,1.7664900888585189,30.5118792470122,120.34383954154724,-36.61538461538461,OOS,A,2.0,
개인_BUY & 금융투자_SELL,182,4.610088635362987,7.512940039156929,48.167539267015705,52.197802197802204,0.38961859055317566,31.103645535644993,260.7361963190184,-37.945879458794586,OOS,A,2.0,
개인_SELL & 금융투자_BUY,642,3.9679459816781715,8.278904318423683,50.50798258345428,55.60747663551402,2.793918918918925,23.572265803596608,139.65802537231107,-35.520833333333336,OOS,A,2.0,
개인_SELL & 금융투자_SELL,429,5.656857650425622,8.984319621063714,57.23830734966593,57.10955710955711,2.659574468085113,26.362565402321845,181.0133954571928,-43.63143631436315,OOS,A,2.0,
개인_BUY & 연기금_BUY,151,1.7190011157683256,4.953932588477989,46.875,50.993377483443716,0.2392344497607723,24.109706296701205,120.34383954154724,-27.3356401384083,OOS,A,2.0,
개인_BUY & 연기금_SELL,147,9.680445347907122,12.692073151977699,55.92105263157895,55.78231292517006,3.891402714932135,36.19357933768295,260.7361963190184,-37.945879458794586,OOS,A,2.0,
개인_SELL & 연기금_BUY,715,3.911432694620422,7.343595465965619,54.64052287581699,55.66433566433566,2.319574702843674,23.484327573807413,181.0133954571928,-43.63143631436315,OOS,A,2.0,
개인_SELL & 연기금_SELL,356,6.116884329846493,11.007468909266626,50.134048257372655,57.30337078651685,3.6237073815434617,26.89484348349547,113.43459473615296,-31.97353914002205,OOS,A,2.0,
외국인_BUY & 금융투자_BUY,585,3.8133381238638986,7.794333867566414,49.603803486529316,54.52991452991453,2.4868123587038493,23.336816006655837,113.3518776077886,-35.520833333333336,OOS,A,2.0,
외국인_BUY & 금융투자_SELL,435,5.652734063572691,8.98849054329154,56.5121412803532,56.7816091954023,2.659574468085113,26.486579547537897,181.0133954571928,-43.63143631436315,OOS,A,2.0,
외국인_SELL & 금융투자_BUY,173,6.668376353456005,11.571067901595304,57.54189944134078,58.95953757225434,4.316546762589923,28.922255602113516,139.65802537231107,-36.61538461538461,OOS,A,2.0,
외국인_SELL & 금융투자_SELL,176,4.597687078058855,7.4524705581311,49.73262032085562,52.84090909090909,1.0734407105455035,30.990571040977148,260.7361963190184,-38.68544600938967,OOS,A,2.0,
외국인_BUY & 연기금_BUY,653,3.8292693087558565,7.09117930607302,54.0,54.97702909647779,2.229654403567438,23.425552991857483,181.0133954571928,-43.63143631436315,OOS,A,2.0,
외국인_BUY & 연기금_SELL,367,5.9542092990298165,10.460868152568096,49.73958333333333,56.403269754768395,3.112840466926059,26.776602311374955,113.43459473615296,-31.97353914002205,OOS,A,2.0,
외국인_SELL & 연기금_BUY,213,2.60798966123758,6.423354423285974,51.11111111111111,54.460093896713616,1.2027491408934663,24.167601907413264,139.65802537231107,-38.68544600938967,OOS,A,2.0,
외국인_SELL & 연기금_SELL,136,10.401483525440957,14.303346125346687,57.446808510638306,58.08823529411765,4.655395314760835,36.96370564099495,260.7361963190184,-37.945879458794586,OOS,A,2.0,
금융투자_BUY & 연기금_BUY,500,2.9456610915100323,6.943024768452913,51.11524163568774,54.2,1.6407191216637362,22.782588732289213,139.65802537231107,-35.520833333333336,OOS,A,2.0,
금융투자_BUY & 연기금_SELL,258,7.408419324243924,11.976618896418154,51.83823529411765,58.139534883720934,4.416090566326991,27.9323990189379,116.259298618491,-36.61538461538461,OOS,A,2.0,
금융투자_SELL & 연기금_BUY,366,4.347598249806609,6.904924029505839,56.33074935400517,55.73770491803278,1.8683353610534637,24.699837913992784,181.0133954571928,-43.63143631436315,OOS,A,2.0,
금융투자_SELL & 연기금_SELL,245,6.869310243953663,10.99765718270921,51.77865612648221,55.51020408163265,3.082191780821919,31.861509395699162,260.7361963190184,-37.945879458794586,OOS,A,2.0,
개인_BUY & 외국인_BUY & 금융투자_SELL,22,3.6769574788324046,3.7885011315945807,45.45454545454545,50.0,0.16954620402896414,23.719567348789536,71.71717171717171,-26.50753768844221,OOS,A,3.0,
개인_BUY & 외국인_SELL & 금융투자_BUY,115,7.267604084730326,10.904864959460307,56.666666666666664,55.65217391304348,2.029220779220786,30.59659704274432,120.34383954154724,-36.61538461538461,OOS,A,3.0,
개인_BUY & 외국인_SELL & 금융투자_SELL,160,4.731561330295962,8.025050388946752,48.5207100591716,52.5,1.0734407105455035,32.012570868082165,260.7361963190184,-37.945879458794586,OOS,A,3.0,
개인_SELL & 외국인_BUY & 금융투자_BUY,584,3.829187149643294,7.820755643475943,49.682539682539684,54.62328767123288,2.556055344029729,23.348062705442047,113.3518776077886,-35.520833333333336,OOS,A,3.0,
개인_SELL & 외국인_BUY & 금융투자_SELL,413,5.753585768594236,9.265487557958206,57.076566125290014,57.14285714285714,2.9515285599356345,26.623331780033503,181.0133954571928,-43.63143631436315,OOS,A,3.0,
개인_SELL & 외국인_SELL & 금융투자_BUY,58,5.449608086457383,12.891987528242284,59.32203389830508,65.51724137931035,8.10779763226236,25.4792388226515,139.65802537231107,-18.452380952380956,OOS,A,3.0,
개인_SELL & 외국인_SELL & 금융투자_SELL,16,3.340756598721579,1.7266722499746017,61.111111111111114,56.25,1.051753126419008,17.41982240034735,31.29102844638949,-38.68544600938967,OOS,A,3.0,
개인_BUY & 외국인_BUY & 연기금_SELL,17,5.2440357533548,3.2779192525629113,41.17647058823529,41.17647058823529,-0.1883239171374784,25.054715173171438,71.71717171717171,-25.857519788918204,OOS,A,3.0,
개인_BUY & 외국인_SELL & 연기금_BUY,145,1.8796575968364,5.021085562222507,46.75324675324675,50.3448275862069,0.1843872885661124,24.335508997421535,120.34383954154724,-27.3356401384083,OOS,A,3.0,
개인_BUY & 외국인_SELL & 연기금_SELL,130,10.239104333887786,13.923154815747324,57.77777777777777,57.692307692307686,4.388242528899855,37.30337463704934,260.7361963190184,-37.945879458794586,OOS,A,3.0,
개인_SELL & 외국인_BUY & 연기금_BUY,647,3.883163699595062,7.12604895290227,54.03458213256484,54.86862442040186,2.201834862385321,23.46882707221232,181.0133954571928,-43.63143631436315,OOS,A,3.0,
개인_SELL & 외국인_BUY & 연기금_SELL,350,5.9871056213090394,10.809754241996918,50.13623978201635,57.14285714285714,3.553703967462696,26.84207771439651,113.43459473615296,-31.97353914002205,OOS,A,3.0,
개인_SELL & 외국인_SELL & 연기금_BUY,68,4.187752167121832,9.413486553494838,60.56338028169014,63.23529411764706,4.689376399458734,23.705633187927877,139.65802537231107,-38.68544600938967,OOS,A,3.0,
개인_BUY & 금융투자_BUY & 연기금_BUY,61,4.092961102493505,9.743841768653844,53.03030303030303,52.459016393442624,1.2499999999999956,31.137269742403838,120.34383954154724,-27.3356401384083,OOS,A,3.0,
