Date,Open,High,Low,Close,Volume,Code,Name,Market,Volume_Ratio,Z_Score,Return_1D,Return_3D,Return_5D,Return_10D
2024-09-06,189000,197800,176800,186600,1456259,214450,파마리서치,KOSDAQ,5.24430476523846,5.157980701111648,-2.0364415862808145,-1.0718113612004287,0.8038585209003215,4.287245444801715
2022-07-15,20450,22800,19700,22150,2533947,140410,메지온,KOSDAQ,7.189771810766582,6.814073824772207,1.1286681715575622,1.580135440180587,-8.35214446952596,-13.544018058690746
2023-02-20,14450,17730,14200,17290,2586376,140410,메지온,KOSDAQ,9.021532726032232,7.286293206792112,-0.9253903990746095,-7.403123192596876,-8.097165991902834,-6.53556969346443
2023-04-19,17920,21650,17900,21000,3229998,140410,메지온,KOSDAQ,5.5730395160666255,4.0998517372435135,-1.9047619047619049,1.6666666666666667,6.904761904761905,24.047619047619047
2023-06-23,31350,37650,31100,35550,2508377,140410,메지온,KOSDAQ,5.110787376948475,3.7433245557135053,4.360056258790436,9.563994374120956,3.5161744022503516,31.78621659634318
2022-11-10,16800,18650,16800,18350,2181067,214150,클래시스,KOSDAQ,6.289656457175056,6.272116558069356,1.9073569482288828,6.811989100817439,4.632152588555858,1.3623978201634876
2023-11-08,35400,39150,34750,37250,1879533,214150,클래시스,KOSDAQ,5.105211135276349,5.009191202965536,0.6711409395973155,-2.1476510067114094,5.771812080536913,4.026845637583892
2024-05-09,40750,49800,40700,48500,5976646,214150,클래시스,KOSDAQ,10.759996546947338,7.406658082871267,-2.0618556701030926,-1.443298969072165,2.6804123711340204,0.7216494845360825
2024-10-22,59200,59900,53600,56100,1376084,214150,클래시스,KOSDAQ,6.164314649343133,6.702085271037398,0.35650623885918004,-5.525846702317291,-5.525846702317291,-8.9126559714795
2022-04-19,37400,41100,37400,41100,2042882,240810,원익IPS,KOSDAQ,7.183349139020779,6.624248599188513,-0.48661800486618007,-3.40632603406326,-3.8929440389294405,-0.48661800486618007
2023-07-28,35150,37700,34600,37700,2896634,240810,원익IPS,KOSDAQ,5.78029066941809,6.578587868669658,0.1326259946949602,-6.631299734748011,-6.23342175066313,-18.30238726790451
2024-02-29,28700,33250,28600,32800,2311257,240810,원익IPS,KOSDAQ,7.47276349636006,6.8468634929511705,1.2195121951219512,7.01219512195122,3.9634146341463414,3.9634146341463414
2024-03-29,36750,43400,36750,41500,8809647,240810,원익IPS,KOSDAQ,9.015665320590614,7.150291642184141,1.2048192771084338,1.2048192771084338,1.4457831325301205,-6.265060240963856
2024-07-04,35800,40300,35750,40100,2704553,240810,원익IPS,KOSDAQ,6.648400414407609,5.5896560591656375,-1.3715710723192018,-1.3715710723192018,-4.86284289276808,-8.603491271820449
2022-06-09,21618,24735,21278,22641,6560674,108490,로보티즈,KOSDAQ,9.654771424694781,5.7107575580391705,1.289695684819575,-7.314164568702795,-8.815865023629698,-25.807163994523208
2022-09-20,22203,25806,22057,25562,3599224,108490,로보티즈,KOSDAQ,6.871780067846729,5.890938426930309,-1.7134809482826072,2.859713637430561,-3.9981222126594163,-17.142633596745167
2023-02-27,32331,39780,32087,38953,11850188,108490,로보티즈,KOSDAQ,5.689333700773641,5.578196207388249,-1.5018098734372192,-3.2500705979000335,-5.8763124791415295,-14.250507021282058
2023-11-01,20645,25952,20645,24248,2073817,108490,로보티즈,KOSDAQ,9.648007399009154,3.642737890328395,2.2063675354668426,5.018970636753547,6.425272187396899,6.223193665456945
2023-12-11,25708,28727,25319,28192,1776167,108490,로보티즈,KOSDAQ,5.3862578428488685,4.374966190093114,-3.798950056753689,-4.6644438138479005,-3.110811577752554,-1.2095629965947787
2024-01-12,29214,34570,29166,30237,4633070,108490,로보티즈,KOSDAQ,9.1416472198309,6.449675306452559,3.221219036280054,2.8971128088103977,-1.4485564044051988,-9.018751860303603
2024-02-27,25855,28922,24929,26390,2240328,108490,로보티즈,KOSDAQ,7.98953381654615,2.441780021006516,3.6907919666540354,-0.1856763925729443,-3.505115574081091,0.1856763925729443
2024-04-17,21229,26634,21229,22787,2016216,108490,로보티즈,KOSDAQ,9.434884743890912,4.580589037542023,3.4186158774739983,1.4964672839777067,1.7115021722912187,-0.4256813095185851
2024-11-19,16925,21132,16779,19719,3449751,108490,로보티즈,KOSDAQ,15.746000056141964,7.601793966670071,-2.6624068157614484,-0.49191135453116286,3.458593234951062,7.165677772706528
2024-11-22,20791,22592,19573,19622,2843125,108490,로보티즈,KOSDAQ,7.2225389194662615,4.744027346682053,1.7378452757109368,11.4157578228519,8.189786973804914,0.0
2022-11-17,20474,23750,20147,23014,1046643,310210,보로노이,KOSDAQ,5.740402524664178,2.1390290100118183,1.4252194316502997,-4.266967932562788,-0.8864169635873815,-4.0888155036065
2023-03-08,25103,28255,24734,26250,807009,310210,보로노이,KOSDAQ,7.579862399323737,4.102660630017424,2.0266666666666664,-9.516190476190477,-12.327619047619047,-11.699047619047619
2023-04-11,31819,39518,31450,36734,1585320,310210,보로노이,KOSDAQ,6.523778797595455,5.944088318218412,9.922687428540316,13.491588174443296,12.375455980835195,1.0045189742472913
2022-04-14,3665,4200,3665,3840,14253100,319400,현대무벡스,KOSDAQ,5.053322764199566,3.9149205155436637,-1.3020833333333335,-2.864583333333333,-2.213541666666667,-7.942708333333333
2022-05-25,3615,4600,3590,3860,41406400,319400,현대무벡스,KOSDAQ,16.034619200738533,6.848434196730359,-2.461139896373057,-0.9067357512953367,0.0,-3.3678756476683938
2022-11-01,2760,3430,2725,3240,11567592,319400,현대무벡스,KOSDAQ,15.792976915268058,7.463989618534434,5.092592592592593,9.104938271604938,9.41358024691358,6.481481481481481
2022-11-02,3470,3750,3210,3405,36886436,319400,현대무벡스,KOSDAQ,14.389140871636306,7.266093591603874,2.643171806167401,4.1116005873715125,0.4405286343612335,-1.4684287812041115
2022-11-03,3345,3630,3340,3495,17892975,319400,현대무벡스,KOSDAQ,5.189713997429125,3.0633433893130575,1.144492131616595,1.4306151645207439,-1.0014306151645207,-8.011444921316166
2023-03-17,3245,3615,3245,3560,13437168,319400,현대무벡스,KOSDAQ,5.765406619772819,6.145507121409034,-0.5617977528089888,0.42134831460674155,-2.8089887640449436,0.2808988764044944
2023-04-19,3760,4560,3690,4560,57675442,319400,현대무벡스,KOSDAQ,11.40991027437978,7.22747280194476,1.7543859649122806,-13.37719298245614,-8.991228070175438,3.8377192982456143
2023-04-20,4995,5170,4570,4640,46526852,319400,현대무벡스,KOSDAQ,6.378231292069375,4.541987887791109,-8.297413793103448,-11.206896551724139,-13.469827586206899,-1.7241379310344827
2023-10-24,2830,3600,2830,3165,23346759,319400,현대무벡스,KOSDAQ,14.464198956871869,6.946913260156472,0.315955766192733,-10.268562401263823,-9.95260663507109,7.109004739336493
2023-11-07,3180,3755,3085,3390,26293534,319400,현대무벡스,KOSDAQ,8.394069303282453,5.569123420002553,-2.6548672566371683,-6.342182890855458,3.5398230088495577,1.6224188790560472
2024-09-23,3070,3250,3045,3100,5486992,319400,현대무벡스,KOSDAQ,12.488023189931003,7.344397116080759,0.3225806451612903,-1.7741935483870968,-4.67741935483871,-3.7096774193548385
2024-10-07,2880,3300,2870,2975,4934176,319400,현대무벡스,KOSDAQ,6.459397738283415,4.9337258862174105,0.5042016806722689,4.873949579831933,6.218487394957983,7.73109243697479
2024-10-11,3015,3245,2995,3120,5616915,319400,현대무벡스,KOSDAQ,5.311768255496042,4.503285340310803,0.8012820512820512,1.282051282051282,1.9230769230769231,-1.9230769230769231
2024-12-09,2840,3120,2700,2855,4630681,319400,현대무벡스,KOSDAQ,8.632979507798646,3.024002661519903,4.553415061295972,12.43432574430823,18.388791593695274,19.089316987740805
2022-04-01,138200,138200,119400,120700,442768,145020,휴젤,KOSDAQ,6.1881152486990105,7.108706365115492,-8.947804473902236,-5.468102734051367,-0.16570008285004142,-0.7456503728251864
2022-04-04,120700,120700,109400,109900,480867,145020,휴젤,KOSDAQ,5.096775424415961,5.407617717066254,1.4558689717925388,1.4558689717925388,12.010919017288444,8.280254777070063
2022-04-29,122700,125600,121900,125400,1947546,145020,휴젤,KOSDAQ,8.69660311337736,7.125635620259758,-0.4784688995215311,0.4784688995215311,-8.054226475279107,-7.177033492822966
2024-06-11,243000,262500,222500,242000,892072,145020,휴젤,KOSDAQ,9.224367737172235,7.452987563205206,-1.4462809917355373,-8.677685950413224,-5.371900826446281,-2.066115702479339
2022-06-21,2025,2625,2000,2625,2306364,257720,실리콘투,KOSDAQ,8.735036131436622,6.939638871870367,5.714285714285714,24.45714285714286,27.923809523809524,66.97142857142858
2022-06-22,2858,3066,2666,2775,14790516,257720,실리콘투,KOSDAQ,14.79349540997557,7.522561631424659,-9.297297297297296,18.63063063063063,26.414414414414416,62.45045045045045
2022-06-24,2500,3266,2433,3267,16867614,257720,실리콘투,KOSDAQ,8.728220346139707,5.643630731792478,0.7652280379553107,7.376798285889195,22.43648607284971,35.44536271808999
2022-06-30,3533,4558,3466,4467,24997674,257720,실리콘투,KOSDAQ,5.0351807579542465,4.763837451728456,-10.454443698231476,-1.880456682337139,-4.477277815088426,18.423998209088875
2022-10-20,1870,2105,1820,1860,5891320,257720,실리콘투,KOSDAQ,8.342010951215126,2.702539419996998,-2.1505376344086025,31.989247311827956,31.989247311827956,17.741935483870968
2022-10-25,1945,2455,1940,2455,29976527,257720,실리콘투,KOSDAQ,13.294345226202793,6.939585799514901,0.0,-5.4989816700611,-8.350305498981669,-3.8696537678207736
2022-10-26,2630,2640,2415,2455,24229308,257720,실리콘투,KOSDAQ,7.06813074793388,4.421210059645359,0.0,-7.535641547861507,-9.775967413441954,-6.517311608961303
2022-12-07,2420,2740,2370,2655,44076921,257720,실리콘투,KOSDAQ,11.29076568458193,5.084026751894322,1.694915254237288,-1.1299435028248588,3.2015065913371,21.28060263653484
2022-12-08,2765,2980,2610,2700,35472139,257720,실리콘투,KOSDAQ,6.322115907944885,3.493127590583029,2.4074074074074074,-5.9259259259259265,3.7037037037037033,21.666666666666668
2022-12-20,2845,3445,2840,3180,77271156,257720,실리콘투,KOSDAQ,6.007490047060754,5.281083061645143,1.257861635220126,-9.59119496855346,-13.522012578616351,-21.22641509433962
2023-01-19,2550,3140,2525,2895,49712466,257720,실리콘투,KOSDAQ,7.319168796564034,2.9921403115653953,1.2089810017271159,2.4179620034542317,-1.5544041450777202,14.335060449050086
2023-05-09,3100,3950,3005,3855,38839097,257720,실리콘투,KOSDAQ,8.355895996193548,3.4622681951572796,17.898832684824903,19.1958495460441,26.718547341115436,26.977950713359274
2023-05-10,3895,4960,3890,4545,81851119,257720,실리콘투,KOSDAQ,9.443920597016536,5.5093019894182085,-1.65016501650165,8.14081408140814,13.091309130913093,10.891089108910892
2024-02-21,8650,10560,8430,10400,21225218,257720,실리콘투,KOSDAQ,11.486196561087011,7.461332755053122,-6.0576923076923075,-6.346153846153846,-12.115384615384615,-13.653846153846153
2024-05-09,15710,20200,15280,20200,13529588,257720,실리콘투,KOSDAQ,6.803943379912262,3.44769857250646,29.950495049504948,33.663366336633665,46.28712871287129,68.06930693069307
2024-05-10,22000,26250,21550,26250,19168066,257720,실리콘투,KOSDAQ,6.667859488633501,4.233216149641796,1.5238095238095237,10.095238095238095,15.428571428571427,38.666666666666664
2022-04-27,86000,89900,72700,74200,6876938,263750,펄어비스,KOSDAQ,6.066533455200271,6.6842864878716615,-9.703504043126685,-8.62533692722372,-11.725067385444744,-22.506738544474395
2024-02-29,32200,32400,30350,30350,3320356,263750,펄어비스,KOSDAQ,10.030243075909471,7.474747367663127,-4.612850082372323,-5.766062602965404,-7.413509060955518,-4.942339373970346
2024-05-10,34500,40750,34500,37300,4873784,263750,펄어비스,KOSDAQ,10.792649379577847,6.243163175908123,4.1554959785522785,6.8364611260053625,6.702412868632708,8.713136729222521
2024-12-13,35350,37500,30000,30100,3639261,263750,펄어비스,KOSDAQ,7.971112866280208,7.38582015420814,-4.817275747508306,-4.485049833887043,-9.800664451827243,-7.973421926910299
2022-04-19,4705,5120,4705,4975,4651590,030530,원익홀딩스,KOSDAQ,11.78745736426251,7.569507670358323,-0.20100502512562815,0.5025125628140703,-1.809045226130653,-0.10050251256281408
2023-12-14,3550,3565,3365,3455,1151157,030530,원익홀딩스,KOSDAQ,7.073891498477262,5.659403086764432,-1.5918958031837915,-3.3285094066570187,-3.183791606367583,0.0
2024-01-22,3270,3445,3255,3330,546390,030530,원익홀딩스,KOSDAQ,5.048611329276383,2.118497636493583,1.2012012012012012,-0.6006006006006006,-1.2012012012012012,36.63663663663664
2024-01-30,3350,3585,3350,3430,1241366,030530,원익홀딩스,KOSDAQ,7.377637017329958,4.815439984949809,-2.186588921282799,29.88338192419825,32.798833819241985,30.612244897959183
2024-02-02,3440,4455,3435,4455,20627363,030530,원익홀딩스,KOSDAQ,16.732600160314423,7.590603401325136,2.132435465768799,-0.7856341189674524,1.6835016835016834,-2.132435465768799
2024-02-05,4780,4925,4370,4550,17969866,030530,원익홀딩스,KOSDAQ,8.447873586901025,4.934327414151614,0.10989010989010989,-3.296703296703297,0.7692307692307693,-8.571428571428571
2024-05-21,3520,4200,3520,3770,6495949,030530,원익홀딩스,KOSDAQ,13.50217208753201,7.321201999128767,-1.3262599469496021,-2.3872679045092835,-1.7241379310344827,-7.294429708222812
2024-08-21,2970,3755,2970,3055,12713515,030530,원익홀딩스,KOSDAQ,17.185885678003917,7.6092989447781445,-5.073649754500818,-6.382978723404255,-7.6923076923076925,-16.53027823240589
2024-11-01,2230,2895,2220,2895,6573523,030530,원익홀딩스,KOSDAQ,16.18911110922298,3.3303217550273256,10.362694300518134,4.66321243523316,7.599309153713299,-10.01727115716753
2024-11-04,3060,3355,2775,3195,54503408,030530,원익홀딩스,KOSDAQ,17.41896735664315,7.368880991647868,-2.8169014084507045,-1.2519561815336464,-12.519561815336463,-18.153364632237874
2022-08-01,90100,100000,90100,98200,481501,237690,에스티팜,KOSDAQ,5.815917826022887,6.840747210973458,-0.8146639511201629,7.942973523421588,12.830957230142568,11.812627291242363
2024-03-08,71000,78000,69100,77500,637987,237690,에스티팜,KOSDAQ,5.332977237001752,5.6108484432723,-0.903225806451613,-6.193548387096774,0.12903225806451613,15.870967741935486
2024-03-18,81300,99000,80400,96300,2906864,237690,에스티팜,KOSDAQ,8.906183959754543,7.197826445591767,-7.476635514018691,-2.4922118380062304,-4.361370716510903,-6.438213914849429
2024-06-07,95900,110800,93500,109600,1572665,237690,에스티팜,KOSDAQ,5.210837869489579,2.9299857264322466,-4.653284671532846,-13.959854014598541,-15.328467153284672,-15.328467153284672
2023-03-03,50619,62828,50619,58194,2796757,068760,셀트리온제약,KOSDAQ,11.04214184837905,7.532208312213693,0.30759184795683403,22.51263016805856,25.7277382548029,46.095817438223875
2023-03-07,58283,68353,57926,65859,2657848,068760,셀트리온제약,KOSDAQ,6.604167000558951,5.129560143023203,8.25399717578463,11.094914893940084,5.683353831670691,27.19597928908729
2023-07-12,62026,75305,61313,71205,1841906,068760,셀트리온제약,KOSDAQ,6.699729323669274,6.4092447118713185,9.888350537181378,8.888420756969314,2.877606909627133,9.012007583737097
2023-07-13,72453,84663,72453,78246,5596973,068760,셀트리온제약,KOSDAQ,10.340265088578553,7.2424635723399104,1.481225877361143,-6.834854177849346,-6.263578968892978,-0.3425095212534826
2024-01-02,86449,111964,86449,111964,5318019,068760,셀트리온제약,KOSDAQ,10.47506247737888,7.431693785133402,7.762316458861777,1.0021078203708333,-7.26215569290129,-12.520988889285842
2024-01-03,114114,124581,111310,120655,9547904,068760,셀트리온제약,KOSDAQ,9.789693270794732,6.63265432434617,-5.26625502465708,-13.168123989888525,-15.568356056524802,-22.85027557913058
2024-11-25,51962,52617,49065,49065,2014324,068760,셀트리온제약,KOSDAQ,9.520094731919396,7.471388192577872,0.19158259451747683,11.04860898807704,7.047793742993988,-5.523285437684704
2023-03-20,18600,24150,18400,23200,11115663,403870,HPSP,KOSDAQ,6.048172411439347,6.50773426016218,-7.758620689655173,4.094827586206897,14.870689655172415,10.560344827586206
2023-07-14,31550,36850,31200,35300,10385048,403870,HPSP,KOSDAQ,6.428497058380388,4.955312210906534,0.9915014164305949,0.56657223796034,-2.974504249291785,1.69971671388102
2024-02-13,49400,62400,49250,59300,15671806,403870,HPSP,KOSDAQ,5.4087918839921265,5.445495873020358,3.87858347386172,-1.3490725126475547,-4.8903878583473865,-10.45531197301855
2024-07-11,40200,44950,39700,42850,6881735,403870,HPSP,KOSDAQ,5.564971031843744,3.6471110998100245,-1.1668611435239207,-5.367561260210035,-13.768961493582262,-24.037339556592766
2024-10-31,28900,34700,28000,30750,5176419,403870,HPSP,KOSDAQ,6.463945069905105,6.162865537867749,7.642276422764227,10.24390243902439,14.796747967479677,6.178861788617886
2024-11-01,34550,36000,33050,33100,7239704,403870,HPSP,KOSDAQ,6.353093299735445,5.795420095975583,0.7552870090634441,8.157099697885197,7.552870090634441,4.078549848942599
2024-11-06,37000,38750,34450,35800,9470402,403870,HPSP,KOSDAQ,5.453486213342841,5.4178066926508945,-1.3966480446927374,-6.70391061452514,-7.12290502793296,-14.804469273743019
2022-06-09,22800,27200,22700,26850,685609,226950,올릭스,KOSDAQ,7.353428077907132,6.890295165755147,-5.772811918063315,-6.33147113594041,-7.076350093109869,0.0
2022-09-28,18100,22500,17350,21000,738637,226950,올릭스,KOSDAQ,6.974451896538537,5.709545817361959,-10.952380952380953,-10.714285714285714,-5.952380952380952,-10.476190476190476
2023-03-08,23100,26800,22400,25000,1406902,226950,올릭스,KOSDAQ,10.270111055592034,7.289401794051544,-3.5999999999999996,-9.0,-9.2,-5.6000000000000005
2023-07-21,16090,18830,15920,17600,467062,226950,올릭스,KOSDAQ,5.525451559934319,6.5238651847601234,-5.340909090909091,-17.15909090909091,-15.909090909090908,-15.0
2023-08-30,15470,19740,15470,19000,875241,226950,올릭스,KOSDAQ,8.593380893190615,6.409490095607672,2.9473684210526314,0.15789473684210525,25.0,5.105263157894737
2023-08-31,19190,21100,18850,19560,829730,226950,올릭스,KOSDAQ,5.911576781459823,4.6854344172032105,-8.486707566462167,-0.7668711656441718,20.654396728016362,4.038854805725971
2023-09-06,20550,25200,19920,23750,4216497,226950,올릭스,KOSDAQ,10.759881956368156,7.275258919060236,-0.631578947368421,-2.736842105263158,-15.91578947368421,-24.842105263157897
2024-01-05,15750,16950,15200,15840,543486,226950,올릭스,KOSDAQ,5.970979304283341,6.522439146830131,3.8510101010101008,5.42929292929293,0.06313131313131314,-4.671717171717172
2024-02-23,15500,17020,15500,16650,413428,226950,올릭스,KOSDAQ,5.108157981388734,3.283974675806557,0.960960960960961,1.5015015015015014,-3.903903903903904,2.4624624624624625
2024-06-24,8600,9800,8280,9550,765861,226950,올릭스,KOSDAQ,8.282183908667484,6.994695503140918,-2.8272251308900525,-6.806282722513089,-1.5706806282722512,-0.5235602094240838
2024-07-19,11680,13950,11680,13320,1633715,226950,올릭스,KOSDAQ,7.3707502512989045,6.599810754548058,20.645645645645647,11.636636636636636,19.36936936936937,12.012012012012011
2024-07-22,13860,17300,13700,16070,3376252,226950,올릭스,KOSDAQ,9.587050723951455,6.680164390717672,0.18668326073428748,-12.570006222775357,-2.8624766645924082,-13.005600497822028
2022-09-16,75300,78400,71500,76500,5971797,041510,에스엠,KOSDAQ,9.654776649714186,7.282417489031719,-4.183006535947712,1.1764705882352942,-3.2679738562091507,-7.450980392156863
2023-02-10,115200,117000,107300,114700,8882805,041510,에스엠,KOSDAQ,5.554851517022729,6.212916716507709,1.1333914559721012,6.887532693984307,13.426329555361812,5.492589363557106
2024-05-28,91100,93000,90100,90700,1690416,041510,에스엠,KOSDAQ,5.852582379060528,6.081269726357765,-4.630650496141125,0.6615214994487321,-9.70231532524807,-10.253583241455347
2022-05-25,17750,19400,17500,19150,3865046,058610,에스피지,KOSDAQ,5.53478765964683,4.850233870651912,-7.5718015665796345,-7.83289817232376,-3.91644908616188,-7.310704960835509
2022-09-15,18050,21350,17600,20550,6606698,058610,에스피지,KOSDAQ,7.019309881158193,6.503851524393061,1.2165450121654502,7.542579075425791,-0.48661800486618007,-14.841849148418493
2023-03-09,20300,24150,20000,22700,19267860,058610,에스피지,KOSDAQ,11.357329176258153,7.181378204528383,4.845814977973569,-1.5418502202643172,31.497797356828194,49.77973568281938
2023-03-10,23850,25400,23050,23800,13623998,058610,에스피지,KOSDAQ,5.775198785834644,4.091890408198818,-5.2521008403361344,18.277310924369747,24.579831932773107,42.857142857142854
2023-03-15,23900,28650,23400,28150,21509827,058610,에스피지,KOSDAQ,5.054317965470977,4.631134238598045,6.039076376554174,6.039076376554174,18.29484902309059,24.866785079928952
2023-09-04,33050,40600,32800,37000,18776316,058610,에스피지,KOSDAQ,11.637605630210583,7.430034281671813,0.8108108108108109,7.972972972972974,10.405405405405405,-2.2972972972972974
2023-09-07,39000,43550,38550,39950,14821643,058610,에스피지,KOSDAQ,6.063210016458032,4.501947771232759,4.755944931163955,-3.754693366708386,-4.130162703379224,-12.76595744680851
2024-07-10,23900,28300,23600,26550,1836172,058610,에스피지,KOSDAQ,9.012924432284354,7.422055913746735,1.8832391713747645,0.3766478342749529,-3.5781544256120528,-6.591337099811676
2024-08-22,24300,27700,24150,25050,3035755,058610,에스피지,KOSDAQ,9.935060174800482,6.341920550323144,1.5968063872255487,2.9940119760479043,0.7984031936127743,-4.590818363273453
2022-05-17,244800,268800,241600,267400,134479,357780,솔브레인,KOSDAQ,5.673764550521266,6.002611135556319,-0.6731488406881078,-1.7202692595362752,-2.543006731488407,2.468212415856395
2024-05-28,319000,358500,317000,343500,167248,357780,솔브레인,KOSDAQ,5.126587613587075,5.221765638541891,-3.7845705967976713,-4.075691411935954,-8.73362445414847,-8.296943231441048
2023-05-16,105000,115800,105000,115400,3329160,035900,JYP Ent.,KOSDAQ,5.716313788394603,6.41199913973222,3.552859618717504,0.25996533795493937,0.25996533795493937,5.719237435008666
2024-02-29,74000,76600,73600,73700,3038341,035900,JYP Ent.,KOSDAQ,5.350118281924344,5.375763951411791,-2.03527815468114,-5.970149253731343,-8.005427408412483,-6.919945725915875
2024-05-13,65800,65900,60000,60100,3465685,035900,JYP Ent.,KOSDAQ,6.607302934435337,5.159108652563792,0.0,-0.16638935108153077,-3.494176372712146,-2.1630615640599005
2023-02-28,36900,36900,34150,34750,923591,095340,ISC,KOSDAQ,5.194125002706472,6.5991979243532635,0.0,-0.7194244604316548,-5.0359712230215825,-6.618705035971223
2023-05-19,42750,51200,42650,47250,3224043,095340,ISC,KOSDAQ,9.648796280833688,7.098359682831918,-1.2698412698412698,-0.31746031746031744,7.5132275132275135,7.301587301587302
2024-03-08,81500,98200,81400,95000,2920779,095340,ISC,KOSDAQ,6.1124092447296885,6.9727508929194855,-1.368421052631579,-4.421052631578947,-5.157894736842105,-8.105263157894736
2024-11-12,9930,10480,8940,8950,3894102,160190,하이젠알앤엠,KOSDAQ,5.806909220806711,2.345001532362508,11.843575418994414,9.608938547486034,33.96648044692737,19.329608938547484
2024-11-13,8700,10810,8470,10010,10976403,160190,하이젠알앤엠,KOSDAQ,9.049997089530173,5.450388341728695,-2.3976023976023977,-5.4945054945054945,12.887112887112886,11.988011988011989
2024-11-19,9550,12090,9420,11990,14087241,160190,하이젠알앤엠,KOSDAQ,6.05831728396267,5.031414687684148,-5.754795663052543,-15.262718932443702,-10.925771476230192,-9.841534612176813
2024-12-26,11160,13400,11160,12760,10581366,160190,하이젠알앤엠,KOSDAQ,7.718742571988498,3.3617887748912674,1.6457680250783697,,,
2022-11-08,30400,33200,30200,32900,3452016,005290,동진쎄미켐,KOSDAQ,5.66586906634477,6.190774425516217,-0.4559270516717325,1.9756838905775076,5.927051671732523,1.0638297872340425
2023-05-19,31300,35450,31300,35200,5312072,005290,동진쎄미켐,KOSDAQ,7.068990858675794,5.462489161816135,4.829545454545454,4.545454545454546,9.943181818181818,7.528409090909091
2024-03-21,42350,48700,42100,47950,14410948,005290,동진쎄미켐,KOSDAQ,9.47738426275684,7.363258333649397,-6.777893639207508,-8.75912408759124,-2.815432742440042,0.10427528675703858
2024-11-06,27250,30100,27100,29050,2449779,005290,동진쎄미켐,KOSDAQ,7.1839741283220455,7.1398279444153925,-4.991394148020654,-15.66265060240964,-20.481927710843372,-16.00688468158348
2023-01-19,14150,16000,13950,15900,1686284,098460,고영,KOSDAQ,6.87678096879809,6.999941838105553,0.628930817610063,6.729559748427673,6.226415094339623,5.345911949685535
2023-06-28,14810,16940,14810,16770,9702977,098460,고영,KOSDAQ,11.05636509086028,7.539170993451661,-0.7155635062611807,-2.802623732856291,-5.664877757901014,-15.146094215861657
2023-09-11,12880,14830,12630,13400,5067674,098460,고영,KOSDAQ,7.9939161564393935,2.8514571250395817,-3.955223880597015,-2.5373134328358207,-3.2835820895522385,-8.358208955223882
2023-10-20,13420,13660,10610,10900,4144829,098460,고영,KOSDAQ,5.533635343885902,4.309076627926728,3.853211009174312,6.605504587155964,2.0183486238532113,6.513761467889909
2023-12-11,11940,13490,11820,13490,8375918,098460,고영,KOSDAQ,12.34597486472874,6.685850834243288,18.235730170496662,16.456634544106745,13.417346182357301,28.39140103780578
2023-12-12,14270,16740,13940,15950,26764236,098460,고영,KOSDAQ,13.331447833076044,7.2100106489345706,-3.3228840125391854,-5.768025078369906,3.072100313479624,6.4576802507836994
2023-12-19,15220,17570,15090,16440,20562025,098460,고영,KOSDAQ,5.137780336420258,4.2165501170149,2.3114355231143553,2.737226277372263,3.2846715328467155,7.664233576642336
2024-01-24,17420,20200,17360,18380,19773907,098460,고영,KOSDAQ,6.497096918567917,3.4208996263620195,14.526659412404788,-0.3264417845484222,-5.059847660500544,-9.684439608269859
2024-01-25,18730,21700,18720,21050,27125503,098460,고영,KOSDAQ,6.225617591329694,4.0645653089767855,-8.408551068883611,-15.201900237529692,-18.717339667458432,-21.187648456057005
2024-04-22,26006,31858,25306,31858,6288315,445680,큐리옥스바이오시스템즈,KOSDAQ,8.763438114210391,7.328853658527061,0.0,-7.690376043693892,1.886496327453073,-9.25984054240693
2024-04-23,32108,32508,30507,31858,4910969,445680,큐리옥스바이오시스템즈,KOSDAQ,5.167769959019568,4.4608149923949325,0.6277857994852156,-10.518551070374787,-7.376483143951283,-9.890765270889572
2024-07-26,22181,26907,22181,25757,2304622,445680,큐리옥스바이오시스템즈,KOSDAQ,5.466984317737735,2.8073725202813655,-5.730481034281943,-10.389408704429865,-14.17478743642505,-10.703886322164848
2024-10-11,19410,22950,19410,21850,2500928,445680,큐리옥스바이오시스템즈,KOSDAQ,10.10220037186539,5.2050366635330745,2.059496567505721,11.670480549199084,16.247139588100687,4.118993135011442
2022-05-23,5620,6660,5410,5530,4204040,083650,비에이치아이,KOSDAQ,6.391293814969395,5.464151698221301,0.7233273056057866,-6.871609403254973,-3.79746835443038,6.871609403254973
2022-06-28,6200,7900,6150,7390,11357227,083650,비에이치아이,KOSDAQ,8.887765734540727,6.884872086047422,1.4884979702300407,2.3004059539918806,0.8119079837618403,1.6238159675236805
2023-03-31,6920,7870,6840,7720,3415516,083650,비에이치아이,KOSDAQ,5.297477850892091,5.629344913807923,3.2383419689119166,6.217616580310881,9.585492227979273,21.761658031088082
2023-07-13,8640,11160,8590,11160,8074853,083650,비에이치아이,KOSDAQ,11.266702492874813,6.73174941967732,-0.985663082437276,-15.770609318996415,-18.010752688172044,-37.27598566308244
2023-07-14,10800,11670,9860,11050,10378368,083650,비에이치아이,KOSDAQ,8.49071309030013,5.779855218643409,-10.76923076923077,-14.027149321266968,-20.361990950226243,-35.83710407239819
2024-03-11,8560,9840,8520,9240,3180272,083650,비에이치아이,KOSDAQ,7.47703594265839,6.752286394913717,1.5151515151515151,12.987012987012985,11.03896103896104,-2.922077922077922
